Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"850,249","26,579","47,537","2,308","83,978","1,118","718,734","14,016 (2%)","718,734",6%,"4,320,329","132,937"
spain,"208,389","4,211","21,717",435,"85,915","3,401","100,757","7,705 (8%)","100,757",10%,"930,230",0
italy,"187,327","3,370","25,085",437,"54,543","2,943","107,699","2,384 (2%)","107,699",13%,"1,513,251","63,101"
france,"159,877","1,827","21,340",544,"40,657","1,476","97,880","5,218 (5%)","97,880",13%,"463,662",0
germany,"150,648","2,195","5,279",193,"99,400","4,200","45,969","2,908 (6%)","45,969",4%,"2,072,669","344,312"
united-kingdom,"134,597","4,466","18,149",773,663,34,"115,785","1,559 (1%)","115,785",13%,"559,935","24,593"
turkey,"98,674","3,083","2,376",117,"16,477","1,559","79,821","1,814 (2%)","79,821",2%,"750,944","37,535"
iran,"85,996","1,194","5,391",94,"63,113","2,148","17,492","3,311 (19%)","17,492",6%,"377,396","11,673"
china,"83,804",15,"4,636",0,"77,816",60,"1,352",78 (6%),"1,352",6%,0,0
russia,"57,999","5,236",513,57,"4,420",547,"53,066",700 (1%),"53,066",1%,"2,250,000","107,396"
brazil,"45,757","2,678","2,906",165,"25,318","2,327","17,533","8,318 (47%)","17,533",6%,"291,922",0
belgium,"41,889",933,"6,262",264,"9,433",431,"26,194","1,020 (4%)","26,194",15%,"171,400","4,290"
canada,"41,285","1,938","2,072",163,"13,986",798,"25,227",557 (2%),"25,227",5%,"569,878","3,947"
netherlands,"35,013",715,"4,067",139,90,27,"30,856","1,050 (3%)","30,856",12%,"171,415",0
switzerland,"28,268",205,"1,509",31,"19,900",500,"6,859",386 (6%),"6,859",5%,"227,554",0
portugal,"21,982",603,785,23,"1,143",226,"20,054",207 (1%),"20,054",4%,"284,741","12,779"
india,"21,370","1,290",681,36,"4,370",395,"16,319",0 (0%),"16,319",3%,"462,621","14,809"
peru,"19,250","1,413",530,46,"7,027",45,"11,693",396 (3%),"11,693",3%,"170,400","14,676"
ireland,"16,671",631,769,39,"9,233",0,"6,669",147 (2%),"6,669",5%,"111,584",0
sweden,"16,004",682,"1,937",172,550,0,"13,517",515 (4%),"13,517",12%,"94,500",0
austria,"14,925",52,510,19,"11,328",357,"3,087",176 (6%),"3,087",3%,"201,794","12,776"
israel,"14,498",556,189,5,"5,215",708,"9,094",141 (2%),"9,094",1%,"240,303",0
saudi-arabia,"12,772","1,141",114,5,"1,812",172,"10,846",82 (1%),"10,846",1%,"200,000",0
japan,"11,512",377,281,18,"1,356",117,"9,875",232 (2%),"9,875",2%,"124,550","7,825"
chile,"11,296",464,160,13,"5,386",417,"5,750",399 (7%),"5,750",1%,"128,722","6,365"
ecuador,"10,850",452,537,17,"1,262",55,"9,051",141 (2%),"9,051",5%,"33,389",0
south-korea,"10,694",11,238,1,"8,277",64,"2,179",55 (3%),"2,179",2%,"577,959","6,945"
poland,"10,169",313,426,25,"1,513",216,"8,230",160 (2%),"8,230",4%,"238,799","14,444"
singapore,"10,141","1,016",12,1,896,57,"9,233",27 (0%),"9,233",0%,"94,796",0
pakistan,"10,076",511,212,11,"2,156",83,"7,708",58 (1%),"7,708",2%,"118,020","6,214"
romania,"9,710",468,524,26,"2,406",253,"6,780",288 (4%),"6,780",5%,"106,357","4,805"
mexico,"9,501",729,857,145,"2,627",0,"6,017",378 (6%),"6,017",9%,"49,570",0
united-arab-emirates,"8,238",483,52,6,"1,546",103,"6,640",1 (0%),"6,640",1%,"790,000",0
denmark,"8,097",217,384,14,"5,265",387,"2,448",80 (3%),"2,448",5%,"108,465","7,922"
indonesia,"7,418",283,635,19,913,71,"5,870",0 (0%),"5,870",9%,"55,732","5,362"
norway,"7,338",147,187,5,32,0,"7,119",54 (1%),"7,119",3%,"148,656","3,377"
belarus,"7,281",558,58,3,769,192,"6,454",92 (1%),"6,454",1%,"114,955","6,410"
qatar,"7,141",608,10,1,689,75,"6,442",37 (1%),"6,442",0%,"70,012","3,287"
czechia,"7,132",99,208,7,"1,989",236,"4,935",80 (2%),"4,935",3%,"186,918","8,301"
serbia,"7,114",224,134,4,"1,025",48,"5,955",101 (2%),"5,955",2%,"48,636","3,281"
philippines,"6,710",111,446,9,693,39,"5,571",1 (0%),"5,571",7%,"68,532","3,687"
australia,"6,649",4,74,3,"4,920",235,"1,655",47 (3%),"1,655",1%,"452,441","13,441"
ukraine,"6,592",467,174,13,424,57,"5,994",45 (1%),"5,994",3%,"67,520","5,523"
malaysia,"5,532",50,93,1,"3,452",103,"1,987",43 (2%),"1,987",2%,"113,755","5,539"
dominican-republic,"5,300",256,260,15,581,118,"4,459",135 (3%),"4,459",5%,"18,261","1,288"
panama,"4,821",163,141,5,231,27,"4,449",94 (2%),"4,449",3%,"21,902",906
colombia,"4,356",207,206,10,870,66,"3,280",98 (3%),"3,280",5%,"71,500","6,331"
finland,"4,129",115,149,8,"2,000",0,"1,980",63 (3%),"1,980",4%,"68,552","6,752"
bangladesh,"3,772",390,120,10,92,5,"3,560",1 (0%),"3,560",3%,"32,630","3,052"
egypt,"3,659",169,276,12,935,65,"2,448",0 (0%),"2,448",8%,"55,000",0
luxembourg,"3,654",36,80,2,711,41,"2,863",32 (1%),"2,863",2%,"36,087","1,125"
south-africa,"3,635",170,65,7,"1,055",0,"2,515",36 (1%),"2,515",2%,"133,774","6,837"
morocco,"3,446",237,149,4,417,24,"2,880",1 (0%),"2,880",4%,"19,885","1,785"
argentina,"3,144",113,151,9,840,103,"2,153",123 (6%),"2,153",5%,"36,611","2,043"
algeria,"2,910",99,402,10,"1,204",52,"1,304",40 (3%),"1,304",14%,"6,500",0
thailand,"2,826",15,49,1,"2,352",244,425,61 (14%),425,2%,"142,589",0
moldova,"2,778",164,75,3,560,55,"2,143",212 (10%),"2,143",3%,"11,763",0
greece,"2,408",7,121,0,577,0,"1,710",55 (3%),"1,710",5%,"56,944","1,278"
kuwait,"2,248",168,13,2,443,31,"1,792",50 (3%),"1,792",1%,0,0
hungary,"2,168",70,225,12,295,8,"1,648",82 (5%),"1,648",10%,"52,702","2,650"
kazakhstan,"2,135",140,19,0,515,26,"1,601",32 (2%),"1,601",1%,"139,207","12,480"
bahrain,"2,027",54,7,0,"1,026",242,994,2 (0%),994,0%,"97,796","3,416"
croatia,"1,950",42,48,0,869,68,"1,033",19 (2%),"1,033",2%,"27,614","1,004"
iceland,"1,785",7,10,0,"1,462",45,313,5 (2%),313,1%,"44,468",637
uzbekistan,"1,716",38,7,1,450,93,"1,259",8 (1%),"1,259",0%,"150,000",0
iraq,"1,631",29,83,0,"1,146",50,402,0 (0%),402,5%,"62,880","2,043"
oman,"1,614",106,8,0,238,0,"1,368",3 (0%),"1,368",1%,0,0
estonia,"1,559",7,44,1,184,15,"1,331",7 (1%),"1,331",3%,"43,637","1,424"
azerbaijan,"1,518",38,20,0,907,42,591,14 (2%),591,1%,"108,221","5,457"
armenia,"1,473",72,24,0,633,24,816,30 (4%),816,2%,"14,966","1,037"
new-zealand,"1,451",6,14,1,"1,036",30,401,2 (0%),401,1%,"94,797","5,289"
lithuania,"1,370",20,38,0,357,59,975,17 (2%),975,3%,"76,973","6,220"
bosnia-and-herzegovina,"1,368",26,53,2,460,23,855,4 (0%),855,4%,"20,125",930
slovenia,"1,353",9,79,2,205,8,"1,069",24 (2%),"1,069",6%,"44,435","1,459"
north-macedonia,"1,259",28,56,1,272,48,931,8 (1%),931,4%,"13,000",660
slovakia,"1,244",45,14,0,284,26,946,7 (1%),946,1%,"52,649","3,221"
cuba,"1,189",52,40,2,341,32,808,16 (2%),808,3%,"30,416",0
afghanistan,"1,176",84,40,4,166,16,970,7 (1%),970,3%,"6,422",0
cameroon,"1,163",0,43,1,329,24,791,33 (4%),791,4%,0,0
ghana,"1,154",112,9,0,99,0,"1,046",4 (0%),"1,046",1%,"68,591",0
hong-kong,"1,034",4,4,0,678,28,352,8 (2%),352,0%,"131,786",0
bulgaria,"1,024",49,49,4,174,4,801,37 (5%),801,5%,"27,000",583
djibouti,974,29,2,0,183,71,789,0 (0%),789,0%,"10,272","1,317"
ivory-coast,952,36,14,1,310,7,628,0 (0%),628,1%,0,0
tunisia,909,8,38,0,190,20,681,32 (5%),681,4%,"18,861",696
nigeria,873,91,28,3,197,0,648,2 (0%),648,3%,"8,003",0
cyprus,790,6,13,1,98,0,679,15 (2%),679,2%,"37,081",0
latvia,761,13,11,2,133,0,617,5 (1%),617,1%,"39,336","1,364"
guinea,761,73,6,0,164,37,591,0 (0%),591,1%,0,0
andorra,723,6,37,0,309,27,377,17 (5%),377,5%,"1,673",0
cruise-ship,712,0,13,0,644,0,55,7 (13%),55,2%,0,0
lebanon,682,5,22,1,113,5,547,26 (5%),547,3%,"22,853","1,089"
costa-rica,681,12,6,0,180,30,495,6 (1%),495,1%,"11,766",379
niger,662,5,22,2,193,66,447,0 (0%),447,3%,"4,832",0
albania,634,25,27,1,356,11,251,4 (2%),251,4%,"6,269",252
kyrgyzstan,612,22,7,0,254,38,351,5 (1%),351,1%,"26,147",0
burkina-faso,609,9,39,1,389,27,181,0 (0%),181,6%,0,0
bolivia,609,11,37,3,44,7,528,3 (1%),528,6%,"4,420",851
uruguay,543,8,12,2,324,11,207,10 (5%),207,2%,"13,923",527
honduras,510,16,46,0,30,1,434,10 (2%),434,9%,"2,535",0
kosovo,510,0,12,0,93,0,405,0 (0%),405,2%,0,0
channel-islands,498,2,28,4,285,29,185,0 (0%),185,6%,"3,320",0
san-marino,488,12,40,0,62,0,386,4 (1%),386,8%,"1,872",52
west-bank-and-gaza,474,8,4,0,71,0,399,0 (0%),399,1%,0,0
palestine,474,8,4,0,71,0,399,0 (0%),399,1%,"17,329",0
malta,444,1,3,0,165,15,276,2 (1%),276,1%,"26,148",503
senegal,442,30,6,1,253,11,183,1 (1%),183,1%,466,0
jordan,435,7,7,0,315,18,113,5 (4%),113,2%,"35,000","2,000"
taiwan,426,1,6,0,236,19,184,0 (0%),184,1%,"56,853","1,377"
georgia,416,8,5,1,107,10,304,6 (2%),304,1%,"8,375",764
réunion,410,2,0,0,238,1,172,2 (1%),172,0%,0,0
congo-kinshasa,359,9,25,0,45,10,289,0 (0%),289,7%,0,0
sri-lanka,330,20,7,0,105,3,218,2 (1%),218,2%,"7,393",600
mauritius,329,1,9,0,261,18,59,3 (5%),59,3%,"9,755",0
mayotte,326,15,4,0,125,8,197,4 (2%),197,1%,"2,100",100
guatemala,316,22,8,1,24,0,284,3 (1%),284,3%,"7,200",0
montenegro,315,2,5,0,116,15,194,7 (4%),194,2%,"5,085",0
isle-of-man,307,7,9,0,209,9,89,15 (17%),89,3%,"2,509",0
kenya,303,7,14,0,74,0,215,2 (1%),215,5%,"14,704",0
mali,293,35,17,3,73,16,203,0 (0%),203,6%,"2,023","2,023"
venezuela,288,3,10,0,122,5,156,4 (3%),156,3%,"347,236",0
somalia,286,49,8,0,4,0,274,2 (1%),274,3%,0,0
tanzania,284,30,10,0,11,0,263,7 (3%),263,4%,0,0
vietnam,268,0,0,0,216,2,52,8 (15%),52,0%,"206,253",0
el-salvador,237,12,7,0,63,15,167,3 (2%),167,3%,"14,375","1,023"
jamaica,233,10,6,0,27,0,200,0 (0%),200,3%,"1,936",47
paraguay,213,5,9,1,62,9,142,1 (1%),142,4%,"6,292",414
congo-brazzaville,186,21,6,0,16,0,164,0 (0%),164,3%,0,0
faroe-islands,185,0,0,0,178,2,7,0 (0%),7,0%,"6,171",150
gabon,166,10,1,0,24,8,141,2 (1%),141,1%,572,0
martinique,164,1,14,0,73,0,77,6 (8%),77,9%,0,0
rwanda,153,3,0,0,84,0,69,0 (0%),69,0%,"6,959",0
guadeloupe,148,0,12,4,73,0,63,13 (21%),63,8%,0,0
sudan,140,33,13,1,12,4,115,0 (0%),115,9%,0,0
brunei,138,0,1,0,116,0,21,2 (10%),21,1%,"11,633",0
gibraltar,132,0,0,0,120,0,12,1 (8%),12,0%,"1,912",0
burma,123,2,5,0,7,0,111,0 (0%),111,4%,0,0
myanmar,123,2,5,0,7,0,111,0 (0%),111,4%,"5,198",0
cambodia,122,0,0,0,110,3,12,1 (8%),12,0%,"5,768",0
madagascar,121,0,0,0,44,3,77,1 (1%),77,0%,"2,357",0
ethiopia,116,2,3,0,21,5,92,0 (0%),92,3%,"9,771","1,073"
trinidad-and-tobago,115,1,8,0,28,6,79,0 (0%),79,7%,"1,393",22
liberia,101,2,8,0,7,0,86,0 (0%),86,8%,0,0
aruba,100,3,2,0,68,17,30,4 (13%),30,2%,"1,504",59
bermuda,99,13,5,0,39,2,55,10 (18%),55,5%,949,298
french-guiana,97,0,1,0,76,7,20,1 (5%),20,1%,0,0
monaco,94,0,3,0,26,3,65,2 (3%),65,3%,0,0
togo,88,2,6,0,56,0,26,0 (0%),26,7%,"4,733",133
maldives,86,3,0,0,16,0,70,2 (3%),70,0%,"4,139",0
equatorial-guinea,84,1,1,1,7,0,76,0 (0%),76,1%,854,0
liechtenstein,81,0,1,0,55,0,25,0 (0%),25,1%,900,0
barbados,75,0,5,0,25,2,45,4 (9%),45,7%,"1,098",35
zambia,74,4,3,0,35,0,36,1 (3%),36,4%,"2,586",0
cabo-verde,73,5,1,0,1,0,71,0 (0%),71,1%,0,0
sint-maarten,71,4,11,1,22,10,38,2 (5%),38,15%,258,95
guyana,67,1,7,0,9,0,51,5 (10%),51,10%,348,20
cayman-islands,66,0,1,0,7,0,58,3 (5%),58,2%,778,0
bahamas,65,5,9,0,12,1,44,1 (2%),44,14%,0,0
uganda,63,2,0,0,45,7,18,0 (0%),18,0%,"14,761","1,019"
haiti,62,5,4,1,2,2,56,0 (0%),56,6%,642,24
