Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"643,508","31,431","28,506","2,518","48,679","10,004","566,323","13,487 (2%)","566,323",4%,"3,258,424","193,405"
spain,"177,644","3,584","18,708",453,"70,853","3,349","88,083","7,371 (8%)","88,083",11%,"650,755","50,755"
italy,"165,155","2,667","21,645",578,"38,092",962,"105,418","3,079 (3%)","105,418",13%,"1,117,404","43,715"
france,"147,863","4,560","17,167","1,438","30,955","2,150","99,741","6,457 (6%)","99,741",12%,"333,807",0
germany,"134,753","2,543","3,804",309,"72,600","4,400","58,349","4,288 (7%)","58,349",3%,"1,728,357","410,470"
united-kingdom,"99,445","4,638","12,893",765,363,45,"86,189","1,559 (2%)","86,189",13%,"398,916","16,266"
china,"83,292",5,"3,346",1,"78,276",95,"1,670",113 (7%),"1,670",4%,0,0
iran,"76,389","1,512","4,777",94,"49,933","1,804","21,679","3,643 (17%)","21,679",6%,"299,204","11,845"
turkey,"69,392","4,281","1,518",115,"5,674",875,"62,200","1,820 (3%)","62,200",2%,"477,716","34,090"
belgium,"33,573","2,454","4,440",283,"7,107",239,"22,026","1,204 (5%)","22,026",13%,"128,132","25,981"
brazil,"28,610","3,348","1,757",225,"14,026","10,980","12,827",296 (2%),"12,827",6%,"62,985",0
canada,"28,379","1,482","1,010",112,"8,937",765,"18,432",557 (3%),"18,432",4%,"462,353","24,878"
netherlands,"28,299",736,"3,144",190,294,7,"24,861","1,279 (5%)","24,861",11%,"140,845","5,873"
switzerland,"26,336",400,"1,239",65,"15,400","1,700","9,697",386 (4%),"9,697",5%,"199,000",0
russia,"24,490","3,388",198,28,"1,986",292,"22,306",8 (0%),"22,306",1%,"1,517,992","117,992"
portugal,"18,091",643,599,32,383,36,"17,109",208 (1%),"17,109",3%,"208,314","16,634"
austria,"14,350",124,393,9,"8,098",465,"5,859",232 (4%),"5,859",3%,"156,801","5,005"
ireland,"12,547","1,068",444,38,77,52,"12,026",158 (1%),"12,026",4%,"90,646",0
