Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"677,056","33,548","34,580","6,074","57,271","8,592","585,205","13,369 (2%)","585,205",5%,"3,397,021","138,597"
spain,"184,948","7,304","19,315",607,"74,797","3,944","90,836","7,371 (8%)","90,836",10%,"930,230","279,475"
italy,"168,941","3,786","22,170",525,"40,164","2,072","106,607","2,936 (3%)","106,607",13%,"1,178,403","60,999"
france,"165,027","17,164","17,920",753,"32,812","1,857","114,295","6,248 (5%)","114,295",11%,"333,807",0
germany,"137,698","2,945","4,052",248,"77,000","4,400","56,646","4,288 (8%)","56,646",3%,"1,728,357",0
united-kingdom,"104,106","4,661","13,758",865,370,7,"89,978","1,559 (2%)","89,978",13%,"417,649","18,733"
china,"83,339",47,"3,346",0,"78,366",90,"1,627",95 (6%),"1,627",4%,0,0
iran,"77,995","1,606","4,869",92,"52,229","2,296","20,897","3,594 (17%)","20,897",6%,"310,340","11,136"
turkey,"74,193","4,801","1,643",125,"7,089","1,415","65,461","1,854 (3%)","65,461",2%,"518,143","40,427"
belgium,"34,809","1,236","4,857",417,"7,562",455,"22,390","1,182 (5%)","22,390",14%,"134,303","6,171"
canada,"30,757","2,378","1,258",248,"9,674",737,"19,825",557 (3%),"19,825",4%,"487,625","25,272"
brazil,"30,683","2,073","1,947",190,"14,026",0,"14,710","6,634 (45%)","14,710",6%,"62,985",0
netherlands,"29,366","1,067","3,326",182,301,7,"25,739","1,279 (5%)","25,739",11%,"147,948","7,103"
russia,"27,938","3,448",232,34,"2,304",318,"25,402",8 (0%),"25,402",1%,"1,613,413","95,421"
switzerland,"26,732",396,"1,281",42,"15,900",500,"9,551",386 (4%),"9,551",5%,"206,400","7,400"
portugal,"18,841",750,629,30,493,110,"17,719",229 (1%),"17,719",3%,"208,314",0
austria,"14,476",126,410,17,"8,986",888,"5,080",238 (5%),"5,080",3%,"162,816","6,015"
india,"13,430","1,108",448,43,"1,768",336,"11,214",0 (0%),"11,214",3%,"302,956","58,063"
ireland,"13,271",724,486,42,77,0,"12,708",156 (1%),"12,708",4%,"90,646",0
israel,"12,758",257,142,12,"2,818",255,"9,798",181 (2%),"9,798",1%,"187,250","69,911"
sweden,"12,540",613,"1,333",130,550,169,"10,657",522 (5%),"10,657",11%,"74,600",0
peru,"12,491","1,016",274,20,"6,120","3,012","6,097",169 (3%),"6,097",2%,"121,468","12,083"
south-korea,"10,613",22,229,4,"7,757",141,"2,627",55 (2%),"2,627",2%,"538,775","4,223"
chile,"8,807",534,105,11,"3,299",362,"5,403",384 (7%),"5,403",1%,"98,424","6,551"
japan,"8,626",526,178,32,901,48,"7,547",168 (2%),"7,547",2%,"94,236","4,685"
ecuador,"8,225",367,403,15,838,58,"6,984",168 (2%),"6,984",5%,"27,868","1,775"
poland,"7,918",336,314,28,774,106,"6,830",160 (2%),"6,830",4%,"169,071","12,578"
romania,"7,707",491,392,20,"1,357",140,"5,958",243 (4%),"5,958",5%,"79,629","4,802"
denmark,"7,063",198,321,12,"3,192",278,"3,550",92 (3%),"3,550",5%,"82,380","4,668"
pakistan,"6,919",536,128,17,"1,645",199,"5,146",46 (1%),"5,146",2%,"78,979","5,540"
norway,"6,896",156,152,2,32,0,"6,712",64 (1%),"6,712",2%,"133,707","3,491"
australia,"6,468",21,63,0,"3,747",61,"2,658",66 (2%),"2,658",1%,"380,003","8,626"
czechia,"6,433",132,169,3,972,153,"5,292",75 (1%),"5,292",3%,"146,004","8,332"
saudi-arabia,"6,380",518,83,4,990,59,"5,307",71 (1%),"5,307",1%,"150,000",0
mexico,"5,847",448,449,43,"2,125",0,"3,273",207 (6%),"3,273",8%,"40,091",0
united-arab-emirates,"5,825",460,35,2,"1,095",61,"4,695",1 (0%),"4,695",1%,"767,000",0
philippines,"5,660",207,362,13,435,82,"4,863",1 (0%),"4,863",6%,"48,171","2,685"
indonesia,"5,516",380,496,27,548,102,"4,472",0 (0%),"4,472",9%,"36,000",0
serbia,"5,318",445,103,4,443,43,"4,772",120 (3%),"4,772",2%,"29,472","3,194"
malaysia,"5,182",110,84,1,"2,766",119,"2,332",56 (2%),"2,332",2%,"87,183",0
singapore,"4,427",728,10,0,683,31,"3,734",29 (1%),"3,734",0%,"72,680",0
belarus,"4,204",476,40,4,203,0,"3,961",65 (2%),"3,961",1%,"81,246","5,048"
ukraine,"4,161",397,116,8,186,43,"3,859",45 (1%),"3,859",3%,"42,823","3,739"
qatar,"4,103",392,7,0,415,9,"3,681",37 (1%),"3,681",0%,"56,381","1,897"
dominican-republic,"3,755",141,196,7,215,7,"3,344",121 (4%),"3,344",5%,"12,229","2,954"
panama,"3,751",177,103,8,75,3,"3,573",106 (3%),"3,573",3%,"16,854",801
luxembourg,"3,444",71,69,0,552,26,"2,823",35 (1%),"2,823",2%,"31,660",937
finland,"3,369",132,75,3,"1,700","1,400","1,594",76 (5%),"1,594",2%,"49,700",872
colombia,"3,233",128,144,13,550,98,"2,539",98 (4%),"2,539",4%,"52,085","6,662"
egypt,"2,673",168,196,13,596,7,"1,881",0 (0%),"1,881",7%,"25,000",0
thailand,"2,672",29,46,3,"1,593",96,"1,033",61 (6%),"1,033",2%,"100,498",0
south-africa,"2,605",99,48,14,903,493,"1,654",7 (0%),"1,654",2%,"95,060","4,545"
argentina,"2,571",128,115,4,631,35,"1,825",121 (7%),"1,825",4%,"26,457","2,083"
morocco,"2,283",259,130,3,249,20,"1,904",1 (0%),"1,904",6%,"11,996","1,604"
algeria,"2,268",108,348,12,783,75,"1,137",60 (5%),"1,137",15%,"3,359",0
greece,"2,207",15,105,3,269,0,"1,833",69 (4%),"1,833",5%,"50,771",0
moldova,"2,154",105,54,8,235,64,"1,865",80 (4%),"1,865",3%,"9,208","2,937"
croatia,"1,791",50,35,2,529,56,"1,227",31 (3%),"1,227",2%,"20,158",902
iceland,"1,739",12,8,0,"1,144",67,587,6 (1%),587,0%,"38,204",818
bahrain,"1,700",29,7,0,703,40,990,3 (0%),990,0%,"76,630","3,983"
hungary,"1,652",73,142,8,199,7,"1,311",60 (5%),"1,311",9%,"38,489","1,163"
bangladesh,"1,572",341,60,10,49,0,"1,463",1 (0%),"1,463",4%,"17,003","2,135"
kuwait,"1,524",119,3,0,225,19,"1,296",32 (2%),"1,296",0%,0,0
estonia,"1,434",34,36,1,133,16,"1,265",10 (1%),"1,265",3%,"36,024","2,057"
iraq,"1,434",19,80,1,856,44,498,0 (0%),498,6%,"49,260","3,125"
kazakhstan,"1,402",107,17,1,277,37,"1,108",22 (2%),"1,108",1%,"85,735","4,376"
new-zealand,"1,401",15,9,0,770,42,622,3 (0%),622,1%,"70,160","3,661"
uzbekistan,"1,349",47,4,0,129,22,"1,216",8 (1%),"1,216",0%,"100,000","30,000"
azerbaijan,"1,283",30,15,2,460,56,808,28 (3%),808,1%,"75,397",0
slovenia,"1,268",20,61,0,174,9,"1,033",31 (3%),"1,033",5%,"38,137","1,023"
bosnia-and-herzegovina,"1,167",57,43,2,277,24,847,4 (0%),847,4%,"14,743","1,404"
armenia,"1,159",48,18,1,358,61,783,30 (4%),783,2%,"9,632",537
lithuania,"1,128",37,32,2,178,40,918,14 (2%),918,3%,"48,537","3,860"
north-macedonia,"1,081",107,46,1,121,23,914,15 (2%),914,4%,"10,422","1,160"
oman,"1,019",109,4,0,176,45,839,3 (0%),839,0%,0,0
hong-kong,"1,018",1,4,0,485,26,529,9 (2%),529,0%,"116,273",0
cameroon,996,148,22,5,164,0,810,0 (0%),810,2%,0,0
slovakia,977,114,8,2,167,16,802,5 (1%),802,1%,"34,458","2,967"
cuba,862,48,27,3,171,20,664,16 (2%),664,3%,"21,837","1,386"
afghanistan,840,56,30,5,54,11,756,0 (0%),756,4%,0,0
tunisia,822,42,37,2,43,0,742,89 (12%),742,5%,"13,930",793
bulgaria,800,53,38,2,122,17,640,37 (6%),640,5%,"18,502",0
cyprus,735,20,12,0,77,12,646,8 (1%),646,2%,"17,923",0
cruise-ship,712,0,12,0,639,0,61,7 (11%),61,2%,0,0
latvia,675,9,5,0,57,13,613,3 (0%),613,1%,"31,302","1,406"
andorra,673,14,33,2,169,41,471,17 (4%),471,5%,"1,673",0
lebanon,663,5,21,0,86,1,556,30 (5%),556,3%,"18,115",855
ivory-coast,654,16,6,0,146,32,502,0 (0%),502,1%,0,0
costa-rica,642,16,4,0,74,7,564,11 (2%),564,1%,"9,396",307
ghana,641,5,8,0,83,66,550,2 (0%),550,1%,"50,719","6,298"
djibouti,591,156,2,0,73,2,516,0 (0%),516,0%,"6,430",494
niger,584,14,14,0,90,0,480,0 (0%),480,2%,"4,427",0
burkina-faso,546,4,32,0,257,31,257,0 (0%),257,6%,0,0
albania,518,24,26,1,277,26,215,5 (2%),215,5%,"4,827",269
uruguay,502,9,9,0,286,14,207,13 (6%),207,2%,"11,239",791
kyrgyzstan,466,17,5,0,91,13,370,5 (1%),370,1%,"26,147",0
channel-islands,457,10,19,4,73,4,365,0 (0%),365,4%,"3,320",0
nigeria,442,35,13,1,152,24,277,2 (1%),277,3%,"5,000",0
bolivia,441,44,29,1,14,7,398,3 (1%),398,7%,"2,185",0
guinea,438,34,1,0,49,18,388,0 (0%),388,0%,0,0
honduras,426,7,35,4,9,0,382,10 (3%),382,8%,"2,012",412
san-marino,426,33,38,2,55,2,333,15 (5%),333,9%,846,0
malta,412,13,3,0,82,38,327,4 (1%),327,1%,"21,164","1,025"
jordan,402,1,7,0,259,9,136,5 (4%),136,2%,"20,500",0
taiwan,395,2,6,0,137,13,252,0 (0%),252,2%,"49,748","1,199"
réunion,394,3,0,0,237,0,157,4 (3%),157,0%,0,0
kosovo,387,104,8,1,66,8,313,0 (0%),313,2%,0,0
palestine,374,66,2,0,63,1,309,0 (0%),309,1%,"17,329",0
west-bank-and-gaza,374,66,2,0,63,1,309,0 (0%),309,1%,0,0
georgia,348,42,3,0,76,5,269,6 (2%),269,1%,"5,027",0
senegal,335,21,2,0,194,4,139,1 (1%),139,1%,0,0
mauritius,324,0,9,0,65,14,250,3 (1%),250,3%,"8,279",0
montenegro,303,15,4,0,55,0,244,7 (3%),244,1%,"3,874",0
isle-of-man,284,28,4,0,154,3,126,13 (10%),126,1%,"2,261",86
vietnam,268,1,0,0,177,6,91,8 (9%),91,0%,"206,253","70,315"
congo-kinshasa,267,13,22,1,23,2,222,0 (0%),222,8%,0,0
sri-lanka,238,5,7,0,63,2,168,1 (1%),168,3%,"4,768",0
kenya,234,9,11,1,53,0,170,2 (1%),170,5%,"9,630",0
mayotte,233,16,3,0,69,0,161,3 (2%),161,1%,"1,500",0
venezuela,197,8,9,0,111,1,77,6 (8%),77,5%,"225,009","21,901"
guatemala,196,16,5,0,19,0,172,3 (2%),172,3%,"7,200","6,066"
faroe-islands,184,0,0,0,166,3,18,0 (0%),18,0%,"5,677",75
paraguay,174,13,8,0,30,7,136,1 (1%),136,5%,"4,267",379
mali,171,23,13,0,34,0,124,0 (0%),124,8%,0,0
el-salvador,164,5,6,0,33,3,125,2 (2%),125,4%,"8,333",548
martinique,158,1,8,2,73,23,77,17 (22%),77,5%,0,0
guadeloupe,145,0,8,0,67,0,70,13 (19%),70,6%,0,0
jamaica,143,18,5,0,21,0,117,0 (0%),117,4%,"1,424",33
rwanda,138,2,0,0,60,6,78,0 (0%),78,0%,"6,237",0
brunei,136,0,1,0,108,1,27,2 (7%),27,1%,"10,579",229
gibraltar,131,2,0,0,104,11,27,1 (4%),27,0%,"1,649",0
cambodia,122,0,0,0,96,5,26,1 (4%),26,0%,"5,768",0
congo-brazzaville,117,43,5,0,11,1,101,0 (0%),101,4%,0,0
trinidad-and-tobago,114,1,8,0,19,2,87,0 (0%),87,7%,"1,282",130
madagascar,111,1,0,0,33,4,78,1 (1%),78,0%,0,0
aruba,95,2,2,1,39,0,54,1 (2%),54,2%,"1,237",39
tanzania,94,6,4,0,11,0,79,0 (0%),79,4%,0,0
monaco,93,0,3,2,12,6,78,2 (3%),78,3%,0,0
ethiopia,92,7,3,0,15,0,74,1 (1%),74,3%,"5,389",401
french-guiana,86,0,0,0,51,0,35,1 (3%),35,0%,0,0
burma,85,11,4,0,2,0,79,0 (0%),79,5%,0,0
myanmar,85,11,4,0,2,0,79,0 (0%),79,5%,"3,236",400
togo,81,4,3,0,35,3,43,0 (0%),43,4%,"3,036",230
bermuda,81,24,5,0,33,3,43,3 (7%),43,6%,527,111
somalia,80,20,5,3,2,0,73,2 (3%),73,6%,0,0
gabon,80,23,1,0,4,3,75,0 (0%),75,1%,0,0
liechtenstein,79,0,1,0,55,0,23,0 (0%),23,1%,900,0
barbados,75,2,5,0,15,0,55,4 (7%),55,7%,900,36
cayman-islands,60,6,1,0,6,0,53,3 (6%),53,2%,636,56
liberia,59,0,6,0,4,0,49,0 (0%),49,10%,0,0
sint-maarten,57,4,9,0,12,7,36,6 (17%),36,16%,163,6
cabo-verde,56,45,1,0,1,0,54,0 (0%),54,2%,0,0
uganda,55,0,0,0,12,4,43,0 (0%),43,0%,"7,693","1,032"
guyana,55,8,6,0,8,0,41,5 (12%),41,11%,213,0
bahamas,53,4,8,0,6,0,39,1 (3%),39,15%,0,0
equatorial-guinea,51,10,0,0,4,0,47,0 (0%),47,0%,854,0
libya,49,1,1,0,11,2,37,0 (0%),37,2%,699,114
zambia,48,3,2,0,30,0,16,1 (6%),16,4%,"1,696",0
macau,45,0,0,0,15,5,30,1 (3%),30,0%,0,0
haiti,41,1,3,0,0,0,38,0 (0%),38,7%,365,0
benin,35,0,1,0,18,0,16,0 (0%),16,3%,0,0
saint-martin,35,3,2,0,13,2,20,5 (25%),20,6%,0,0
syria,33,4,2,0,5,0,26,0 (0%),26,6%,0,0
sudan,32,0,5,0,4,0,23,0 (0%),23,16%,0,0
mozambique,31,2,0,0,2,0,29,0 (0%),29,0%,855,62
mongolia,31,1,0,0,5,0,26,0 (0%),26,0%,"1,077",77
chad,27,4,0,0,5,3,22,0 (0%),22,0%,0,0
maldives,25,3,0,0,16,0,9,0 (0%),9,0%,"3,432",533
antigua-and-barbuda,23,0,2,0,3,0,18,1 (6%),18,9%,73,0
zimbabwe,23,6,3,0,1,1,19,0 (0%),19,13%,716,112
angola,19,0,2,0,5,0,12,0 (0%),12,11%,0,0
laos,19,0,0,0,1,0,18,0 (0%),18,0%,"1,235",0
belize,18,0,2,0,0,0,16,1 (6%),16,11%,567,0
new-caledonia,18,0,0,0,1,0,17,1 (6%),17,0%,"3,002",394
