Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,621,333","1,348","96,363",83,"382,244",127,"1,142,726","17,907 (2%)","1,142,726",6%,"13,479,242","60,749"
russia,"326,448","8,894","3,249",150,"99,825","7,144","223,374","2,300 (1%)","223,374",1%,"8,126,626","285,746"
brazil,"310,921",834,"20,082",35,"125,960",0,"164,879","8,318 (5%)","164,879",6%,"735,224",0
spain,"280,117",593,"27,940",52,"196,958",0,"55,219","1,152 (2%)","55,219",10%,"3,037,840",0
united-kingdom,"250,908","2,060","36,042",294,0,0,"214,866","1,559 (1%)","214,866",14%,"3,090,566","128,339"
italy,"228,006",642,"32,486",156,"134,560","2,278","60,960",640 (1%),"60,960",14%,"3,243,398","71,679"
france,"181,826",251,"28,215",83,"63,858",504,"89,753","1,745 (2%)","89,753",16%,"1,384,633",0
germany,"179,110",89,"8,310",1,"159,000","1,000","11,800","1,016 (9%)","11,800",5%,"3,595,059",0
turkey,"153,548",961,"4,249",27,"114,990","1,003","34,309",820 (2%),"34,309",3%,"1,729,988","33,633"
iran,"129,341","2,392","7,249",66,"100,564","1,756","21,528","2,655 (12%)","21,528",6%,"746,045","14,832"
india,"119,419","1,193","3,599",15,"48,957",404,"66,863",0 (0%),"66,863",3%,"2,719,434","103,514"
peru,"108,769","4,749","3,148",124,"43,587","1,619","62,034",886 (1%),"62,034",3%,"736,500","21,077"
china,"82,971",4,"4,634",0,"78,255",6,82,8 (10%),82,6%,0,0
canada,"81,400",20,"6,249",3,"41,715",0,"33,436",502 (2%),"33,436",8%,"1,379,731","2,585"
saudi-arabia,"65,077","2,532",351,12,"36,040","2,562","28,686",281 (1%),"28,686",1%,"651,158","14,980"
mexico,"59,567","2,973","6,510",420,"40,657","1,781","12,400",378 (3%),"12,400",11%,"201,838","16,083"
chile,"57,581","3,964",589,45,"23,992","1,488","33,000",943 (3%),"33,000",1%,"426,003","16,334"
belgium,"56,511",276,"9,212",26,"15,123",135,"32,176",268 (1%),"32,176",16%,"757,328","18,182"
pakistan,"50,694","2,603","1,067",50,"15,201","1,046","34,426",111 (0%),"34,426",2%,"445,987","16,387"
netherlands,"44,700",253,"5,775",27,0,0,"38,925",255 (1%),"38,925",13%,"302,395",0
qatar,"38,651","1,554",17,1,"7,288",688,"31,346",171 (1%),"31,346",0%,"175,482","5,045"
ecuador,"35,306",452,"2,939",51,"3,557",0,"28,810",191 (1%),"28,810",8%,"101,580","1,332"
belarus,"33,371",945,185,6,"12,057",642,"21,129",92 (0%),"21,129",1%,"403,236","15,563"
sweden,"32,172",649,"3,871",40,"4,971",0,"23,330",352 (2%),"23,330",12%,"209,900",0
switzerland,"30,694",36,"1,898",6,"27,900",100,896,55 (6%),896,6%,"361,692","6,299"
singapore,"30,426",614,23,0,"12,117",0,"18,286",10 (0%),"18,286",0%,"294,414",0
bangladesh,"30,205","1,694",432,24,"6,190",588,"23,583",1 (0%),"23,583",1%,"223,841","9,727"
portugal,"29,912",252,"1,277",14,"6,452",0,"22,183",93 (0%),"22,183",4%,"674,000",0
united-arab-emirates,"26,898",894,237,4,"12,755",946,"13,906",1 (0%),"13,906",1%,"1,600,923",0
ireland,"24,391",76,"1,583",12,"21,060",0,"1,748",54 (3%),"1,748",6%,"295,626",0
indonesia,"20,796",634,"1,326",48,"5,057",219,"14,413",0 (0%),"14,413",6%,"229,334","9,359"
poland,"20,379",236,973,1,"8,731",279,"10,675",160 (1%),"10,675",5%,"697,230",0
ukraine,"20,148",442,588,9,"6,585",358,"12,975",256 (2%),"12,975",3%,"267,185","9,295"
south-africa,"19,137","1,134",369,30,"8,950",0,"9,818",119 (1%),"9,818",2%,"525,433","18,572"
kuwait,"18,609","1,041",129,5,"5,205",320,"13,275",181 (1%),"13,275",1%,"261,071","4,757"
colombia,"18,330",643,652,22,"4,431",175,"13,247",136 (1%),"13,247",4%,"214,536","12,728"
romania,"17,712",127,"1,159",3,"10,777",196,"5,776",200 (3%),"5,776",7%,"352,647","10,181"
israel,"16,690",7,279,0,"13,915",191,"2,496",47 (2%),"2,496",2%,"531,124","6,540"
austria,"16,436",32,635,2,"15,005",54,796,31 (4%),796,4%,"390,488","4,851"
japan,"16,424",39,777,6,"12,672",386,"2,975",195 (7%),"2,975",5%,"261,572","3,295"
egypt,"15,003",774,696,16,"4,217",223,"10,090",41 (0%),"10,090",5%,"135,000",0
dominican-republic,"13,657",180,448,2,"7,366",224,"5,843",113 (2%),"5,843",3%,"61,330","1,354"
philippines,"13,597",163,857,11,"3,092",92,"9,648",81 (1%),"9,648",6%,"267,417",0
denmark,"11,182",65,561,7,"9,643",107,978,23 (2%),978,5%,"504,266","13,484"
south-korea,"11,142",20,264,0,"10,162",27,716,15 (2%),716,2%,"802,418","13,734"
serbia,"10,919",86,237,2,"5,370",303,"5,312",12 (0%),"5,312",2%,"203,799","6,918"
panama,"10,116",139,291,4,"6,245",51,"3,580",72 (2%),"3,580",3%,"53,928","1,287"
argentina,"9,931",648,416,13,"3,032",99,"6,483",171 (3%),"6,483",4%,"116,689","4,319"
afghanistan,"9,216",540,205,12,996,58,"8,015",19 (0%),"8,015",2%,"27,889","1,182"
czechia,"8,757",3,306,0,"5,932",6,"2,519",29 (1%),"2,519",3%,"387,127","7,377"
norway,"8,309",28,235,1,32,0,"8,042",14 (0%),"8,042",3%,"223,045",0
bahrain,"8,174",286,12,0,"3,873",305,"4,289",9 (0%),"4,289",0%,"262,107","6,474"
algeria,"7,728",186,575,7,"4,062",94,"3,091",22 (1%),"3,091",7%,0,0
