Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,591,252","20,782","94,918","1,395","370,057","8,904","1,126,277","17,810 (2%)","1,126,277",6%,"14,103,510","1,465,257"
russia,"308,705","8,764","2,972",135,"85,392","9,262","220,341","2,300 (1%)","220,341",1%,"7,578,029","225,713"
brazil,"291,579","19,694","18,859",876,"116,683","9,889","156,037","8,318 (5%)","156,037",6%,"735,224",0
spain,"279,524",721,"27,888",110,"196,958",0,"54,678","1,152 (2%)","54,678",10%,"3,037,840",0
united-kingdom,"248,848",0,"35,748",339,479,0,"212,621","1,559 (1%)","212,621",14%,"2,962,227","189,675"
italy,"227,364",665,"32,330",161,"132,282","2,881","62,752",676 (1%),"62,752",14%,"3,171,719","67,195"
france,"181,575",766,"28,132",110,"63,354",791,"90,089","1,794 (2%)","90,089",15%,"1,384,633",0
germany,"178,531",704,"8,270",77,"156,966","1,266","13,295","1,045 (8%)","13,295",5%,"3,595,059","447,288"
turkey,"152,587",972,"4,222",23,"113,987","1,092","34,378",877 (3%),"34,378",3%,"1,696,355","20,838"
iran,"126,949","2,346","7,183",64,"98,808","1,635","20,958","2,735 (13%)","20,958",6%,"731,213","15,037"
india,"112,028","5,553","3,434",132,"45,422","3,113","63,172",0 (0%),"63,172",3%,"2,512,388","108,121"
peru,"104,020","4,537","3,024",110,"41,968","5,444","59,028",869 (1%),"59,028",3%,"715,423","35,841"
china,"82,965",5,"4,634",0,"78,244",3,87,9 (10%),87,6%,0,0
canada,"80,801","1,035","6,136",119,"40,750",700,"33,915",502 (1%),"33,915",8%,"1,339,971",76
saudi-arabia,"62,545","2,691",339,10,"33,478","1,844","28,728",276 (1%),"28,728",1%,"636,178","18,094"
belgium,"55,983",192,"9,150",42,"14,847",160,"31,986",313 (1%),"31,986",16%,"720,228","10,410"
mexico,"54,346","2,713","5,666",334,"37,325","1,937","11,355",378 (3%),"11,355",10%,"185,755","8,622"
chile,"53,617","4,038",544,35,"22,504",997,"30,569",904 (3%),"30,569",1%,"409,669","12,469"
pakistan,"45,898","1,932",985,46,"13,101",612,"31,812",111 (0%),"31,812",2%,"414,254","13,962"
netherlands,"44,447",198,"5,748",33,0,0,"38,699",275 (1%),"38,699",13%,"302,395",0
qatar,"37,097","1,491",16,1,"6,600",966,"30,481",172 (1%),"30,481",0%,"170,437","4,255"
ecuador,"34,854",703,"2,888",49,"3,557",100,"28,409",191 (1%),"28,409",8%,"100,248","2,077"
belarus,"32,426",918,179,4,"11,415",795,"20,832",92 (0%),"20,832",1%,"387,673","12,597"
sweden,"31,523",724,"3,831",88,"4,971",0,"22,721",352 (2%),"22,721",12%,"209,900",0
switzerland,"30,658",40,"1,892",1,"27,800",100,966,55 (6%),966,6%,"355,393","5,294"
portugal,"29,660",228,"1,263",16,"6,452",21,"21,945",93 (0%),"21,945",4%,"674,000","11,625"
singapore,"29,364",570,22,0,"11,207",842,"18,135",11 (0%),"18,135",0%,"294,414","48,160"
bangladesh,"26,738","1,617",386,16,"5,207",214,"21,145",1 (0%),"21,145",1%,"203,852","10,207"
united-arab-emirates,"26,004",941,233,6,"11,809","1,018","13,962",1 (0%),"13,962",1%,"1,600,923",0
ireland,"24,315",64,"1,571",10,"21,060","1,590","1,684",54 (3%),"1,684",6%,"295,626",0
poland,"19,739",471,962,14,"8,183",280,"10,594",160 (2%),"10,594",5%,"674,861","21,637"
ukraine,"19,230",354,564,16,"5,955",323,"12,711",245 (2%),"12,711",3%,"248,529","8,568"
indonesia,"19,189",693,"1,242",21,"4,575",108,"13,372",0 (0%),"13,372",6%,"211,883","8,947"
south-africa,"18,003",803,339,27,"8,950",990,"8,714",119 (1%),"8,714",2%,"506,861","18,252"
colombia,"17,687",752,630,17,"4,256",206,"12,801",136 (1%),"12,801",4%,"201,808",0
kuwait,"17,568",804,124,3,"4,885",204,"12,559",167 (1%),"12,559",1%,"256,314","3,618"
romania,"17,387",196,"1,147",10,"10,356",190,"5,884",198 (3%),"5,884",7%,"332,487","10,413"
israel,"16,667",8,279,1,"13,504",69,"2,884",48 (2%),"2,884",2%,"522,632","10,180"
japan,"16,367",62,768,19,"11,564",0,"4,035",213 (5%),"4,035",5%,"255,675","5,524"
austria,"16,353",32,633,1,"14,882",204,838,37 (4%),838,4%,"379,592","7,157"
egypt,"14,229",745,680,21,"3,994",252,"9,555",41 (0%),"9,555",5%,"135,000",0
dominican-republic,"13,477",254,446,5,"7,142",529,"5,889",126 (2%),"5,889",3%,"59,976","9,868"
philippines,"13,221",279,842,5,"2,932",89,"9,447",81 (1%),"9,447",6%,"259,172","14,372"
denmark,"11,117",73,554,3,"9,536",120,"1,027",25 (2%),"1,027",5%,"490,782","15,686"
