Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"682,608","122,362","23,592","1,491","36,205","3,968","622,811","12,772 (2%)","622,811",3%,"2,936,860","104,602"
spain,"170,099","3,268","17,756",547,"64,727","2,336","87,616","7,371 (8%)","87,616",10%,"600,000","245,000"
italy,"159,516","3,153","20,465",566,"35,435","1,224","103,616","3,260 (3%)","103,616",13%,"1,046,910","36,717"
france,"136,779","4,188","14,967",574,"27,718",532,"94,094","6,821 (7%)","94,094",11%,"333,807",0
germany,"130,072","2,218","3,194",172,"64,300","4,000","62,578","4,895 (8%)","62,578",2%,"1,317,887",0
united-kingdom,"89,538","4,361","11,346",718,299,0,"77,893","1,559 (2%)","77,893",13%,"367,667","14,693"
china,"83,194",79,"3,345",2,"78,020",83,"1,829",121 (7%),"1,829",4%,0,0
iran,"73,303","1,617","4,585",111,"45,983","2,089","22,735","3,877 (17%)","22,735",6%,"275,427","12,039"
turkey,"61,049","4,093","1,296",98,"3,957",511,"55,796","1,786 (3%)","55,796",2%,"410,556","34,456"
belgium,"30,589",942,"3,903",303,"6,707",244,"19,979","1,234 (6%)","19,979",13%,"102,151",0
netherlands,"26,693",964,"2,832",86,287,0,"23,574","1,358 (6%)","23,574",11%,"115,992","14,458"
switzerland,"25,688",273,"1,138",32,"13,700","1,000","10,850",386 (4%),"10,850",4%,"193,800",0
canada,"25,680","1,297",780,63,"7,756",584,"17,144",557 (3%),"17,144",3%,"437,475","32,824"
brazil,"23,430","1,238","1,328",105,173,0,"21,929",296 (1%),"21,929",6%,"62,985",0
russia,"18,328","2,558",148,18,"1,470",179,"16,710",8 (0%),"16,710",1%,"1,300,000","100,000"
portugal,"16,934",349,535,31,277,0,"16,122",188 (1%),"16,122",3%,"182,707","19,091"
austria,"14,041",96,368,18,"7,343",356,"6,330",239 (4%),"6,330",3%,"148,412","3,535"
israel,"11,586",441,116,13,"1,855",228,"9,615",181 (2%),"9,615",1%,"117,339",0
sweden,"10,948",465,919,20,381,0,"9,648",859 (9%),"9,648",8%,"54,700",0
ireland,"10,647",992,365,31,25,0,"10,257",194 (2%),"10,257",3%,"72,000","19,000"
south-korea,"10,537",25,217,3,"7,447",79,"2,873",55 (2%),"2,873",2%,"514,621",0
india,"10,453","1,248",358,27,"1,181",101,"8,914",0 (0%),"8,914",3%,"189,111",0
peru,"9,784","2,265",216,23,"2,642",844,"6,926",143 (2%),"6,926",2%,"87,116","10,610"
japan,"7,618",870,143,35,799,37,"6,676",135 (2%),"6,676",2%,"77,381","8,610"
ecuador,"7,529",63,355,22,597,96,"6,577",121 (2%),"6,577",5%,"24,553",918
chile,"7,525",312,82,2,"2,367",308,"5,076",387 (8%),"5,076",1%,"85,035","2,764"
poland,"6,934",260,245,13,487,48,"6,202",160 (3%),"6,202",4%,"143,630","5,623"
romania,"6,633",333,331,15,914,62,"5,388",231 (4%),"5,388",5%,"67,204","4,876"
norway,"6,603",78,134,6,32,0,"6,437",59 (1%),"6,437",2%,"127,305",819
denmark,"6,502",144,285,12,"2,392",112,"3,825",100 (3%),"3,825",4%,"72,099","1,974"
australia,"6,359",46,61,1,"3,494",156,"2,804",79 (3%),"2,804",1%,"362,136","8,195"
czechia,"6,059",68,143,5,519,55,"5,397",100 (2%),"5,397",2%,"128,359","3,233"
pakistan,"5,496",266,93,2,"1,095",67,"4,308",44 (1%),"4,308",2%,"65,114","3,313"
saudi-arabia,"4,934",472,65,6,805,44,"4,064",59 (1%),"4,064",1%,"115,585",0
philippines,"4,932",284,315,18,242,45,"4,375",1 (0%),"4,375",6%,"33,814",0
malaysia,"4,817",134,77,1,"2,276",168,"2,464",66 (3%),"2,464",2%,"81,730","4,239"
mexico,"4,661",442,296,23,"1,843",71,"2,522",185 (7%),"2,522",6%,"36,594","1,115"
indonesia,"4,557",316,399,26,380,21,"3,778",0 (0%),"3,778",9%,"27,075",0
united-arab-emirates,"4,521",398,25,3,852,172,"3,644",1 (0%),"3,644",1%,"648,195",0
serbia,"4,054",424,85,5,400,0,"3,569",138 (4%),"3,569",2%,"20,958","2,646"
panama,"3,472",72,94,7,61,32,"3,317",106 (3%),"3,317",3%,"15,567",420
luxembourg,"3,292",11,69,3,500,0,"2,723",30 (1%),"2,723",2%,"29,315",150
qatar,"3,231",252,7,0,334,59,"2,890",37 (1%),"2,890",0%,"50,828","1,726"
dominican-republic,"3,167",200,177,4,152,21,"2,838",147 (5%),"2,838",6%,"9,275",0
ukraine,"3,102",325,93,10,97,8,"2,912",45 (2%),"2,912",3%,"32,496","2,182"
finland,"3,064",90,59,3,300,0,"2,705",74 (3%),"2,705",2%,"46,000",981
belarus,"2,919",341,29,3,203,0,"2,687",55 (2%),"2,687",1%,"68,000","4,000"
singapore,"2,918",386,9,1,586,26,"2,323",29 (1%),"2,323",0%,"72,680",0
colombia,"2,852",76,112,3,319,49,"2,421",92 (4%),"2,421",4%,"41,765",0
thailand,"2,579",28,40,2,"1,288",70,"1,251",61 (5%),"1,251",2%,"71,860",0
south-africa,"2,272",99,27,2,410,0,"1,835",7 (0%),"1,835",1%,"83,663","3,578"
argentina,"2,208",66,97,7,515,47,"1,596",83 (5%),"1,596",4%,"19,758",0
egypt,"2,190",125,164,5,589,0,"1,437",0 (0%),"1,437",7%,"25,000",0
greece,"2,145",31,99,1,269,0,"1,777",73 (4%),"1,777",5%,"43,417","1,156"
algeria,"1,983",69,313,20,601,10,"1,069",60 (6%),"1,069",16%,"3,359",0
morocco,"1,763",102,126,8,203,26,"1,434",1 (0%),"1,434",7%,"8,952",479
moldova,"1,712",50,35,4,107,13,"1,570",80 (5%),"1,570",2%,"6,271",0
iceland,"1,711",10,8,0,933,44,770,10 (1%),770,0%,"35,253",0
croatia,"1,650",50,25,2,400,27,"1,225",34 (3%),"1,225",2%,"17,790","1,409"
hungary,"1,458",48,109,10,120,2,"1,229",58 (5%),"1,229",7%,"34,819","1,287"
iraq,"1,378",26,78,2,717,77,583,0 (0%),583,6%,"37,791","2,376"
bahrain,"1,361",225,6,0,591,33,764,4 (1%),764,0%,"67,327","3,354"
new-zealand,"1,349",19,5,1,546,75,798,4 (1%),798,0%,"62,827","1,660"
estonia,"1,332",23,28,3,102,4,"1,202",9 (1%),"1,202",2%,"30,764",415
kuwait,"1,300",66,2,1,150,8,"1,148",26 (2%),"1,148",0%,0,0
slovenia,"1,212",7,55,2,152,2,"1,005",34 (3%),"1,005",5%,"35,405",554
azerbaijan,"1,148",50,12,1,289,39,847,25 (3%),847,1%,"66,677",0
kazakhstan,"1,091",140,12,2,138,39,941,21 (2%),941,1%,"69,304",0
lithuania,"1,062",9,24,1,101,4,937,14 (1%),937,2%,"41,503",791
armenia,"1,039",26,14,1,211,14,814,30 (4%),814,1%,"7,631",467
bosnia-and-herzegovina,"1,037",28,39,0,206,13,792,4 (1%),792,4%,"11,612",637
hong-kong,"1,010",5,4,0,397,37,609,13 (2%),609,0%,"96,709",0
uzbekistan,998,133,4,0,85,19,909,8 (1%),909,0%,"70,000",0
north-macedonia,854,26,38,4,44,3,772,15 (2%),772,4%,"8,552",495
cameroon,848,28,12,0,98,0,738,0 (0%),738,1%,0,0
bangladesh,803,182,39,5,42,3,722,1 (0%),722,5%,"11,223","1,570"
