Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,408,039","22,777","83,366","1,607","293,358","32,734","1,031,315","16,473 (2%)","1,031,315",6%,"9,933,508","221,561"
spain,"269,520","1,377","26,920",176,"180,470","2,624","62,130","1,534 (2%)","62,130",10%,"2,467,761",0
russia,"232,243","10,899","2,116",107,"43,512","3,711","186,615","2,300 (1%)","186,615",1%,"5,805,404","168,641"
united-kingdom,"227,610","3,408","32,765",628,937,5,"193,908","1,559 (1%)","193,908",14%,"2,007,146","85,376"
italy,"221,216","1,402","30,911",172,"109,039","2,452","81,266",952 (1%),"81,266",14%,"2,673,655","67,003"
france,"178,225",802,"26,991",348,"57,785","1,061","93,449","2,542 (3%)","93,449",15%,"1,384,633",0
brazil,"177,602","9,271","12,404",885,"72,597","5,213","92,601","8,318 (9%)","92,601",7%,"735,224","395,672"
germany,"173,171",595,"7,738",77,"147,200","1,583","18,233","1,539 (8%)","18,233",4%,"2,755,770",0
turkey,"141,475","1,704","3,894",53,"98,889","3,109","38,692","1,045 (3%)","38,692",3%,"1,440,671","37,351"
iran,"110,767","1,481","6,733",48,"88,357",935,"15,677","2,713 (17%)","15,677",6%,"615,477","14,153"
china,"83,796",1,"4,634",0,"78,999",37,163,10 (6%),163,6%,0,0
india,"74,292","3,524","2,415",121,"24,420","1,871","47,457",0 (0%),"47,457",3%,"1,759,579","85,891"
canada,"72,362","1,155","5,298",184,"34,042","1,048","33,022",502 (2%),"33,022",7%,"1,135,984",0
peru,"72,059","3,237","2,057",96,"23,324",918,"46,678",797 (2%),"46,678",3%,"532,169","19,300"
belgium,"53,779",330,"8,761",54,"13,732",35,"31,286",465 (1%),"31,286",16%,"595,531","10,824"
netherlands,"42,984",196,"5,510",54,0,0,"37,474",463 (1%),"37,474",13%,"270,351","5,195"
saudi-arabia,"42,925","1,911",264,9,"15,257","2,520","27,404",147 (1%),"27,404",1%,"482,374","15,005"
mexico,"36,327","1,305","3,573",108,"23,100",0,"9,654",378 (4%),"9,654",10%,"135,116","4,160"
pakistan,"32,674","1,733",724,57,"8,555",343,"23,395",111 (0%),"23,395",2%,"305,851","10,957"
chile,"31,721","1,658",335,12,"14,125",520,"17,261",494 (3%),"17,261",1%,"303,340","9,283"
ecuador,"30,419",910,"2,327",182,"3,433",0,"24,659",181 (1%),"24,659",8%,"85,223",936
switzerland,"30,380",36,"1,867",22,"26,800",0,"1,713",89 (5%),"1,713",6%,"316,852","4,039"
portugal,"27,913",234,"1,163",19,"3,013",464,"23,737",113 (0%),"23,737",4%,"553,855","36,195"
sweden,"27,272",602,"3,313",57,"4,971",0,"18,988",360 (2%),"18,988",12%,"177,500","29,000"
qatar,"25,149","1,526",14,0,"3,019",179,"22,116",72 (0%),"22,116",0%,"135,294","4,250"
belarus,"24,873",967,142,7,"6,974",443,"17,757",92 (1%),"17,757",1%,"284,445","10,385"
singapore,"24,671",849,21,0,"3,851",626,"20,799",20 (0%),"20,799",0%,"175,604",0
ireland,"23,242",107,"1,488",21,"17,110",0,"4,644",72 (2%),"4,644",6%,"258,808","44,047"
united-arab-emirates,"19,661",783,203,2,"6,012",631,"13,446",1 (0%),"13,446",1%,"1,500,000","300,000"
poland,"16,921",595,839,28,"6,131",315,"9,951",160 (2%),"9,951",5%,"507,778","16,562"
bangladesh,"16,660",969,250,11,"3,147",245,"13,263",1 (0%),"13,263",2%,"136,638","6,773"
israel,"16,529",23,260,2,"12,083",240,"4,186",67 (2%),"4,186",2%,"469,800","3,248"
ukraine,"16,023",375,425,17,"3,373",85,"12,225",211 (2%),"12,225",3%,"187,307","5,755"
austria,"15,961",79,623,3,"14,148",87,"1,190",59 (5%),"1,190",4%,"329,314","9,830"
japan,"15,847",70,633,9,"8,293",166,"6,921",267 (4%),"6,921",4%,"218,204","3,948"
romania,"15,778",190,"1,002",20,"7,685",440,"7,091",238 (3%),"7,091",6%,"269,183","6,964"
indonesia,"14,749",484,"1,007",16,"3,063",182,"10,679",0 (0%),"10,679",7%,"165,128","3,777"
colombia,"12,272",659,493,14,"2,971",146,"8,808",130 (1%),"8,808",4%,"151,396",0
south-africa,"11,350",698,206,0,"4,357",0,"6,787",77 (1%),"6,787",2%,"369,697","13,630"
philippines,"11,350",264,751,25,"2,106",107,"8,493",31 (0%),"8,493",7%,"181,668","8,524"
south-korea,"10,936",27,258,2,"9,670",38,"1,008",55 (5%),"1,008",2%,"680,890","12,398"
dominican-republic,"10,900",266,402,9,"3,221",351,"7,277",131 (2%),"7,277",4%,"42,615",0
denmark,"10,778",78,527,0,"8,767",252,"1,484",43 (3%),"1,484",5%,"334,260","7,700"
kuwait,"10,277",991,75,10,"3,101",194,"7,101",158 (2%),"7,101",1%,"196,397",0
serbia,"10,243",67,220,2,"3,600",310,"6,423",23 (0%),"6,423",2%,"151,304","5,700"
egypt,"10,093",347,544,11,"2,326",154,"7,223",41 (1%),"7,223",5%,"90,000",0
panama,"8,616",168,249,5,"4,687",0,"3,680",87 (2%),"3,680",3%,"43,663","1,006"
czechia,"8,198",22,283,1,"4,865",154,"3,050",42 (1%),"3,050",3%,"314,138","7,729"
norway,"8,157",25,228,4,32,0,"7,897",23 (0%),"7,897",3%,"205,239","2,488"
australia,"6,964",16,97,0,"6,229",50,638,16 (3%),638,1%,"877,927","22,808"
malaysia,"6,742",16,109,0,"5,223",110,"1,410",16 (1%),"1,410",2%,"271,721",0
argentina,"6,563",285,319,5,"1,862",25,"4,382",170 (4%),"4,382",5%,"87,547","2,389"
morocco,"6,418",137,188,0,"2,991",180,"3,239",1 (0%),"3,239",3%,"71,815","2,835"
algeria,"6,067",176,515,8,"2,998",157,"2,554",22 (1%),"2,554",8%,"6,500",0
finland,"6,003",19,275,4,"4,300",300,"1,428",34 (2%),"1,428",5%,"126,500","3,200"
bahrain,"5,531",295,9,1,"2,192",40,"3,330",5 (0%),"3,330",0%,"197,898","8,724"
kazakhstan,"5,279",72,32,0,"2,108",34,"3,139",31 (1%),"3,139",1%,"422,011","13,298"
moldova,"5,154",159,182,7,"2,069",89,"2,903",251 (9%),"2,903",4%,"20,447",0
ghana,"5,127",427,22,0,494,0,"4,611",5 (0%),"4,611",0%,"162,184","1,683"
afghanistan,"4,963",276,127,5,610,52,"4,226",7 (0%),"4,226",3%,"18,098","2,538"
nigeria,"4,787",146,158,8,959,57,"3,670",7 (0%),"3,670",3%,"28,418","1,340"
luxembourg,"3,894",6,102,1,"3,610",8,182,22 (12%),182,3%,"56,394",979
oman,"3,721",148,17,0,"1,250",0,"2,454",27 (1%),"2,454",0%,"50,000",0
armenia,"3,538",146,47,1,"1,430",71,"2,061",10 (0%),"2,061",1%,"33,313",752
hungary,"3,313",29,425,4,"1,007",49,"1,881",45 (2%),"1,881",13%,"114,719","2,554"
thailand,"3,017",2,56,0,"2,798",2,163,61 (37%),163,2%,"227,860",0
iraq,"2,913",95,112,2,"1,903",113,898,0 (0%),898,4%,"132,457","2,756"
bolivia,"2,831",275,122,4,299,26,"2,410",3 (0%),"2,410",4%,"7,651",0
greece,"2,744",18,152,1,"1,374",0,"1,218",32 (3%),"1,218",6%,"106,054","6,691"
azerbaijan,"2,693",104,33,1,"1,680",0,980,28 (3%),980,1%,"202,282","8,871"
cameroon,"2,689",110,125,11,"1,524",59,"1,040",28 (3%),"1,040",5%,0,0
uzbekistan,"2,519",33,10,0,"2,010",22,499,8 (2%),499,0%,"325,000",0
guinea,"2,298",152,11,0,816,102,"1,471",0 (0%),"1,471",0%,0,0
croatia,"2,207",11,91,0,"1,808",24,308,11 (4%),308,4%,"47,480","2,594"
bosnia-and-herzegovina,"2,158",17,117,4,"1,168",54,873,4 (0%),873,5%,"43,451","1,133"
honduras,"2,100",128,116,8,206,3,"1,778",10 (1%),"1,778",6%,"5,653",0
bulgaria,"2,023",33,95,2,476,15,"1,452",51 (4%),"1,452",5%,"58,713","1,079"
senegal,"1,995",109,19,0,742,27,"1,234",6 (0%),"1,234",1%,"18,969",0
ivory-coast,"1,857",127,21,0,820,2,"1,016",0 (0%),"1,016",1%,"14,618",955
cuba,"1,804",21,78,1,"1,277",48,449,4 (1%),449,4%,"71,157","1,975"
iceland,"1,801",0,10,0,"1,773",0,18,0 (0%),18,1%,"54,195",0
estonia,"1,746",5,61,0,777,26,908,5 (1%),908,3%,"64,975","1,011"
north-macedonia,"1,674",10,92,1,"1,205",5,377,21 (6%),377,6%,"19,430",189
sudan,"1,661",135,80,6,173,11,"1,408",0 (0%),"1,408",5%,0,0
new-zealand,"1,497",3,21,0,"1,386",15,90,2 (2%),90,1%,"194,191","3,865"
lithuania,"1,491",6,50,0,850,17,591,17 (3%),591,3%,"192,386","5,821"
slovakia,"1,465",8,27,1,983,24,455,6 (1%),455,2%,"122,708","2,063"
slovenia,"1,461",1,102,0,259,3,"1,100",9 (1%),"1,100",7%,"64,547","1,182"
djibouti,"1,256",29,3,0,886,14,367,0 (0%),367,0%,"16,093",303
somalia,"1,170",81,52,0,126,5,992,2 (0%),992,4%,0,0
guatemala,"1,114",62,26,0,111,1,977,5 (1%),977,2%,"7,200",0
congo-kinshasa,"1,102",78,44,3,146,5,912,0 (0%),912,4%,0,0
mayotte,"1,095",72,12,1,492,0,591,9 (2%),591,1%,"4,000",0
hong-kong,"1,048",0,4,0,985,3,59,1 (2%),59,0%,"168,291",0
kyrgyzstan,"1,037",21,12,0,709,21,316,13 (4%),316,1%,"59,490",0
tunisia,"1,032",0,45,0,700,40,287,11 (4%),287,4%,"32,818","3,521"
el-salvador,998,40,19,1,349,24,630,15 (2%),630,2%,"44,926","1,883"
latvia,950,4,18,0,627,163,305,2 (1%),305,2%,"79,047","1,900"
kosovo,919,35,29,1,671,16,219,0 (0%),219,3%,0,0
maldives,904,7,3,0,29,0,872,2 (0%),872,0%,"11,775",0
cyprus,903,2,16,0,449,48,438,10 (2%),438,2%,"78,338","2,199"
sri-lanka,889,26,9,0,366,23,514,1 (0%),514,1%,"37,662","1,057"
albania,876,4,31,0,682,28,163,1 (1%),163,4%,"10,802",243
lebanon,870,11,26,0,234,0,610,3 (0%),610,3%,"53,269","1,538"
gabon,863,61,9,0,137,10,717,1 (0%),717,1%,"5,530","4,806"
niger,854,22,47,1,648,11,159,0 (0%),159,6%,"5,642",44
costa-rica,804,3,7,0,520,3,277,6 (2%),277,1%,"17,470",171
guinea-bissau,761,35,3,0,26,0,732,0 (0%),732,0%,"1,500",0
burkina-faso,760,9,50,1,584,7,126,0 (0%),126,7%,0,0
andorra,758,3,48,0,568,18,142,3 (2%),142,6%,"1,673",0
paraguay,737,13,10,0,173,3,554,0 (0%),554,1%,"16,917",762
mali,730,18,40,1,398,21,292,0 (0%),292,5%,"2,498",326
tajikistan,729,68,21,0,0,0,708,0 (0%),708,3%,0,0
uruguay,717,6,19,0,532,9,166,8 (5%),166,3%,"29,500",803
kenya,715,15,36,3,259,8,420,1 (0%),420,5%,"32,938",0
cruise-ship,712,0,13,0,651,0,48,4 (8%),48,2%,0,0
georgia,642,4,11,0,349,32,282,6 (2%),282,2%,"31,952","2,216"
san-marino,638,10,41,0,161,31,436,2 (0%),436,6%,"3,121",136
jordan,576,14,9,0,390,0,177,5 (3%),177,2%,"123,600","4,340"
channel-islands,547,1,42,1,455,3,50,0 (0%),50,8%,"5,342",0
tanzania,509,0,21,0,183,0,305,7 (2%),305,4%,0,0
malta,506,3,5,0,434,0,67,1 (1%),67,1%,"44,656","1,259"
jamaica,505,3,9,0,90,0,406,0 (0%),406,2%,"7,271",170
zambia,441,174,7,0,117,0,317,1 (0%),317,2%,"10,270",0
taiwan,440,0,7,1,368,2,65,0 (0%),65,2%,"67,400",267
equatorial-guinea,439,0,4,0,13,0,422,0 (0%),422,1%,854,0
réunion,436,0,0,0,354,0,82,5 (6%),82,0%,"17,200",0
venezuela,423,9,10,0,220,27,193,2 (1%),193,2%,"525,902","13,721"
palestine,375,0,2,0,301,38,72,0 (0%),72,1%,"34,511",0
west-bank-and-gaza,375,0,2,0,301,38,72,0 (0%),72,1%,0,0
chad,357,35,40,9,76,23,241,0 (0%),241,11%,0,0
sierra-leone,338,31,19,1,72,5,247,0 (0%),247,6%,0,0
congo-brazzaville,333,59,11,1,53,20,269,0 (0%),269,3%,0,0
mauritius,332,0,10,0,322,2,0,0 (nan%),0,3%,"69,773",0
isle-of-man,331,1,23,0,272,1,36,21 (58%),36,7%,"3,853",80
benin,327,8,2,0,76,14,249,0 (0%),249,1%,"25,015","2,207"
montenegro,324,0,9,0,294,4,21,2 (10%),21,3%,"7,816",0
vietnam,288,0,0,0,249,8,39,2 (5%),39,0%,"261,004",0
rwanda,286,1,0,0,153,3,133,0 (0%),133,0%,"43,379",574
cabo-verde,267,7,2,0,58,0,207,0 (0%),207,1%,791,0
ethiopia,261,11,5,0,106,1,150,0 (0%),150,2%,"39,048","2,424"
nepal,217,83,0,0,33,0,184,0 (0%),184,0%,"76,424",57
liberia,211,12,20,0,85,6,106,0 (0%),106,9%,0,0
haiti,209,27,16,1,17,0,176,0 (0%),176,8%,"1,296",0
sao-tome-and-principe,208,0,5,0,4,0,199,0 (0%),199,2%,175,0
togo,199,18,11,0,92,3,96,0 (0%),96,6%,"11,041",480
martinique,187,1,14,0,83,0,90,4 (4%),90,7%,0,0
faroe-islands,187,0,0,0,187,0,0,0 (nan%),0,0%,"8,450",0
madagascar,186,0,0,0,101,0,85,1 (1%),85,0%,"3,968",0
eswatini,184,9,2,0,28,0,154,0 (0%),154,1%,"2,262","1,548"
myanmar,180,0,6,0,74,2,100,0 (0%),100,3%,"11,482",260
burma,180,0,6,0,74,2,100,0 (0%),100,3%,0,0
south-sudan,156,36,0,0,2,0,154,0 (0%),154,0%,"1,247",0
guadeloupe,154,0,13,0,104,0,37,4 (11%),37,8%,0,0
gibraltar,148,1,0,0,144,1,4,0 (0%),4,0%,"4,352",197
french-guiana,144,0,1,0,122,0,21,0 (0%),21,1%,0,0
car,143,0,0,0,10,0,133,0 (0%),133,0%,"3,498",0
central-african-republic,143,0,0,0,10,0,133,0 (0%),133,0%,0,0
brunei,141,0,1,0,134,0,6,2 (33%),6,1%,"16,037",139
uganda,129,8,0,0,55,0,74,0 (0%),74,0%,"61,460","2,854"
cambodia,122,0,0,0,120,0,2,1 (50%),2,0%,"14,094",646
bermuda,121,2,8,0,66,0,47,2 (4%),47,7%,"4,642",153
trinidad-and-tobago,116,0,8,0,107,0,1,0 (0%),1,7%,"2,320",13
guyana,113,4,10,0,36,0,67,6 (9%),67,9%,986,56
mozambique,104,1,0,0,34,0,70,0 (0%),70,0%,"4,365",192
aruba,101,0,3,0,89,0,9,4 (44%),9,3%,"1,874",0
