Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,507,798","1,483","90,113",573,"339,232",289,"1,078,453","16,248 (2%)","1,078,453",6%,"11,952,481","121,438"
russia,"281,752","9,709","2,631",94,"67,373","4,207","211,748","2,300 (1%)","211,748",1%,"6,900,000","243,660"
spain,"277,719","1,214","27,650",87,"195,945","3,692","54,124","1,208 (2%)","54,124",10%,"3,037,840",0
united-kingdom,"240,715","3,455","34,509",468,458,1,"205,748","1,559 (1%)","205,748",14%,"2,489,563","136,485"
brazil,"233,511",369,"15,662",29,"89,672",0,"128,177","8,318 (6%)","128,177",7%,"735,224",0
italy,"224,760",875,"31,763",153,"122,810","2,605","70,187",775 (1%),"70,187",14%,"2,944,859","69,179"
france,"179,365",0,"27,625",96,"61,066",618,"90,674","2,132 (2%)","90,674",15%,"1,384,633",0
germany,"176,244",0,"8,027",0,"153,400",800,"14,817","1,203 (8%)","14,817",5%,"3,147,771",0
turkey,"148,067","1,610","4,096",41,"108,137","2,004","35,834",906 (3%),"35,834",3%,"1,589,625","42,236"
iran,"118,392","1,757","6,937",35,"93,147","1,311","18,308","2,716 (15%)","18,308",6%,"672,679","14,075"
india,"91,314",666,"2,897",26,"34,581",357,"53,836",0 (0%),"53,836",3%,"2,227,642","93,365"
peru,"88,541","4,046","2,523",131,"28,272","1,125","57,746",840 (1%),"57,746",3%,"630,482","25,099"
china,"82,947",6,"4,633",0,"78,227",8,87,10 (11%),87,6%,0,0
canada,"76,480",5,"5,789",1,"37,819",0,"32,872",502 (2%),"32,872",8%,"1,265,502",0
belgium,"55,280",291,"9,052",47,"14,630",170,"31,598",371 (1%),"31,598",16%,"682,980","19,225"
saudi-arabia,"52,016","2,840",302,10,"23,666","1,797","28,048",166 (1%),"28,048",1%,"548,023","17,758"
mexico,"47,144","2,112","5,045",278,"31,848","1,397","10,251",378 (4%),"10,251",11%,"163,691",0
netherlands,"43,870",189,"5,670",27,0,0,"38,200",346 (1%),"38,200",13%,"287,943",0
