Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,526,842","20,527","90,973","1,433","344,945","6,002","1,090,924","16,353 (1%)","1,090,924",6%,"11,787,381",0
russia,"281,752","9,709","2,631",94,"67,373","4,207","211,748","2,300 (1%)","211,748",1%,"6,916,088","259,748"
spain,"277,719","1,214","27,650",87,"195,945","3,692","54,124","1,152 (2%)","54,124",10%,"3,037,840",0
united-kingdom,"244,249","3,534","34,679",170,458,0,"209,112","1,559 (1%)","209,112",14%,"2,580,769","91,206"
brazil,"241,080","7,938","16,118",485,"94,122","4,450","130,840","8,318 (6%)","130,840",7%,"735,224",0
italy,"225,435",675,"31,908",145,"125,176","2,366","68,351",762 (1%),"68,351",14%,"3,004,960","60,101"
france,"179,569",204,"28,108",483,"61,213",147,"90,248","2,087 (2%)","90,248",16%,"1,384,633",0
germany,"176,651",404,"8,049",22,"154,011","1,411","14,591","1,166 (8%)","14,591",5%,"3,147,771",0
turkey,"149,435","1,368","4,140",44,"109,962","1,825","35,333",914 (3%),"35,333",3%,"1,624,994","35,369"
iran,"120,198","1,806","6,988",51,"94,464","1,317","18,746","2,705 (14%)","18,746",6%,"686,935","14,256"
india,"95,698","5,050","3,025",154,"36,795","2,571","55,878",0 (0%),"55,878",3%,"2,227,642","93,365"
peru,"92,273","3,732","2,648",125,"28,621",349,"61,004",850 (1%),"61,004",3%,"650,613","20,131"
china,"82,947",6,"4,633",0,"78,227",8,87,10 (11%),87,6%,0,0
canada,"77,603","1,128","5,892",104,"38,550",731,"33,161",502 (2%),"33,161",8%,"1,355,665","90,163"
belgium,"55,280",291,"9,052",47,"14,630",170,"31,598",371 (1%),"31,598",16%,"682,980","19,225"
saudi-arabia,"54,752","2,736",312,10,"25,722","2,056","28,718",202 (1%),"28,718",1%,"586,405","38,382"
mexico,"47,144","2,112","5,045",278,"31,848","1,397","10,251",378 (4%),"10,251",11%,"163,691",0
netherlands,"43,995",125,"5,680",10,0,0,"38,315",349 (1%),"38,315",13%,"287,943",0
chile,"43,781","2,353",450,29,"19,213","1,199","24,118",769 (3%),"24,118",1%,"363,496","13,171"
pakistan,"40,151","1,352",873,39,"11,341",461,"27,937",111 (0%),"27,937",2%,"373,410","14,146"
ecuador,"33,182",419,"2,736",48,"3,433",0,"27,013",189 (1%),"27,013",8%,"95,047","1,703"
qatar,"32,604","1,632",15,0,"4,370",582,"28,219",165 (1%),"28,219",0%,"157,570","4,866"
switzerland,"30,587",15,"1,881",2,"27,500",100,"1,206",69 (6%),"1,206",6%,"343,359","3,995"
