Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"738,923","1,058","39,085",123,"68,285",632,"631,553","13,551 (2%)","631,553",5%,"3,722,209","4,143"
spain,"195,944","1,528","20,639",0,"77,357","2,560","97,948","7,371 (8%)","97,948",11%,"930,230",0
italy,"175,925","3,491","23,227",482,"44,927","2,200","107,771","2,733 (3%)","107,771",13%,"1,305,833","61,725"
france,"151,793","3,824","19,323",642,"35,983","1,563","96,487","5,833 (6%)","96,487",13%,"463,662",0
germany,"143,724",249,"4,538",61,"88,000","2,600","51,186","2,922 (6%)","51,186",3%,"1,728,357",0
united-kingdom,"115,277",3,"15,497",0,406,0,"99,374","1,559 (2%)","99,374",13%,"460,437",0
china,"83,740",17,"4,636",0,"77,611",33,"1,493",85 (6%),"1,493",6%,0,0
turkey,"82,329","3,783","1,890",121,"10,453","1,822","69,986","1,894 (3%)","69,986",2%,"598,933","40,520"
iran,"80,868","1,374","5,031",73,"55,987","1,923","19,850","3,513 (18%)","19,850",6%,"330,137","10,258"
russia,"42,853","6,060",361,48,"3,291",234,"39,201",8 (0%),"39,201",1%,"1,940,000","108,108"
belgium,"38,496","1,313","5,683",230,"8,757",409,"24,056","1,081 (4%)","24,056",15%,"153,778","7,781"
brazil,"36,925",203,"2,372",11,"14,026",0,"20,527","6,634 (32%)","20,527",6%,"62,985",0
canada,"34,333",30,"1,520",50,"11,207",0,"21,606",557 (3%),"21,606",4%,"516,216",0
netherlands,"31,749","1,147","3,612",142,306,1,"27,831","1,279 (5%)","27,831",11%,"154,911",0
switzerland,"27,404",326,"1,368",41,"17,100",700,"8,936",386 (4%),"8,936",5%,"216,400","10,000"
portugal,"19,685",663,687,30,610,91,"18,388",228 (1%),"18,388",3%,"235,878","14,829"
india,"16,365",643,521,0,"2,466",3,"13,378",0 (0%),"13,378",3%,"372,123","37,000"
ireland,"14,758",778,571,41,77,0,"14,110",294 (2%),"14,110",4%,"90,646",0
austria,"14,675",4,443,0,"10,501",287,"3,731",204 (5%),"3,731",3%,"179,243","3,311"
peru,"14,420",931,348,48,"6,684",143,"7,388",117 (2%),"7,388",2%,"135,895","8,382"
sweden,"13,822",606,"1,511",111,550,0,"11,761","1,054 (9%)","11,761",11%,"74,600",0
israel,"13,362",97,171,7,"3,564",108,"9,627",156 (2%),"9,627",1%,"187,250",0
south-korea,"10,661",8,234,2,"8,042",105,"2,385",55 (2%),"2,385",2%,"559,109","12,646"
japan,"10,296",509,222,32,"1,069",134,"9,005",221 (2%),"9,005",2%,"111,325","10,622"
chile,"9,730",478,126,10,"4,035",414,"5,569",360 (6%),"5,569",1%,"108,891","5,018"
poland,"9,082",340,350,3,"1,040",59,"7,692",160 (2%),"7,692",4%,"192,960",0
ecuador,"9,022",572,456,35,"1,008",170,"7,558",168 (2%),"7,558",5%,"30,922","3,054"
romania,"8,746",328,434,13,"1,892",162,"6,420",256 (4%),"6,420",5%,"93,611","2,620"
saudi-arabia,"8,274","1,132",92,5,"1,329",280,"6,853",78 (1%),"6,853",1%,"150,000",0
pakistan,"7,993",355,159,16,"1,868",36,"5,966",46 (1%),"5,966",2%,"98,522","5,974"
mexico,"7,497",622,650,104,"2,627",502,"4,220",207 (5%),"4,220",9%,"49,167",802
denmark,"7,427",1,346,0,"4,023",3,"3,058",76 (2%),"3,058",5%,"91,437",0
norway,"7,069",33,164,0,32,0,"6,873",63 (1%),"6,873",2%,"139,668",0
united-arab-emirates,"6,781",479,41,4,"1,286",98,"5,454",1 (0%),"5,454",1%,"767,000",0
czechia,"6,657",51,181,0,"1,235",8,"5,241",84 (2%),"5,241",3%,"168,096","5,563"
australia,"6,606",20,70,0,"4,230",63,"2,306",48 (2%),"2,306",1%,"420,996","14,486"
singapore,"6,588",596,11,0,740,0,"5,837",23 (0%),"5,837",0%,"94,796",0
indonesia,"6,575",327,582,47,686,55,"5,307",0 (0%),"5,307",9%,"42,219","2,797"
philippines,"6,259",172,409,12,572,56,"5,278",1 (0%),"5,278",7%,"59,928","3,880"
serbia,"5,994",304,117,7,637,103,"5,240",126 (2%),"5,240",2%,"36,028","3,462"
ukraine,"5,449",343,141,8,347,72,"4,961",45 (1%),"4,961",3%,"57,111","4,577"
malaysia,"5,389",84,89,1,"3,197",95,"2,103",46 (2%),"2,103",2%,"100,794",0
qatar,"5,008",345,8,1,510,46,"4,490",37 (1%),"4,490",0%,"60,139","1,811"
belarus,"4,779",0,45,3,342,0,"4,392",65 (1%),"4,392",1%,"86,813",0
dominican-republic,"4,335",209,217,17,312,44,"3,806",146 (4%),"3,806",5%,"14,373","1,091"
panama,"4,273",63,120,4,140,18,"4,013",96 (2%),"4,013",3%,"19,091",532
finland,"3,783",102,90,0,"1,700",0,"1,993",70 (4%),"1,993",2%,"56,839","1,239"
colombia,"3,621",182,166,13,691,57,"2,764",98 (4%),"2,764",5%,"59,002","6,917"
luxembourg,"3,537",57,72,0,601,22,"2,864",32 (1%),"2,864",2%,"33,252",858
south-africa,"3,034",251,52,2,903,0,"2,079",36 (2%),"2,079",2%,"108,021","7,194"
egypt,"3,032",188,224,19,701,55,"2,107",0 (0%),"2,107",7%,"55,000","30,000"
argentina,"2,839",170,132,9,685,19,"2,022",127 (6%),"2,022",5%,"30,942","2,292"
thailand,"2,765",32,47,0,"1,928",141,790,61 (8%),790,2%,"100,498",0
morocco,"2,685",121,137,2,314,33,"2,234",1 (0%),"2,234",5%,"13,689",737
algeria,"2,534",116,367,3,894,48,"1,273",60 (5%),"1,273",14%,"3,359",0
bangladesh,"2,456",312,91,7,75,9,"2,290",1 (0%),"2,290",4%,"23,941","2,634"
moldova,"2,378",114,57,1,391,115,"1,930",80 (4%),"1,930",2%,"9,848",0
greece,"2,235",11,110,2,269,0,"1,856",67 (4%),"1,856",5%,"53,290","2,519"
hungary,"1,916",82,189,17,250,19,"1,477",61 (4%),"1,477",10%,"46,353","2,452"
kuwait,"1,915",164,7,1,305,25,"1,603",38 (2%),"1,603",0%,0,0
croatia,"1,832",18,39,3,615,15,"1,178",27 (2%),"1,178",2%,"21,647",694
bahrain,"1,773",33,7,0,755,30,"1,011",3 (0%),"1,011",0%,"82,568","3,004"
iceland,"1,760",6,9,0,"1,291",67,460,3 (1%),460,1%,"41,091","1,555"
kazakhstan,"1,661",46,17,0,382,5,"1,262",22 (2%),"1,262",1%,"100,878",0
estonia,"1,528",16,40,2,164,2,"1,324",10 (1%),"1,324",3%,"40,333",728
iraq,"1,513",31,82,1,953,47,478,0 (0%),478,5%,"53,955","2,218"
uzbekistan,"1,495",5,5,0,194,0,"1,296",8 (1%),"1,296",0%,"136,000",0
new-zealand,"1,431",9,12,1,912,45,507,18 (4%),507,1%,"83,224","4,146"
azerbaijan,"1,373",33,18,3,590,62,765,21 (3%),765,1%,"86,607",0
slovenia,"1,317",13,70,4,190,16,"1,057",27 (3%),"1,057",5%,"40,580","1,250"
lithuania,"1,298",59,33,0,242,14,"1,023",14 (1%),"1,023",3%,"64,035","5,219"
armenia,"1,291",43,20,0,545,22,726,30 (4%),726,2%,"12,680",884
bosnia-and-herzegovina,"1,268",54,47,1,338,18,883,4 (0%),883,4%,"16,868","1,117"
oman,"1,266",86,6,0,233,57,"1,027",3 (0%),"1,027",0%,0,0
north-macedonia,"1,170",53,49,0,164,25,957,15 (2%),957,4%,"11,556",697
slovakia,"1,161",72,12,1,229,16,920,10 (1%),920,1%,"44,276","3,323"
hong-kong,"1,026",2,4,0,602,34,420,8 (2%),420,0%,"131,786",0
cameroon,"1,017",21,22,0,177,13,818,0 (0%),818,2%,0,0
afghanistan,993,60,32,2,131,19,830,0 (0%),830,3%,0,0
cuba,986,63,32,1,227,35,727,15 (2%),727,3%,"25,309","1,992"
bulgaria,884,6,42,1,161,8,681,35 (5%),681,5%,"26,417",0
tunisia,866,2,37,0,43,0,786,33 (4%),786,4%,"14,640",0
ghana,834,193,9,1,99,16,726,4 (1%),726,1%,"60,916","10,197"
ivory-coast,801,113,8,2,239,46,554,0 (0%),554,1%,0,0
