Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,666,736","22,090","98,673","1,038","446,866","49,555","1,121,197","17,125 (2%)","1,121,197",6%,"14,363,279","480,631"
brazil,"347,398","16,508","22,013",965,"142,587","7,157","182,798","8,318 (5%)","182,798",6%,"735,224",0
russia,"335,882","9,434","3,388",139,"107,936","8,111","224,558","2,300 (1%)","224,558",1%,"8,402,747","276,121"
spain,"282,370",466,"28,678",50,"196,958",0,"56,734","1,152 (2%)","56,734",10%,"3,037,840",0
united-kingdom,"257,154","2,959","36,675",282,0,0,"220,479","1,559 (1%)","220,479",14%,"3,348,507","116,586"
italy,"229,327",669,"32,735",119,"138,840","2,120","57,752",572 (1%),"57,752",14%,"3,391,188","72,410"
france,"182,469",250,"28,332",43,"64,547",338,"89,590","1,665 (2%)","89,590",16%,"1,384,633",0
germany,"179,986",273,"8,366",14,"159,900",900,"11,720",919 (8%),"11,720",5%,"3,595,059",0
turkey,"155,686","1,186","4,308",32,"117,602","1,491","33,776",775 (2%),"33,776",3%,"1,807,673","40,178"
iran,"133,521","1,869","7,359",59,"104,072","1,796","22,090","2,633 (12%)","22,090",6%,"781,286","17,373"
india,"131,423","6,629","3,868",142,"54,385","2,561","73,170","8,944 (12%)","73,170",3%,"2,834,798","115,364"
peru,"115,754","4,056","3,373",129,"47,915","3,067","64,466",909 (1%),"64,466",3%,"788,341","37,815"
canada,"83,621","1,035","6,355",14,"43,305",711,"33,961",502 (1%),"33,961",8%,"1,420,505","15,297"
china,"82,971",4,"4,634",0,"78,255",6,82,8 (10%),82,6%,0,0
saudi-arabia,"70,161","2,442",379,15,"41,236","2,233","28,546",339 (1%),"28,546",1%,"684,615","17,558"
chile,"65,393","3,536",673,43,"26,546","1,204","38,174","1,062 (3%)","38,174",1%,"457,332","15,239"
mexico,"62,527","2,960","6,989",479,"42,725","2,068","12,813",378 (3%),"12,813",11%,"201,838",0
belgium,"56,810",299,"9,237",25,"15,155",32,"32,418",259 (1%),"32,418",16%,"768,706","11,378"
pakistan,"52,437","1,743","1,101",34,"16,653","1,452","34,683",111 (0%),"34,683",2%,"460,692","14,705"
netherlands,"45,064",176,"5,811",23,0,0,"39,253",227 (1%),"39,253",13%,"313,755",0
qatar,"42,213","1,732",21,2,"8,513",620,"33,679",177 (1%),"33,679",0%,"184,794","4,152"
ecuador,"36,258",430,"3,096",40,"3,557",0,"29,605",208 (1%),"29,605",9%,"105,462","1,132"
belarus,"35,244",941,194,4,"13,528",695,"21,522",92 (0%),"21,522",1%,"434,618","15,614"
sweden,"33,188",379,"3,992",67,"4,971",0,"24,225",265 (1%),"24,225",12%,"209,900",0
bangladesh,"32,078","1,873",452,20,"6,486",296,"25,140",1 (0%),"25,140",1%,"234,675","10,834"
singapore,"31,068",642,23,0,"13,882",887,"17,163",8 (0%),"17,163",0%,"294,414",0
switzerland,"30,725",18,"1,905",2,"28,000",100,820,51 (6%),820,6%,"367,037","2,716"
