Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,549,357","22,005","91,915",942,"354,340","9,388","1,103,102","16,857 (2%)","1,103,102",6%,"12,255,697","423,427"
russia,"290,678","8,926","2,722",91,"70,209","2,836","217,747","2,300 (1%)","217,747",1%,"7,147,014","230,926"
spain,"278,188",469,"27,709",59,"196,958","1,013","53,521","1,152 (2%)","53,521",10%,"3,037,840",0
brazil,"254,220","13,140","16,792",674,"100,459","6,337","136,969","8,318 (6%)","136,969",7%,"735,224",0
united-kingdom,"246,960","2,711","34,839",160,458,0,"211,663","1,559 (1%)","211,663",14%,"2,682,716","101,947"
italy,"225,886",451,"32,007",99,"127,326","2,150","66,553",749 (1%),"66,553",14%,"3,041,366","36,406"
france,"179,927",358,"28,239",131,"61,728",515,"89,960","1,998 (2%)","89,960",16%,"1,384,633",0
germany,"177,289",638,"8,123",74,"155,041","1,030","14,125","1,133 (8%)","14,125",5%,"3,147,771",0
turkey,"150,593","1,158","4,171",31,"111,577","1,615","34,845",903 (3%),"34,845",3%,"1,650,135","25,141"
iran,"122,492","2,294","7,057",69,"95,661","1,197","19,774","2,294 (12%)","19,774",6%,"701,640","14,705"
india,"100,340","4,642","3,156",131,"39,233","2,438","57,951",0 (0%),"57,951",3%,"2,302,792","75,150"
peru,"94,933","2,660","2,789",141,"30,306","1,685","61,838",866 (1%),"61,838",3%,"661,132","10,519"
china,"82,954",7,"4,634",1,"78,238",11,82,8 (10%),82,6%,0,0
canada,"78,684","1,081","5,949",57,"39,228",678,"33,507",502 (1%),"33,507",8%,"1,312,613",0
saudi-arabia,"57,345","2,593",320,8,"28,748","3,026","28,277",237 (1%),"28,277",1%,"601,954","15,549"
belgium,"55,559",279,"9,080",28,"14,657",27,"31,822",342 (1%),"31,822",16%,"696,840","13,860"
mexico,"49,219","2,075","5,177",132,"33,329","1,481","10,713",378 (4%),"10,713",11%,"172,294","8,603"
chile,"46,059","2,278",478,28,"20,165",952,"25,416",807 (3%),"25,416",1%,"381,011","17,515"
netherlands,"44,141",146,"5,694",14,0,0,"38,447",323 (1%),"38,447",13%,"297,347","9,404"
pakistan,"42,125","1,974",903,30,"11,922",581,"29,300",111 (0%),"29,300",2%,"387,335","13,925"
qatar,"33,969","1,365",15,0,"4,899",529,"29,055",172 (1%),"29,055",0%,"161,695","4,125"
ecuador,"33,582",400,"2,799",63,"3,433",0,"27,350",186 (1%),"27,350",8%,"96,536","1,489"
switzerland,"30,597",10,"1,886",5,"27,600",100,"1,111",57 (5%),"1,111",6%,"345,760","2,401"
