Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,292,879",735,"76,942",34,"217,251",388,"998,686","16,995 (2%)","998,686",6%,"8,314,419","21,663"
spain,"256,855","3,173","26,070",213,"163,919","4,560","66,866","2,075 (3%)","66,866",10%,"1,932,455",0
italy,"215,858","1,401","29,958",274,"96,276","3,031","89,624","1,311 (1%)","89,624",14%,"2,381,288","70,359"
united-kingdom,"207,851","5,619","30,685",539,901,34,"176,265","1,559 (1%)","176,265",15%,"1,534,533","86,523"
russia,"187,859","10,699","1,723",98,"26,608","2,805","159,528","2,300 (1%)","159,528",1%,"4,980,000","176,808"
france,"174,791",600,"25,987",178,"55,027","1,055","93,777","2,961 (3%)","93,777",15%,"1,384,633","284,405"
germany,"169,430","1,268","7,392",117,"139,900","2,204","22,138","1,823 (8%)","22,138",4%,"2,755,770",0
brazil,"135,773",667,"9,190",44,"55,350",0,"71,233","8,318 (12%)","71,233",7%,"339,552",0
turkey,"133,721","1,977","3,641",57,"82,984","4,782","47,096","1,260 (3%)","47,096",3%,"1,265,119","30,395"
iran,"103,135","1,485","6,486",68,"82,744","1,157","13,905","2,728 (20%)","13,905",6%,"544,702","13,427"
china,"83,761",2,"4,634",0,"78,770",33,357,18 (5%),357,6%,0,0
canada,"66,144",33,"4,540",2,"28,972",0,"32,632",502 (2%),"32,632",7%,"1,005,294","31,736"
peru,"58,526","3,709","1,627",94,"18,388",861,"38,511",722 (2%),"38,511",3%,"448,020","18,562"
india,"56,516",165,"1,895",6,"16,867",91,"37,754",0 (0%),"37,754",3%,"1,437,788","80,375"
belgium,"52,011",591,"8,521",106,"13,201",221,"30,289",508 (2%),"30,289",16%,"515,233","21,908"
netherlands,"41,774",0,"5,288",0,0,0,"36,486",584 (2%),"36,486",13%,"249,655",0
saudi-arabia,"33,731","1,793",219,10,"7,798","1,015","25,714",145 (1%),"25,714",1%,"405,685","16,026"
ecuador,"30,298",0,"1,654",36,"3,433",0,"25,211",156 (1%),"25,211",5%,"83,218","1,826"
switzerland,"30,126",66,"1,810",5,"25,900",200,"2,416",121 (5%),"2,416",6%,"290,365",0
mexico,"29,616","1,982","2,961",257,"17,781",0,"8,874",378 (4%),"8,874",10%,"110,916","5,252"
portugal,"26,715",533,"1,105",16,"2,258",182,"23,352",135 (1%),"23,352",4%,"485,925","15,691"
pakistan,"25,837","1,193",594,9,"7,530","1,066","17,713",111 (1%),"17,713",2%,"257,247","12,469"
