Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,095,304",574,"63,871",30,"155,737","3,413","875,696","15,226 (2%)","875,696",6%,"6,391,887","15,421"
spain,"239,639","2,740","24,543",268,"137,984","5,055","77,112","2,676 (3%)","77,112",10%,"1,455,306","40,829"
italy,"205,463","1,872","27,967",285,"75,945","4,693","101,551","1,694 (2%)","101,551",14%,"1,979,217","68,456"
united-kingdom,"172,363",3,"26,838",0,825,0,"144,700","1,559 (1%)","144,700",16%,"901,905",0
france,"167,178",758,"24,376",289,"49,476","1,248","93,326","4,019 (4%)","93,326",15%,"724,574","260,912"
germany,"163,009","1,812","6,623",218,"123,500","3,100","32,886","2,415 (7%)","32,886",4%,"2,547,052",0
turkey,"120,204","2,615","3,174",93,"48,886","4,846","68,144","1,514 (2%)","68,144",3%,"1,033,617","42,004"
russia,"114,431","7,933","1,169",96,"13,220","1,601","100,042","2,300 (2%)","100,042",1%,"3,700,000","210,000"
iran,"94,640",983,"6,028",71,"75,103","1,312","13,509","2,976 (22%)","13,509",6%,"463,295","9,909"
brazil,"87,187","1,807","6,006",105,"35,935",0,"45,246","8,318 (18%)","45,246",7%,"339,552",0
china,"83,741",0,"4,634",0,"78,321",0,786,38 (5%),786,6%,0,0
canada,"54,401",27,"3,309",6,"21,423",0,"29,669",557 (2%),"29,669",6%,"806,449","18,166"
belgium,"49,032",513,"7,703",109,"11,892",316,"29,437",740 (3%),"29,437",16%,"253,198","15,235"
netherlands,"39,416",514,"4,797",84,79,6,"34,540",783 (2%),"34,540",12%,"219,744","6,372"
peru,"36,976","3,045","1,051",108,"10,405",368,"25,520",651 (3%),"25,520",3%,"318,252","21,990"
india,"35,043",181,"1,154",0,"9,068",0,"24,821",0 (0%),"24,821",3%,"902,654","72,453"
switzerland,"29,586",179,"1,737",21,"23,400",800,"4,449",167 (4%),"4,449",6%,"266,200","5,700"
portugal,"25,045",540,989,16,"1,519",49,"22,537",172 (1%),"22,537",4%,"395,771","16,220"
ecuador,"24,934",259,900,17,"1,558",1,"22,476",146 (1%),"22,476",4%,"69,054","7,525"
saudi-arabia,"22,753","1,351",162,5,"3,163",210,"19,428",123 (1%),"19,428",1%,"200,000",0
sweden,"21,092",790,"2,586",124,"1,005",0,"17,501",531 (3%),"17,501",12%,"119,500",0
ireland,"20,612",359,"1,232",42,"13,386",0,"5,994",123 (2%),"5,994",6%,"153,954",0
mexico,"19,224","1,425","1,859",127,"11,423",0,"5,942",378 (6%),"5,942",10%,"81,912",0
singapore,"17,101",932,15,0,"1,244",0,"15,842",21 (0%),"15,842",0%,"143,919",0
pakistan,"16,817",344,385,24,"4,315",210,"12,117",111 (1%),"12,117",2%,"182,131","7,971"
chile,"16,023","1,138",227,11,"8,580",523,"7,216",392 (5%),"7,216",1%,"180,517","7,898"
israel,"16,004",58,223,1,"8,758",197,"7,023",105 (1%),"7,023",1%,"364,467",0
austria,"15,561",109,589,5,"13,110",203,"1,862",124 (7%),"1,862",4%,"256,399",0
japan,"14,088",352,430,36,"2,460",561,"11,198",308 (3%),"11,198",3%,"165,609","5,063"
belarus,"14,027",846,89,5,"2,386",314,"11,552",92 (1%),"11,552",1%,"176,625","7,639"
qatar,"13,409",845,10,0,"1,372",129,"12,027",72 (1%),"12,027",0%,"94,500","3,085"
united-arab-emirates,"13,038",557,111,6,"2,543",114,"10,384",1 (0%),"10,384",1%,"1,122,000",0
poland,"12,877",237,644,20,"3,236",211,"8,997",160 (2%),"8,997",5%,"338,027","13,500"
romania,"12,240",262,717,24,"4,017",448,"7,506",221 (3%),"7,506",6%,"175,374","8,381"
ukraine,"10,861",455,272,11,"1,413",175,"9,176",143 (2%),"9,176",3%,"118,545","6,686"
south-korea,"10,774",9,248,1,"9,072",13,"1,454",55 (4%),"1,454",2%,"623,069","3,188"
indonesia,"10,551",433,800,8,"1,591",69,"8,160",0 (0%),"8,160",8%,"102,305","7,706"
denmark,"9,345",150,452,9,"6,730",183,"2,163",62 (3%),"2,163",5%,"193,165","13,103"
serbia,"9,009",285,179,6,"1,343",51,"7,487",71 (1%),"7,487",2%,"85,645","6,703"
philippines,"8,772",284,579,11,"1,084",41,"7,109",31 (0%),"7,109",7%,"104,146",0
bangladesh,"8,238",571,170,2,174,14,"7,894",1 (0%),"7,894",2%,"70,239","5,573"
norway,"7,738",28,210,3,32,0,"7,496",37 (0%),"7,496",3%,"172,586","3,462"
czechia,"7,689",7,237,1,"3,314",0,"4,138",67 (2%),"4,138",3%,"249,634","7,546"
dominican-republic,"6,972",320,301,8,"1,301",73,"5,370",144 (3%),"5,370",4%,"25,368",0
australia,"6,766",13,93,0,"5,739",24,934,31 (3%),934,1%,"581,941","18,300"
panama,"6,532",154,188,10,576,49,"5,768",86 (1%),"5,768",3%,"30,749",912
colombia,"6,507",300,293,15,"1,439",28,"4,775",118 (2%),"4,775",5%,"104,657","9,572"
malaysia,"6,071",69,103,1,"4,210",39,"1,758",37 (2%),"1,758",2%,"160,296",0
south-africa,"5,647",297,103,0,"2,073",0,"3,471",36 (1%),"3,471",2%,"207,530","10,403"
egypt,"5,537",269,392,12,"1,381",46,"3,764",0 (0%),"3,764",7%,"90,000",0
finland,"5,051",56,211,0,"3,000",0,"1,840",48 (3%),"1,840",4%,"97,593","3,693"
argentina,"4,428",143,218,4,"1,256",64,"2,954",157 (5%),"2,954",5%,"56,058",0
morocco,"4,423",102,170,2,984,56,"3,269",1 (0%),"3,269",4%,"34,841","1,911"
kuwait,"4,024",284,26,2,"1,539",150,"2,459",66 (3%),"2,459",1%,"179,000",0
algeria,"4,006",158,450,6,"1,779",77,"1,777",22 (1%),"1,777",11%,"6,500",0
moldova,"3,897",126,116,9,"1,182",68,"2,599",237 (9%),"2,599",3%,"11,763",0
luxembourg,"3,784",15,90,1,"3,213",79,481,23 (5%),481,2%,"42,643",885
kazakhstan,"3,551",149,25,0,866,0,"2,660",40 (2%),"2,660",1%,"268,534","19,007"
bahrain,"3,040",119,8,0,"1,500",45,"1,532",1 (0%),"1,532",0%,"129,694","2,789"
thailand,"2,960",6,54,0,"2,719",35,187,61 (33%),187,2%,"178,083",0
hungary,"2,863",88,323,11,609,28,"1,931",49 (3%),"1,931",11%,"76,331","3,380"
greece,"2,591",15,140,1,"1,374",797,"1,077",38 (4%),"1,077",5%,"75,170","3,040"
oman,"2,447",99,11,0,495,0,"1,941",17 (1%),"1,941",0%,"40,459",0
afghanistan,"2,171",232,64,4,260,8,"1,847",7 (0%),"1,847",3%,"10,022","1,022"
armenia,"2,148",82,33,1,977,48,"1,138",10 (1%),"1,138",2%,"22,177","1,052"
iraq,"2,085",82,93,1,"1,375",29,617,0 (0%),617,4%,"92,061","5,353"
croatia,"2,076",14,69,2,"1,348",60,659,20 (3%),659,3%,"36,221","1,745"
ghana,"2,074",403,17,1,212,24,"1,845",4 (0%),"1,845",1%,"113,497","12,875"
uzbekistan,"2,046",7,9,0,"1,159",26,878,8 (1%),878,0%,"242,536",0
nigeria,"1,932",204,58,7,319,12,"1,555",2 (0%),"1,555",3%,"12,828",0
cameroon,"1,832",26,61,0,934,0,837,12 (1%),837,3%,0,0
azerbaijan,"1,804",38,24,1,"1,325",58,455,17 (4%),455,1%,"143,079","5,700"
iceland,"1,797",0,10,0,"1,670",14,117,0 (0%),117,1%,"48,413",840
bosnia-and-herzegovina,"1,757",80,69,4,727,17,961,4 (0%),961,4%,"30,793","1,663"
estonia,"1,694",5,52,0,253,4,"1,389",7 (1%),"1,389",3%,"53,767","1,026"
bulgaria,"1,541",35,66,0,276,10,"1,199",40 (3%),"1,199",4%,"46,510","1,302"
cuba,"1,501",34,61,3,681,64,759,10 (1%),759,4%,"47,347","2,003"
guinea,"1,495",144,7,0,329,16,"1,159",0 (0%),"1,159",0%,0,0
new-zealand,"1,479",3,19,0,"1,252",11,208,1 (0%),208,1%,"139,898","5,328"
north-macedonia,"1,465",23,77,4,738,111,650,13 (2%),650,5%,"16,050",0
slovenia,"1,429",11,91,2,233,3,"1,105",22 (2%),"1,105",6%,"52,948","1,341"
slovakia,"1,403",7,23,0,558,34,822,5 (1%),822,2%,"91,072","5,150"
lithuania,"1,399",14,45,0,594,5,760,17 (2%),760,3%,"132,768","7,213"
ivory-coast,"1,275",37,14,0,574,17,687,0 (0%),687,1%,"9,657","9,657"
bolivia,"1,167",57,62,3,132,15,973,3 (0%),973,5%,"5,791",0
djibouti,"1,089",12,2,0,642,43,445,0 (0%),445,0%,"13,422",437
hong-kong,"1,040",2,4,0,859,13,177,4 (2%),177,0%,"154,989",0
tunisia,994,14,41,1,305,11,648,24 (4%),648,4%,"22,957",895
senegal,933,51,9,0,334,19,590,1 (0%),590,1%,466,0
latvia,870,12,16,1,348,0,506,2 (0%),506,2%,"61,120","3,234"
cyprus,850,7,15,0,296,148,539,15 (3%),539,2%,"58,109","4,890"
honduras,804,33,75,4,112,33,617,10 (2%),617,9%,"3,643",0
kosovo,799,289,22,10,249,156,528,0 (0%),528,3%,0,0
albania,773,7,31,1,470,15,272,4 (1%),272,4%,"8,253",225
kyrgyzstan,756,10,8,0,504,42,244,12 (5%),244,1%,"51,472",0
andorra,745,2,42,0,468,45,235,17 (7%),235,6%,"1,673",0
lebanon,725,4,24,0,150,0,551,44 (8%),551,3%,"34,499","2,053"
