Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,593,039","1,779","94,941",22,"370,812",754,"1,127,286","17,815 (2%)","1,127,286",6%,"14,173,807","68,692"
russia,"317,554","8,849","3,099",127,"92,681","7,289","221,774","2,300 (1%)","221,774",1%,"7,840,880","262,851"
brazil,"293,357","1,778","18,894",35,"116,683",0,"157,780","8,318 (5%)","157,780",6%,"735,224",0
spain,"279,524",721,"27,888",110,"196,958",0,"54,678","1,152 (2%)","54,678",10%,"3,037,840",0
united-kingdom,"248,293",0,"35,704",0,0,0,"212,589","1,559 (1%)","212,589",14%,"2,962,227",0
italy,"227,364",665,"32,330",161,"132,282","2,881","62,752",676 (1%),"62,752",14%,"3,171,719","67,195"
france,"181,575",766,"28,132",110,"63,354",791,"90,089","1,794 (2%)","90,089",15%,"1,384,633",0
germany,"178,531",704,"8,270",77,"156,966","1,266","13,295","1,045 (8%)","13,295",5%,"3,595,059","447,288"
turkey,"152,587",972,"4,222",23,"113,987","1,092","34,378",877 (3%),"34,378",3%,"1,696,355","20,838"
iran,"126,949","2,346","7,183",64,"98,808","1,635","20,958","2,735 (13%)","20,958",6%,"731,213","15,037"
india,"112,442",414,"3,438",4,"45,422",0,"63,582",0 (0%),"63,582",3%,"2,615,920","103,532"
peru,"104,020","4,537","3,024",110,"41,968","5,444","59,028",869 (1%),"59,028",3%,"715,423","35,841"
china,"82,967",2,"4,634",0,"78,249",5,84,8 (10%),84,6%,0,0
canada,"80,228",0,"6,132",0,"40,776",26,"33,320",502 (2%),"33,320",8%,"1,375,126","35,155"
saudi-arabia,"62,545","2,691",339,10,"33,478","1,844","28,728",276 (1%),"28,728",1%,"636,178","18,094"
mexico,"56,594","2,248","6,090",424,"38,876","1,551","11,628",378 (3%),"11,628",11%,"185,755",0
belgium,"56,235",252,"9,186",36,"14,988",141,"32,061",277 (1%),"32,061",16%,"739,146","18,918"
chile,"53,617","4,038",544,35,"22,504",997,"30,569",904 (3%),"30,569",1%,"409,669","12,469"
pakistan,"48,091","2,193","1,017",32,"14,155","1,054","32,919",111 (0%),"32,919",2%,"429,600","15,346"
netherlands,"44,447",198,"5,748",33,0,0,"38,699",275 (1%),"38,699",13%,"302,395",0
qatar,"37,097","1,491",16,1,"6,600",966,"30,481",172 (1%),"30,481",0%,"170,437","4,255"
ecuador,"34,854",703,"2,888",49,"3,557",100,"28,409",191 (1%),"28,409",8%,"100,248","2,077"
belarus,"33,371",945,185,6,"12,057",642,"21,129",92 (0%),"21,129",1%,"403,236","15,563"
sweden,"31,523",724,"3,831",88,"4,971",0,"22,721",352 (2%),"22,721",12%,"209,900",0
switzerland,"30,658",40,"1,892",1,"27,800",100,966,55 (6%),966,6%,"355,393","5,294"
singapore,"29,812",448,22,0,"11,207",0,"18,583",11 (0%),"18,583",0%,"294,414",0
portugal,"29,660",228,"1,263",16,"6,452",21,"21,945",93 (0%),"21,945",4%,"674,000","11,625"
bangladesh,"28,511","1,773",408,22,"5,602",395,"22,501",1 (0%),"22,501",1%,"214,114","10,262"
united-arab-emirates,"26,004",941,233,6,"11,809","1,018","13,962",1 (0%),"13,962",1%,"1,600,923",0
ireland,"24,315",64,"1,571",10,"21,060","1,590","1,684",54 (3%),"1,684",6%,"295,626",0
indonesia,"20,162",973,"1,278",36,"4,838",263,"14,046",0 (0%),"14,046",6%,"219,975","8,092"
poland,"19,983",244,965,3,"8,452",269,"10,566",160 (2%),"10,566",5%,"674,861",0
ukraine,"19,706",476,579,15,"6,227",272,"12,900",249 (2%),"12,900",3%,"257,890","9,361"
south-africa,"18,003",803,339,27,"8,950",990,"8,714",119 (1%),"8,714",2%,"506,861","18,252"
colombia,"17,687",752,630,17,"4,256",206,"12,801",136 (1%),"12,801",4%,"201,808",0
kuwait,"17,568",804,124,3,"4,885",204,"12,559",167 (1%),"12,559",1%,"256,314","3,618"
romania,"17,387",196,"1,147",10,"10,356",190,"5,884",198 (3%),"5,884",7%,"332,487","10,413"
israel,"16,670",3,279,0,"13,617",113,"2,774",47 (2%),"2,774",2%,"524,584","1,952"
austria,"16,404",51,633,0,"14,951",69,820,32 (4%),820,4%,"385,637","6,045"
japan,"16,385",18,771,3,"12,286",722,"3,328",210 (6%),"3,328",5%,"258,277","2,602"
egypt,"14,229",745,680,21,"3,994",252,"9,555",41 (0%),"9,555",5%,"135,000",0
dominican-republic,"13,477",254,446,5,"7,142",529,"5,889",126 (2%),"5,889",3%,"59,976","9,868"
philippines,"13,434",213,846,4,"3,000",68,"9,588",81 (1%),"9,588",6%,"259,172",0
south-korea,"11,122",12,264,1,"10,135",69,723,15 (2%),723,2%,"788,684","12,251"
denmark,"11,117",73,554,3,"9,536",120,"1,027",25 (2%),"1,027",5%,"490,782","15,686"
serbia,"10,833",100,235,1,"5,067",163,"5,531",13 (0%),"5,531",2%,"196,881","6,198"
panama,"9,977",110,287,6,"6,194",0,"3,496",72 (2%),"3,496",3%,"52,641",826
argentina,"9,283",474,403,10,"2,933",61,"5,947",154 (3%),"5,947",4%,"112,370","3,736"
czechia,"8,721",74,304,2,"5,830",104,"2,587",36 (1%),"2,587",3%,"372,341","8,378"
afghanistan,"8,676",531,193,6,938,8,"7,545",19 (0%),"7,545",2%,"26,707","1,007"
norway,"8,281",14,234,1,32,0,"8,015",17 (0%),"8,015",3%,"223,045","3,061"
bahrain,"7,888",356,12,0,"3,568",616,"4,308",9 (0%),"4,308",0%,"255,633","6,222"
algeria,"7,542",165,568,7,"3,968",222,"3,006",22 (1%),"3,006",8%,0,0
kazakhstan,"7,234",265,35,0,"3,734",0,"3,465",31 (1%),"3,465",0%,"591,502","19,955"
morocco,"7,133",110,194,1,"4,098",197,"2,841",1 (0%),"2,841",3%,"104,915","4,548"
australia,"7,081",2,100,0,"6,470",26,511,9 (2%),511,1%,"1,137,558","25,991"
malaysia,"7,059",50,114,0,"5,796",90,"1,149",10 (1%),"1,149",2%,"471,318",0
nigeria,"6,677",276,200,8,"1,840",106,"4,637",7 (0%),"4,637",3%,"38,231","1,332"
moldova,"6,553",213,228,7,"2,953",445,"3,372",251 (7%),"3,372",3%,"40,565","20,118"
finland,"6,493",50,304,0,"4,800",0,"1,389",20 (1%),"1,389",5%,"160,177","3,977"
oman,"6,370",327,30,0,"1,821",160,"4,519",31 (1%),"4,519",0%,"72,000",0
ghana,"6,269",173,31,0,"1,898",125,"4,340",8 (0%),"4,340",0%,"184,343","3,776"
armenia,"5,606",335,70,3,"2,581",162,"2,955",10 (0%),"2,955",1%,"45,822","1,751"
bolivia,"4,919",438,199,10,553,20,"4,167",3 (0%),"4,167",4%,"14,803",0
luxembourg,"3,971",13,109,0,"3,728",10,134,6 (4%),134,3%,"64,018","1,007"
cameroon,"3,733",204,146,6,"1,595",28,"1,992",28 (1%),"1,992",4%,0,0
iraq,"3,724",113,134,3,"2,438",72,"1,152",0 (0%),"1,152",4%,"149,701",0
hungary,"3,641",43,473,3,"1,509",55,"1,659",27 (2%),"1,659",13%,"147,511","4,782"
azerbaijan,"3,631",113,43,2,"2,253",55,"1,335",46 (3%),"1,335",1%,"245,609","5,389"
sudan,"3,138",410,121,10,309,23,"2,708",0 (0%),"2,708",4%,281,0
honduras,"3,100",145,151,4,355,6,"2,594",13 (1%),"2,594",5%,"11,315",540
thailand,"3,037",3,56,0,"2,897",9,84,61 (73%),84,2%,"328,073",0
uzbekistan,"2,950",11,13,0,"2,372",0,565,5 (1%),565,0%,"460,000",0
guinea,"2,863",0,18,0,"1,525",0,"1,320",18 (1%),"1,320",1%,"10,304",0
greece,"2,850",10,166,1,"1,374",0,"1,310",22 (2%),"1,310",6%,"139,445","3,444"
senegal,"2,714",97,30,0,"1,186",53,"1,498",6 (0%),"1,498",1%,"24,599",0
bosnia-and-herzegovina,"2,338",17,136,2,"1,557",35,645,4 (1%),645,6%,"55,624","1,636"
