Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"823,141","30,701","45,227","2,738","82,799","10,852","695,115","14,016 (2%)","695,115",5%,"4,187,392","169,414"
spain,"204,178","3,968","21,282",430,"82,514","1,927","100,382","7,705 (8%)","100,382",10%,"930,230",0
italy,"183,957","2,729","24,648",534,"51,600","2,723","107,709","2,471 (2%)","107,709",13%,"1,450,150","52,126"
france,"158,050","2,667","20,796",531,"39,181","1,772","98,073","5,433 (6%)","98,073",13%,"463,662",0
germany,"148,291","1,226","5,033",171,"95,200","3,700","48,058","2,889 (6%)","48,058",3%,"1,728,357",0
united-kingdom,"130,131","4,316","17,376",828,629,194,"112,126","1,559 (1%)","112,126",13%,"535,342","33,963"
turkey,"95,591","4,611","2,259",119,"14,918","1,488","78,414","1,865 (2%)","78,414",2%,"713,409","39,429"
iran,"84,802","1,297","5,297",88,"60,965","1,692","18,540","3,357 (18%)","18,540",6%,"365,723","12,711"
china,"83,789",36,"4,636",0,"77,756",52,"1,397",82 (6%),"1,397",6%,0,0
russia,"52,763","5,642",456,51,"3,873",427,"48,434",700 (1%),"48,434",1%,"2,142,604","89,285"
brazil,"43,079","2,336","2,741",154,"22,991",861,"17,347","8,318 (48%)","17,347",6%,"291,922",0
belgium,"40,956",973,"5,998",170,"9,002",107,"25,956","1,079 (4%)","25,956",15%,"167,110","5,214"
canada,"39,409","1,806","1,891",165,"13,143",557,"24,375",557 (2%),"24,375",5%,"565,931","6,353"
netherlands,"34,298",729,"3,928",165,63,0,"30,307","1,087 (4%)","30,307",11%,"171,415",0
switzerland,"28,063",119,"1,478",49,"19,400",800,"7,185",386 (5%),"7,185",5%,"227,554","3,112"
portugal,"21,379",516,762,27,917,307,"19,700",213 (1%),"19,700",4%,"271,962","36,084"
india,"20,080","1,541",645,53,"3,975",702,"15,460",0 (0%),"15,460",3%,"447,812","46,226"
peru,"17,837","1,512",484,39,"6,982",14,"10,371",380 (4%),"10,371",3%,"155,724","7,713"
ireland,"16,040",388,730,43,"9,233","9,156","6,077",315 (5%),"6,077",5%,"111,584","20,938"
sweden,"15,322",545,"1,765",185,550,0,"13,007",515 (4%),"13,007",12%,"94,500","19,900"
austria,"14,873",78,491,21,"10,971",340,"3,411",196 (6%),"3,411",3%,"189,018","6,069"
israel,"13,942",229,184,7,"4,507",458,"9,251",139 (2%),"9,251",1%,"240,303",0
saudi-arabia,"11,631","1,147",109,6,"1,640",150,"9,882",81 (1%),"9,882",1%,"500,000","320,000"
japan,"11,135",338,263,27,"1,239",80,"9,633",217 (2%),"9,633",2%,"116,725","3,909"
chile,"10,832",325,147,8,"4,969",293,"5,716",392 (7%),"5,716",1%,"122,357","3,530"
south-korea,"10,683",9,237,1,"8,213",99,"2,233",55 (2%),"2,233",2%,"571,014","7,979"
ecuador,"10,398",270,520,13,"1,207",57,"8,671",137 (2%),"8,671",5%,"33,389",936
poland,"9,856",263,401,21,"1,297",164,"8,158",160 (2%),"8,158",4%,"224,355","10,119"
pakistan,"9,565","1,147",201,25,"2,073",103,"7,291",46 (1%),"7,291",2%,"111,806","7,504"
romania,"9,242",306,498,20,"2,153",136,"6,591",245 (4%),"6,591",5%,"101,552","3,061"
singapore,"9,125","1,111",11,0,839,38,"8,275",23 (0%),"8,275",0%,"94,796",0
mexico,"8,772",511,712,26,"2,627",0,"5,433",378 (7%),"5,433",8%,"49,570",0
denmark,"7,880",180,370,6,"4,878",390,"2,632",81 (3%),"2,632",5%,"100,543","4,299"
united-arab-emirates,"7,755",490,46,3,"1,443",83,"6,266",1 (0%),"6,266",1%,"790,000",0
norway,"7,191",35,182,1,32,0,"6,977",58 (1%),"6,977",3%,"145,279","2,024"
indonesia,"7,135",375,616,26,842,95,"5,677",0 (0%),"5,677",9%,"50,370","6,621"
czechia,"7,033",133,201,7,"1,753",194,"5,079",75 (1%),"5,079",3%,"178,617","6,494"
serbia,"6,890",260,130,5,977,107,"5,783",101 (2%),"5,783",2%,"45,355","3,543"
belarus,"6,723",459,55,4,577,63,"6,091",92 (2%),"6,091",1%,"108,545","5,989"
australia,"6,645",20,71,0,"4,685",427,"1,889",49 (3%),"1,889",1%,"439,000","7,266"
philippines,"6,599",140,437,9,654,41,"5,508",1 (0%),"5,508",7%,"64,845","4,917"
qatar,"6,533",518,9,0,614,59,"5,910",37 (1%),"5,910",0%,"66,725","2,105"
ukraine,"6,125",415,161,10,367,8,"5,597",45 (1%),"5,597",3%,"61,997","3,904"
malaysia,"5,482",57,92,3,"3,349",54,"2,041",43 (2%),"2,041",2%,"108,216",0
dominican-republic,"5,044",80,245,10,463,47,"4,336",126 (3%),"4,336",5%,"16,973",0
