Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,367,963","1,169","80,787",30,"256,336",682,"1,030,840","16,514 (2%)","1,030,840",6%,"9,444,525","26,474"
spain,"264,663","1,880","26,621",143,"176,439","3,282","61,603","1,650 (3%)","61,603",10%,"2,467,761",0
russia,"221,344","11,656","2,009",94,"39,801","5,495","179,534","2,300 (1%)","179,534",1%,"5,636,763","188,300"
united-kingdom,"220,322","3,924","31,926",268,925,1,"187,471","1,559 (1%)","187,471",14%,"1,821,280","92,837"
italy,"219,070",802,"30,560",165,"105,186","2,155","83,324","1,027 (1%)","83,324",14%,"2,565,912","51,678"
france,"176,970",312,"26,380",70,"56,217",179,"94,373","2,776 (3%)","94,373",15%,"1,384,633",0
germany,"171,879",555,"7,569",20,"144,400","1,100","19,910","1,581 (8%)","19,910",4%,"2,755,770",0
brazil,"162,699","6,638","11,123",467,"64,957","3,272","86,619","8,318 (10%)","86,619",7%,"339,552",0
turkey,"138,657","1,542","3,786",47,"92,691","3,211","42,180","1,154 (3%)","42,180",3%,"1,370,598","36,187"
iran,"107,603","1,383","6,640",51,"86,143","1,079","14,820","2,675 (18%)","14,820",6%,"586,699","13,479"
china,"83,795",16,"4,634",0,"78,959",23,202,9 (4%),202,6%,0,0
canada,"70,034","1,173","4,990",168,"32,096",847,"32,948",502 (2%),"32,948",7%,"1,135,984","67,984"
peru,"67,307","2,292","1,889",75,"21,349","1,103","44,069",774 (2%),"44,069",3%,"504,930","10,680"
india,"67,259",98,"2,212",0,"20,969",0,"44,078",0 (0%),"44,078",3%,"1,673,688","64,651"
belgium,"53,449",368,"8,707",51,"13,697",55,"31,045",478 (2%),"31,045",16%,"584,707","18,606"
netherlands,"42,627",245,"5,440",18,0,0,"37,187",507 (1%),"37,187",13%,"254,573","4,918"
saudi-arabia,"39,048","1,912",246,7,"11,457","1,313","27,345",143 (1%),"27,345",1%,"449,644","16,144"
mexico,"35,022","1,562","3,465",112,"23,100","1,276","8,457",378 (4%),"8,457",10%,"130,956","2,808"
pakistan,"30,941",607,667,8,"8,212",149,"22,062",111 (1%),"22,062",2%,"294,894","11,377"
switzerland,"30,305",54,"1,833",3,"26,600",200,"1,872",101 (5%),"1,872",6%,"309,595","3,372"
ecuador,"29,559",488,"2,127",410,"3,433",0,"23,999",181 (1%),"23,999",7%,"84,287",630
chile,"28,866","1,647",312,8,"13,112",445,"15,442",544 (4%),"15,442",1%,"280,684","12,780"
portugal,"27,581",175,"1,135",9,"2,549",50,"23,897",112 (0%),"23,897",4%,"517,660",0
sweden,"26,322",401,"3,225",5,"4,971",0,"18,126",360 (2%),"18,126",12%,"148,500",0
belarus,"23,906",933,135,4,"6,531",125,"17,240",92 (1%),"17,240",1%,"274,060","10,517"
singapore,"23,822",486,20,0,"2,721",0,"21,081",23 (0%),"21,081",0%,"175,604",0
ireland,"22,996",236,"1,458",12,"17,110",0,"4,428",72 (2%),"4,428",6%,"214,761",0
qatar,"22,520","1,189",14,1,"2,753",304,"19,753",72 (0%),"19,753",0%,"127,769","3,215"
united-arab-emirates,"18,198",781,198,13,"4,804",509,"13,196",1 (0%),"13,196",1%,"1,200,000",0
israel,"16,492",15,254,2,"11,548",118,"4,690",73 (2%),"4,690",2%,"461,704","6,437"
poland,"16,206",210,803,3,"5,816",118,"9,587",160 (2%),"9,587",5%,"476,904",0
austria,"15,871",38,618,3,"13,991",63,"1,262",72 (6%),"1,262",4%,"316,508","4,818"
japan,"15,777",114,624,17,"8,127","2,221","7,026",287 (4%),"7,026",4%,"214,256","2,259"
bangladesh,"15,691","1,034",239,11,"2,902",252,"12,550",1 (0%),"12,550",2%,"129,865","7,208"
ukraine,"15,648",416,408,17,"3,288",228,"11,952",207 (2%),"11,952",3%,"181,552","5,149"
romania,"15,362",231,961,22,"7,051",139,"7,350",242 (3%),"7,350",6%,"256,749","8,693"
indonesia,"14,265",233,991,18,"2,881",183,"10,393",0 (0%),"10,393",7%,"161,351","3,078"
philippines,"11,086",292,726,7,"1,999",75,"8,361",31 (0%),"8,361",7%,"173,144","9,967"
colombia,"11,063",568,463,18,"2,705",136,"7,895",130 (2%),"7,895",4%,"144,912","5,173"
south-korea,"10,909",35,256,0,"9,632",22,"1,021",55 (5%),"1,021",2%,"668,492","4,606"
denmark,"10,700",84,529,0,"8,404",0,"1,767",40 (2%),"1,767",5%,"326,560","8,726"
dominican-republic,"10,347",465,388,3,"2,763",179,"7,196",134 (2%),"7,196",4%,"42,615","2,024"
serbia,"10,114",82,215,2,"3,006",274,"6,893",43 (1%),"6,893",2%,"140,592","6,059"
south-africa,"10,015",595,194,8,"4,173",190,"5,648",77 (1%),"5,648",2%,"341,336","17,257"
egypt,"9,400",436,525,11,"2,075",73,"6,800",41 (1%),"6,800",6%,"90,000",0
kuwait,"8,688","1,065",58,9,"2,729",107,"5,901",114 (2%),"5,901",1%,"196,397",0
panama,"8,448",166,244,7,"4,687",186,"3,517",87 (2%),"3,517",3%,"42,657","2,301"
