Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,619,880","28,620","96,277","1,358","381,953","11,895","1,141,650","17,902 (2%)","1,141,650",6%,"13,418,235",0
russia,"317,554","8,849","3,099",127,"92,681","7,289","221,774","2,300 (1%)","221,774",1%,"7,840,880","262,851"
brazil,"310,087","18,508","20,047","1,188","125,960","9,277","164,080","8,318 (5%)","164,080",6%,"735,224",0
spain,"280,117",593,"27,940",52,"196,958",0,"55,219","1,152 (2%)","55,219",10%,"3,037,840",0
united-kingdom,"250,908","2,060","36,042",294,0,0,"214,866","1,559 (1%)","214,866",14%,"3,090,566","128,339"
italy,"228,006",642,"32,486",156,"134,560","2,278","60,960",640 (1%),"60,960",14%,"3,243,398","71,679"
france,"181,826",251,"28,215",83,"63,858",504,"89,753","1,745 (2%)","89,753",16%,"1,384,633",0
germany,"179,021",490,"8,309",39,"158,000","1,034","12,712","1,016 (8%)","12,712",5%,"3,595,059",0
turkey,"153,548",961,"4,249",27,"114,990","1,003","34,309",820 (2%),"34,309",3%,"1,729,988","33,633"
iran,"129,341","2,392","7,249",66,"100,564","1,756","21,528","2,655 (12%)","21,528",6%,"746,045","14,832"
india,"118,226","6,198","3,584",150,"48,553","3,131","66,089",0 (0%),"66,089",3%,"2,615,920","103,532"
peru,"108,769","4,749","3,148",124,"43,587","1,619","62,034",886 (1%),"62,034",3%,"736,500","21,077"
china,"82,967",2,"4,634",0,"78,249",5,84,8 (10%),84,6%,0,0
canada,"81,380",579,"6,246",110,"41,715",965,"33,419",502 (2%),"33,419",8%,"1,377,146","37,175"
saudi-arabia,"65,077","2,532",351,12,"36,040","2,562","28,686",281 (1%),"28,686",1%,"651,158","14,980"
chile,"57,581","3,964",589,45,"23,992","1,488","33,000",943 (3%),"33,000",1%,"426,003","16,334"
mexico,"56,594","2,248","6,090",424,"38,876","1,551","11,628",378 (3%),"11,628",11%,"185,755",0
belgium,"56,235",252,"9,186",36,"14,988",141,"32,061",277 (1%),"32,061",16%,"739,146","18,918"
pakistan,"48,091","2,193","1,017",32,"14,155","1,054","32,919",111 (0%),"32,919",2%,"429,600","15,346"
netherlands,"44,700",253,"5,775",27,0,0,"38,925",255 (1%),"38,925",13%,"302,395",0
qatar,"38,651","1,554",17,1,"7,288",688,"31,346",171 (1%),"31,346",0%,"175,482","5,045"
ecuador,"35,306",452,"2,939",51,"3,557",0,"28,810",191 (1%),"28,810",8%,"101,580","1,332"
belarus,"33,371",945,185,6,"12,057",642,"21,129",92 (0%),"21,129",1%,"403,236","15,563"
sweden,"32,172",649,"3,871",40,"4,971",0,"23,330",352 (2%),"23,330",12%,"209,900",0
switzerland,"30,694",36,"1,898",6,"27,900",100,896,55 (6%),896,6%,"361,692","6,299"
portugal,"29,912",252,"1,277",14,"6,452",0,"22,183",93 (0%),"22,183",4%,"674,000",0
singapore,"29,812",448,23,1,"12,117",910,"17,672",10 (0%),"17,672",0%,"294,414",0
bangladesh,"28,511","1,773",408,22,"5,602",395,"22,501",1 (0%),"22,501",1%,"214,114","10,262"
united-arab-emirates,"26,898",894,237,4,"12,755",946,"13,906",1 (0%),"13,906",1%,"1,600,923",0
ireland,"24,391",76,"1,583",12,"21,060",0,"1,748",54 (3%),"1,748",6%,"295,626",0
indonesia,"20,162",973,"1,278",36,"4,838",263,"14,046",0 (0%),"14,046",6%,"219,975","8,092"
poland,"20,143",404,972,10,"8,452",269,"10,719",160 (1%),"10,719",5%,"697,230","22,369"
ukraine,"19,706",476,579,15,"6,227",272,"12,900",249 (2%),"12,900",3%,"257,890","9,361"
south-africa,"19,137","1,134",369,30,"8,950",0,"9,818",119 (1%),"9,818",2%,"525,433","18,572"
kuwait,"18,609","1,041",129,5,"5,205",320,"13,275",181 (1%),"13,275",1%,"261,071","4,757"
colombia,"18,330",643,652,22,"4,431",175,"13,247",136 (1%),"13,247",4%,"214,536","12,728"
romania,"17,585",198,"1,156",9,"10,581",225,"5,848",203 (3%),"5,848",7%,"342,466","9,979"
israel,"16,683",16,279,0,"13,724",220,"2,680",47 (2%),"2,680",2%,"524,584","1,952"
austria,"16,404",51,633,0,"14,951",69,820,32 (4%),820,4%,"385,637","6,045"
japan,"16,385",18,771,3,"12,286",722,"3,328",210 (6%),"3,328",5%,"258,277","2,602"
egypt,"15,003",774,696,16,"4,217",223,"10,090",41 (0%),"10,090",5%,"135,000",0
dominican-republic,"13,657",180,448,2,"7,366",224,"5,843",113 (2%),"5,843",3%,"61,330","1,354"
philippines,"13,434",213,846,4,"3,000",68,"9,588",81 (1%),"9,588",6%,"267,417","8,245"
denmark,"11,182",65,561,7,"9,643",107,978,23 (2%),978,5%,"504,266","13,484"
south-korea,"11,122",12,264,1,"10,135",69,723,15 (2%),723,2%,"788,684","12,251"
serbia,"10,919",86,237,2,"5,370",303,"5,312",12 (0%),"5,312",2%,"203,799","6,918"
panama,"10,116",139,291,4,"6,245",51,"3,580",72 (2%),"3,580",3%,"53,928","1,287"
argentina,"9,931",648,416,13,"3,032",99,"6,483",171 (3%),"6,483",4%,"116,689","4,319"
czechia,"8,754",33,306,2,"5,926",96,"2,522",36 (1%),"2,522",4%,"379,750","7,409"
afghanistan,"8,676",531,193,6,938,8,"7,545",19 (0%),"7,545",2%,"26,707","1,007"
norway,"8,309",28,235,1,32,0,"8,042",14 (0%),"8,042",3%,"223,045",0
bahrain,"8,174",286,12,0,"3,873",305,"4,289",9 (0%),"4,289",0%,"262,107","6,474"
algeria,"7,728",186,575,7,"4,062",94,"3,091",22 (1%),"3,091",7%,0,0
kazakhstan,"7,234",265,35,0,"3,777",43,"3,422",31 (1%),"3,422",0%,"591,502","19,955"
morocco,"7,211",78,196,2,"4,280",182,"2,735",1 (0%),"2,735",3%,"112,997","8,082"
australia,"7,081",2,100,0,"6,472",28,509,9 (2%),509,1%,"1,137,684","26,117"
malaysia,"7,059",50,114,0,"5,796",90,"1,149",10 (1%),"1,149",2%,"481,411","10,093"
nigeria,"7,016",339,211,11,"1,907",67,"4,898",7 (0%),"4,898",3%,"40,043","1,812"
moldova,"6,704",151,233,5,"2,953",0,"3,518",251 (7%),"3,518",3%,"40,565",0
finland,"6,493",50,306,2,"4,800",0,"1,387",22 (2%),"1,387",5%,"160,177","3,977"
oman,"6,370",327,31,1,"1,821",160,"4,518",31 (1%),"4,518",0%,"72,000",0
ghana,"6,269",173,31,0,"1,898",125,"4,340",8 (0%),"4,340",0%,"184,343","3,776"
armenia,"5,606",335,70,3,"2,581",162,"2,955",10 (0%),"2,955",1%,"45,822","1,751"
bolivia,"4,919",438,199,10,553,20,"4,167",3 (0%),"4,167",4%,"14,803",0
cameroon,"4,288",555,156,10,"1,808",213,"2,324",28 (1%),"2,324",4%,0,0
luxembourg,"3,980",9,109,0,"3,741",13,130,6 (5%),130,3%,"64,981",963
iraq,"3,877",153,140,6,"2,483",45,"1,254",0 (0%),"1,254",4%,"149,701",0
azerbaijan,"3,749",118,44,1,"2,340",87,"1,365",42 (3%),"1,365",1%,"252,496","6,887"
hungary,"3,641",43,473,3,"1,509",55,"1,659",27 (2%),"1,659",13%,"147,511","4,782"
sudan,"3,138",410,121,10,309,23,"2,708",0 (0%),"2,708",4%,281,0
honduras,"3,100",145,151,4,355,6,"2,594",13 (1%),"2,594",5%,"11,315",540
guinea,"3,067",204,18,0,"1,575",50,"1,474",18 (1%),"1,474",1%,"10,304",0
thailand,"3,037",3,56,0,"2,897",9,84,61 (73%),84,2%,"328,073",0
uzbekistan,"2,964",25,13,0,"2,407",35,544,5 (1%),544,0%,"460,000",0
greece,"2,853",3,168,2,"1,374",0,"1,311",21 (2%),"1,311",6%,"144,078","4,633"
senegal,"2,812",98,33,3,"1,251",65,"1,528",6 (0%),"1,528",1%,"24,599",0
tajikistan,"2,350",210,44,3,470,0,"1,836",0 (0%),"1,836",2%,0,0
bosnia-and-herzegovina,"2,350",12,140,4,"1,596",39,614,4 (1%),614,6%,"56,997","1,373"
bulgaria,"2,331",39,120,4,727,43,"1,484",31 (2%),"1,484",5%,"70,155","1,912"
ivory-coast,"2,301",70,29,0,"1,100",17,"1,172",0 (0%),"1,172",1%,"21,069","1,895"
guatemala,"2,265",132,45,2,159,4,"2,061",5 (0%),"2,061",2%,"20,820",0
croatia,"2,237",3,97,1,"1,978",0,162,9 (6%),162,4%,"58,091","1,070"
djibouti,"2,047",219,10,1,"1,055",3,982,0 (0%),982,0%,"21,156","1,100"
cuba,"1,908",8,80,1,"1,603",30,225,5 (2%),225,4%,"89,031","1,743"
north-macedonia,"1,898",40,111,1,"1,378",11,409,21 (5%),409,6%,"23,316",549
congo-kinshasa,"1,835",104,61,0,303,1,"1,471",0 (0%),"1,471",3%,0,0
iceland,"1,803",1,10,0,"1,789",0,4,0 (0%),4,1%,"57,628",441
estonia,"1,800",6,64,0,"1,488",532,248,2 (1%),248,4%,"73,732","1,268"
el-salvador,"1,640",69,32,1,540,9,"1,068",26 (2%),"1,068",2%,"65,226","2,388"
somalia,"1,594",21,61,0,204,16,"1,329",2 (0%),"1,329",4%,0,0
lithuania,"1,593",16,61,1,"1,049",0,483,17 (4%),483,4%,"253,004","7,424"
gabon,"1,567",65,12,0,365,47,"1,190",9 (1%),"1,190",1%,"7,966",0
new-zealand,"1,503",0,21,0,"1,447",5,35,1 (3%),35,1%,"238,725","4,882"
slovakia,"1,502",6,28,0,"1,245",14,229,3 (1%),229,2%,"151,778","2,933"
mayotte,"1,475",105,19,1,894,267,562,11 (2%),562,1%,"5,200",0
slovenia,"1,468",1,105,1,"1,340",2,23,4 (17%),23,7%,"73,319","2,349"
kyrgyzstan,"1,313",43,14,0,923,13,376,5 (1%),376,1%,"94,441",0
maldives,"1,216",30,4,0,91,0,"1,121",9 (1%),"1,121",0%,"11,775",0
kenya,"1,109",80,50,0,375,9,684,1 (0%),684,5%,"52,507","3,102"
guinea-bissau,"1,109",20,6,0,42,0,"1,061",0 (0%),"1,061",1%,"1,500",0
hong-kong,"1,064",8,4,0,"1,029",3,31,1 (3%),31,0%,"168,291",0
sri-lanka,"1,048",20,9,0,604,20,435,1 (0%),435,1%,"47,521","1,108"
tunisia,"1,045",1,47,0,862,36,136,3 (2%),136,5%,"43,723","2,103"
latvia,"1,025",9,22,1,694,0,309,2 (1%),309,2%,"94,621","1,870"
lebanon,"1,024",63,26,0,663,412,335,3 (1%),335,3%,"67,510","2,147"
kosovo,"1,003",14,29,0,772,3,202,0 (0%),202,3%,0,0
albania,969,5,31,0,771,13,167,3 (2%),167,3%,"12,759",204
mali,947,16,60,5,558,15,329,0 (0%),329,6%,"3,483",0
niger,924,4,60,2,753,15,111,0 (0%),111,6%,"5,949",40
cyprus,923,1,17,0,561,45,345,10 (3%),345,2%,"95,349","4,631"
costa-rica,903,6,10,0,592,10,301,3 (1%),301,1%,"21,929",630
equatorial-guinea,903,13,10,3,22,0,871,0 (0%),871,1%,854,0
venezuela,882,58,10,0,262,0,610,2 (0%),610,1%,"697,691","81,129"
zambia,866,34,7,0,302,105,557,1 (0%),557,1%,"19,432",418
paraguay,836,3,11,0,256,14,569,0 (0%),569,1%,"21,987",445
burkina-faso,812,3,52,0,669,8,91,0 (0%),91,6%,0,0
andorra,762,1,51,0,639,11,72,3 (4%),72,7%,"3,750",0
uruguay,749,3,20,0,594,6,135,4 (3%),135,3%,"36,537",907
georgia,721,8,12,0,485,10,224,6 (3%),224,2%,"44,098","3,387"
cruise-ship,712,0,13,0,651,0,48,4 (8%),48,2%,0,0
jordan,684,12,9,0,457,11,218,5 (2%),218,1%,"152,615","4,133"
haiti,663,67,22,0,21,0,620,0 (0%),620,3%,"2,270",0
san-marino,658,2,41,0,235,15,382,1 (0%),382,6%,"3,779",79
malta,599,15,6,0,468,3,125,1 (1%),125,1%,"56,224","1,358"
chad,588,23,58,1,186,9,344,0 (0%),344,10%,0,0
sierra-leone,585,15,35,1,205,0,345,0 (0%),345,6%,0,0
channel-islands,558,3,45,1,492,13,21,0 (0%),21,8%,"5,342",0
jamaica,529,9,9,0,171,26,349,0 (0%),349,2%,"9,021",193
tanzania,509,0,21,0,183,0,305,7 (2%),305,4%,0,0
south-sudan,481,191,4,0,4,0,473,0 (0%),473,1%,"3,356",0
congo-brazzaville,469,49,16,1,137,5,316,0 (0%),316,3%,0,0
nepal,457,30,3,1,49,4,405,1 (0%),405,1%,"117,431","6,865"
réunion,449,2,1,0,411,0,37,2 (5%),37,0%,"17,200",0
taiwan,441,1,7,0,407,5,27,0 (0%),27,2%,"70,338",462
car,436,18,0,0,18,0,418,0 (0%),418,0%,"11,294",457
palestine,423,25,2,0,346,0,75,0 (0%),75,0%,"44,876",0
madagascar,405,34,2,0,131,0,272,1 (0%),272,0%,"5,670",0
ethiopia,399,10,5,0,123,1,271,0 (0%),271,1%,"69,519","3,759"
cabo-verde,356,7,3,0,85,0,268,0 (0%),268,1%,892,0
togo,354,14,12,0,118,8,224,0 (0%),224,3%,"14,767",571
isle-of-man,336,1,24,0,302,2,10,4 (40%),10,7%,"4,262",28
mauritius,332,0,10,0,322,0,0,0 (nan%),0,3%,"95,666","2,902"
vietnam,324,0,0,0,263,0,61,2 (3%),61,0%,"275,000",0
montenegro,324,0,9,0,312,0,3,2 (67%),3,3%,"10,167",0
rwanda,320,6,0,0,217,1,103,0 (0%),103,0%,"54,400","1,083"
