Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,408,636",563,"83,425",57,"296,746",969,"1,028,465","16,473 (2%)","1,028,465",6%,"9,935,720",0
spain,"269,520","1,377","26,920",176,"180,470","2,624","62,130","1,534 (2%)","62,130",10%,"2,467,761",0
russia,"242,271","10,028","2,212",96,"48,003","4,491","192,056","2,300 (1%)","192,056",1%,"5,982,558","177,154"
united-kingdom,"227,610","3,408","32,765",628,937,5,"193,908","1,559 (1%)","193,908",14%,"2,007,146","85,376"
italy,"221,216","1,402","30,911",172,"109,039","2,452","81,266",952 (1%),"81,266",14%,"2,673,655","67,003"
france,"178,225",802,"26,991",348,"57,785","1,061","93,449","2,542 (3%)","93,449",15%,"1,384,633",0
brazil,"178,214",612,"12,461",57,"72,597",0,"93,156","8,318 (9%)","93,156",7%,"735,224",0
germany,"173,273",102,"7,754",16,"148,700","1,500","16,819","1,539 (9%)","16,819",4%,"2,755,770",0
turkey,"141,475","1,704","3,894",53,"98,889","3,109","38,692","1,045 (3%)","38,692",3%,"1,440,671","37,351"
iran,"110,767","1,481","6,733",48,"88,357",935,"15,677","2,713 (17%)","15,677",6%,"615,477","14,153"
china,"83,803",7,"4,634",0,"79,015",16,154,10 (6%),154,6%,0,0
india,"74,925",633,"2,436",21,"24,887",467,"47,602",0 (0%),"47,602",3%,"1,854,250","94,671"
canada,"72,362","1,155","5,298",184,"34,042","1,048","33,022",502 (2%),"33,022",7%,"1,135,984",0
peru,"72,059","3,237","2,057",96,"23,324",918,"46,678",797 (2%),"46,678",3%,"532,169","19,300"
belgium,"53,981",202,"8,843",82,"13,937",205,"31,201",420 (1%),"31,201",16%,"605,237","9,706"
netherlands,"42,984",196,"5,510",54,0,0,"37,474",463 (1%),"37,474",13%,"270,351","5,195"
