Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,064,572","1,221","61,669",51,"147,411",297,"855,492","18,671 (2%)","855,492",6%,"6,139,911","11,899"
spain,"236,899","4,771","24,275",453,"132,929","9,026","79,695","7,764 (10%)","79,695",10%,"1,414,477","68,917"
italy,"203,591","2,086","27,682",323,"71,252","2,311","104,657","1,795 (2%)","104,657",14%,"1,910,761","63,827"
france,"166,420",509,"24,087",427,"48,228","1,342","94,105","4,207 (4%)","94,105",14%,"463,662",0
united-kingdom,"166,323","4,088","26,162","4,421",823,44,"139,338","1,559 (1%)","139,338",16%,"818,539","55,152"
germany,"161,539",342,"6,467",62,"123,500","3,100","31,572","2,415 (8%)","31,572",4%,"2,547,052",0
turkey,"117,589","2,936","3,081",89,"44,040","5,231","70,468","1,574 (2%)","70,468",3%,"991,613","43,498"
russia,"106,498","7,099","1,073",101,"11,619","1,333","93,806","2,300 (2%)","93,806",1%,"3,490,000","186,283"
iran,"93,657","1,073","5,957",80,"73,791","1,352","13,909","2,965 (21%)","13,909",6%,"453,386","10,796"
china,"83,805",4,"4,637",0,"78,348",21,820,41 (5%),820,6%,0,0
brazil,"79,685",324,"5,513",2,"34,132",0,"40,040","8,318 (21%)","40,040",7%,"339,552",0
canada,"52,809",34,"3,154",3,"20,327",0,"29,328",557 (2%),"29,328",6%,"779,613","24,813"
belgium,"48,519",660,"7,594",93,"11,576",293,"29,349",769 (3%),"29,349",16%,"237,963","11,239"
netherlands,"38,902",386,"4,713",145,73,0,"34,116",804 (2%),"34,116",12%,"213,372","3,646"
peru,"33,931","2,741",943,89,"10,037",858,"22,951",623 (3%),"22,951",3%,"296,262","28,650"
india,"33,062","1,702","1,079",71,"8,437",690,"23,546",0 (0%),"23,546",3%,"770,764","54,031"
switzerland,"29,407",143,"1,716",17,"22,600",0,"5,091",185 (4%),"5,091",6%,"260,500","4,000"
