Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"737,217","28,016","38,932","1,797","67,438","7,441","630,847","13,536 (2%)","630,847",5%,"3,711,141","138,884"
spain,"191,726",887,"20,639",637,"74,797",0,"96,290","7,371 (8%)","96,290",11%,"930,230",0
italy,"175,925","3,491","23,227",482,"44,927","2,200","107,771","2,733 (3%)","107,771",13%,"1,305,833","61,725"
france,"151,793","3,824","19,323",642,"35,983","1,563","96,487","5,833 (6%)","96,487",13%,"463,662",0
germany,"143,342","1,945","4,459",107,"85,400","2,286","53,483","2,922 (5%)","53,483",3%,"1,728,357",0
united-kingdom,"115,274","5,545","15,497",891,406,17,"99,371","1,559 (2%)","99,371",13%,"460,437","21,446"
china,"83,723",27,"4,636",0,"77,578",0,"1,509",85 (6%),"1,509",6%,0,0
turkey,"82,329","3,783","1,890",121,"10,453","1,822","69,986","1,894 (3%)","69,986",2%,"598,933","40,520"
iran,"80,868","1,374","5,031",73,"55,987","1,923","19,850","3,513 (18%)","19,850",6%,"330,137","10,258"
belgium,"37,183","1,045","5,453",290,"8,348",387,"23,382","1,119 (5%)","23,382",15%,"145,997","6,610"
russia,"36,793","4,785",313,40,"3,057",467,"33,423",8 (0%),"33,423",1%,"1,831,892","113,873"
brazil,"36,722","3,040","2,361",220,"14,026",0,"20,335","6,634 (33%)","20,335",6%,"62,985",0
canada,"34,303","1,541","1,470",115,"11,207",879,"21,626",557 (3%),"21,626",4%,"516,216","13,213"
netherlands,"31,749","1,147","3,612",142,306,1,"27,831","1,279 (5%)","27,831",11%,"154,911",0
switzerland,"27,404",326,"1,368",41,"17,100",700,"8,936",386 (4%),"8,936",5%,"216,400","10,000"
portugal,"19,685",663,687,30,610,91,"18,388",228 (1%),"18,388",3%,"235,878","14,829"
india,"15,722","1,370",521,35,"2,463",422,"12,738",0 (0%),"12,738",3%,"335,123",0
ireland,"14,758",778,571,41,77,0,"14,110",294 (2%),"14,110",4%,"90,646",0
austria,"14,671",76,443,12,"10,214",510,"4,014",208 (5%),"4,014",3%,"175,932","6,660"
peru,"14,420",931,348,48,"6,684",143,"7,388",117 (2%),"7,388",2%,"135,895","8,382"
sweden,"13,822",606,"1,511",111,550,0,"11,761","1,054 (9%)","11,761",11%,"74,600",0
israel,"13,265",283,164,13,"3,456",330,"9,645",164 (2%),"9,645",1%,"187,250",0
south-korea,"10,653",18,232,2,"7,937",108,"2,484",55 (2%),"2,484",2%,"546,463",0
japan,"10,296",509,222,32,"1,069",134,"9,005",221 (2%),"9,005",2%,"111,325","10,622"
chile,"9,730",478,126,10,"4,035",414,"5,569",360 (6%),"5,569",1%,"108,891","5,018"
ecuador,"9,022",572,456,35,"1,008",170,"7,558",168 (2%),"7,558",5%,"30,922","3,054"
poland,"8,742",363,347,15,981,115,"7,414",160 (2%),"7,414",4%,"192,960","13,306"
romania,"8,418",351,421,10,"1,730",222,"6,267",248 (4%),"6,267",5%,"90,991","5,186"
saudi-arabia,"8,274","1,132",92,5,"1,329",280,"6,853",78 (1%),"6,853",1%,"150,000",0
pakistan,"7,638",613,143,8,"1,832",67,"5,663",46 (1%),"5,663",2%,"92,548","7,844"
denmark,"7,426",169,346,10,"4,020",460,"3,060",76 (2%),"3,060",5%,"91,437","4,413"
norway,"7,036",99,164,3,32,0,"6,840",63 (1%),"6,840",2%,"139,668","3,432"
mexico,"6,875",578,546,60,"2,125",0,"4,204",207 (5%),"4,204",8%,"48,365","8,274"
czechia,"6,606",57,181,8,"1,227",53,"5,198",86 (2%),"5,198",3%,"162,533","8,226"
australia,"6,577",51,70,4,"4,167",346,"2,340",55 (2%),"2,340",1%,"406,510","14,980"
united-arab-emirates,"6,302",477,37,2,"1,188",93,"5,077",1 (0%),"5,077",1%,"767,000",0
indonesia,"6,248",325,535,15,631,24,"5,082",0 (0%),"5,082",9%,"39,422","2,288"
philippines,"6,087",209,397,10,516,29,"5,174",1 (0%),"5,174",7%,"56,048","7,877"
serbia,"5,994",304,117,7,637,103,"5,240",126 (2%),"5,240",2%,"36,028","3,462"
singapore,"5,992",942,11,0,740,32,"5,241",23 (0%),"5,241",0%,"94,796",0
malaysia,"5,305",54,88,2,"3,102",135,"2,115",49 (2%),"2,115",2%,"100,794","4,099"
ukraine,"5,106",444,133,8,275,29,"4,698",45 (1%),"4,698",3%,"52,534","5,438"
qatar,"5,008",345,8,1,510,46,"4,490",37 (1%),"4,490",0%,"60,139","1,811"
belarus,"4,779",575,42,2,342,139,"4,395",65 (1%),"4,395",1%,"86,813","5,567"
dominican-republic,"4,335",209,217,17,312,44,"3,806",146 (4%),"3,806",5%,"14,373","1,091"
panama,"4,210",194,116,7,122,24,"3,972",96 (2%),"3,972",3%,"18,559",709
finland,"3,681",192,90,8,"1,700",0,"1,891",70 (4%),"1,891",2%,"55,600","3,100"
colombia,"3,621",182,166,13,691,57,"2,764",98 (4%),"2,764",5%,"59,002","6,917"
luxembourg,"3,537",57,72,0,601,22,"2,864",32 (1%),"2,864",2%,"33,252",858
south-africa,"3,034",251,52,2,903,0,"2,079",36 (2%),"2,079",2%,"108,021","7,194"
egypt,"3,032",188,224,19,701,55,"2,107",0 (0%),"2,107",7%,"55,000","30,000"
argentina,"2,758",89,129,6,685,19,"1,944",127 (7%),"1,944",5%,"30,942","2,292"
thailand,"2,733",33,47,0,"1,787",98,899,61 (7%),899,2%,"100,498",0
morocco,"2,685",121,137,2,314,33,"2,234",1 (0%),"2,234",5%,"13,689",737
algeria,"2,534",116,367,3,894,48,"1,273",60 (5%),"1,273",14%,"3,359",0
moldova,"2,378",114,57,1,391,115,"1,930",80 (4%),"1,930",2%,"9,848",0
greece,"2,235",11,110,2,269,0,"1,856",67 (4%),"1,856",5%,"53,290","2,519"
bangladesh,"2,144",306,84,9,66,8,"1,994",1 (0%),"1,994",4%,"21,307","2,114"
hungary,"1,834",71,172,16,231,24,"1,431",60 (4%),"1,431",9%,"43,901","2,311"
croatia,"1,832",18,39,3,615,15,"1,178",27 (2%),"1,178",2%,"21,647",694
bahrain,"1,773",33,7,0,755,30,"1,011",3 (0%),"1,011",0%,"82,568","3,004"
iceland,"1,760",6,9,0,"1,291",67,460,3 (1%),460,1%,"41,091","1,555"
kuwait,"1,751",93,6,1,280,22,"1,465",34 (2%),"1,465",0%,0,0
kazakhstan,"1,615",69,17,0,377,30,"1,221",22 (2%),"1,221",1%,"100,878","15,143"
iraq,"1,513",31,82,1,953,47,478,0 (0%),478,5%,"53,955","2,218"
estonia,"1,512",53,38,0,162,17,"1,312",11 (1%),"1,312",3%,"39,605","2,011"
uzbekistan,"1,490",85,5,1,194,38,"1,291",8 (1%),"1,291",0%,"136,000",0
new-zealand,"1,422",13,11,0,867,51,544,3 (1%),544,1%,"79,078","4,677"
azerbaijan,"1,373",33,18,3,590,62,765,21 (3%),765,1%,"86,607",0
slovenia,"1,317",13,70,4,190,16,"1,057",27 (3%),"1,057",5%,"40,580","1,250"
bosnia-and-herzegovina,"1,268",54,47,1,338,18,883,4 (0%),883,4%,"16,868","1,117"
armenia,"1,248",47,20,1,523,121,705,30 (4%),705,2%,"11,796","1,003"
lithuania,"1,239",90,33,0,228,18,978,14 (1%),978,3%,"58,816","5,715"
oman,"1,180",111,6,0,176,0,998,3 (0%),998,1%,0,0
north-macedonia,"1,170",53,49,0,164,25,957,15 (2%),957,4%,"11,556",697
slovakia,"1,089",40,11,2,213,38,865,10 (1%),865,1%,"40,953","3,221"
hong-kong,"1,024",2,4,0,568,35,452,9 (2%),452,0%,"131,786",0
cameroon,"1,017",21,22,0,177,13,818,0 (0%),818,2%,0,0
cuba,986,63,32,1,227,35,727,15 (2%),727,3%,"25,309","1,992"
afghanistan,933,27,30,0,112,13,791,0 (0%),791,3%,0,0
bulgaria,878,32,41,0,153,12,684,35 (5%),684,5%,"26,417","7,915"
tunisia,866,2,37,0,43,0,786,33 (4%),786,4%,"14,640",0
ghana,834,193,9,1,99,16,726,4 (1%),726,1%,"60,916","10,197"
ivory-coast,801,113,8,2,239,46,554,0 (0%),554,1%,0,0
cyprus,761,11,12,0,79,2,670,8 (1%),670,2%,"32,284","3,209"
djibouti,732,141,2,0,76,3,654,0 (0%),654,0%,"7,486","1,056"
cruise-ship,712,0,13,1,644,0,55,7 (13%),55,2%,0,0
latvia,712,30,5,0,88,0,619,5 (1%),619,1%,"34,697","1,860"
andorra,704,8,35,0,205,14,464,17 (4%),464,5%,"1,673",0
lebanon,672,4,21,0,99,13,552,30 (5%),552,3%,"20,225","1,040"
costa-rica,655,6,4,0,97,9,554,10 (2%),554,1%,"10,138",386
niger,639,12,19,1,113,3,507,0 (0%),507,3%,"4,715",27
burkina-faso,565,8,36,1,321,27,208,0 (0%),208,6%,0,0
albania,548,9,26,0,302,19,220,5 (2%),220,5%,"5,311",231
nigeria,542,49,19,2,166,7,357,2 (1%),357,4%,"7,153",0
guinea,518,41,3,0,65,6,450,0 (0%),450,1%,0,0
kosovo,510,30,12,0,93,9,405,0 (0%),405,2%,0,0
uruguay,508,6,9,0,294,8,205,12 (6%),205,2%,"11,749",510
kyrgyzstan,506,17,5,0,130,16,371,5 (1%),371,1%,"26,147",0
bolivia,493,28,31,0,31,5,431,3 (1%),431,6%,"3,569","1,384"
channel-islands,484,14,21,1,73,0,390,0 (0%),390,4%,"3,320",0
honduras,457,15,46,5,10,0,401,10 (2%),401,10%,"2,396",384
san-marino,455,20,39,0,60,3,356,15 (4%),356,9%,"1,605",759
malta,426,4,3,0,99,8,324,4 (1%),324,1%,"23,253","2,089"
palestine,418,16,2,0,69,0,347,0 (0%),347,0%,"17,329",0
west-bank-and-gaza,418,16,2,0,69,0,347,0 (0%),347,0%,0,0
jordan,413,6,7,0,269,4,137,5 (4%),137,2%,"20,500",0
réunion,407,5,0,0,237,0,170,4 (2%),170,0%,0,0
taiwan,398,3,6,0,178,12,214,0 (0%),214,2%,"52,445",842
georgia,388,18,4,1,86,7,298,6 (2%),298,1%,"5,027",0
senegal,350,8,3,1,211,13,136,1 (1%),136,1%,0,0
mauritius,325,1,9,0,180,72,136,3 (2%),136,3%,"9,755",0
congo-kinshasa,307,20,25,2,26,1,256,0 (0%),256,8%,0,0
montenegro,307,4,5,0,55,0,247,7 (3%),247,2%,"3,874",0
isle-of-man,297,6,6,2,180,11,111,11 (10%),111,2%,"2,414",39
vietnam,268,0,0,0,198,21,70,8 (11%),70,0%,"206,253",0
kenya,262,16,12,1,60,7,190,2 (1%),190,5%,"10,784",0
sri-lanka,254,10,7,0,86,9,161,1 (1%),161,3%,"4,768",0
mayotte,254,9,4,0,117,0,133,6 (5%),133,2%,"1,800",100
guatemala,235,21,7,0,21,0,207,3 (1%),207,3%,"7,200",0
venezuela,227,23,9,0,117,6,101,4 (4%),101,4%,"299,714","31,211"
mali,216,45,13,0,41,7,162,0 (0%),162,6%,0,0
paraguay,202,3,8,0,35,5,159,1 (1%),159,4%,"4,950",338
el-salvador,190,13,7,0,43,5,140,1 (1%),140,4%,"10,191",924
faroe-islands,184,0,0,0,171,2,13,0 (0%),13,0%,"5,846",81
jamaica,163,20,5,0,25,0,133,0 (0%),133,3%,"1,516",92
martinique,158,0,8,0,73,0,77,17 (22%),77,5%,0,0
guadeloupe,148,3,8,0,73,6,67,13 (19%),67,5%,0,0
tanzania,147,53,5,1,11,0,131,4 (3%),131,3%,0,0
rwanda,144,1,0,0,69,4,75,0 (0%),75,0%,"6,237",0
congo-brazzaville,143,26,6,1,11,0,126,0 (0%),126,4%,0,0
brunei,137,1,1,0,113,1,23,2 (9%),23,1%,"11,254",165
somalia,135,19,7,1,2,0,126,2 (2%),126,5%,0,0
gibraltar,132,1,0,0,105,1,27,1 (4%),27,0%,"1,760",111
cambodia,122,0,0,0,98,0,24,1 (4%),24,0%,"5,768",0
madagascar,120,3,0,0,35,2,85,1 (1%),85,0%,"2,357",0
trinidad-and-tobago,114,0,8,0,20,0,86,0 (0%),86,7%,"1,298",16
gabon,108,28,1,0,7,3,100,0 (0%),100,1%,572,572
ethiopia,105,9,3,0,16,1,86,1 (1%),86,3%,"6,890",659
myanmar,98,10,5,1,5,0,88,0 (0%),88,5%,"4,065",829
burma,98,10,5,1,5,0,88,0 (0%),88,5%,0,0
french-guiana,96,10,0,0,61,10,35,2 (6%),35,0%,0,0
aruba,96,1,2,0,43,4,51,1 (2%),51,2%,"1,298",61
monaco,94,1,3,0,20,8,71,3 (4%),71,3%,0,0
togo,84,1,5,0,49,1,30,0 (0%),30,6%,"4,191",265
bermuda,83,2,5,0,35,2,43,9 (21%),43,6%,552,25
liechtenstein,79,0,1,0,55,0,23,0 (0%),23,1%,900,0
equatorial-guinea,79,28,0,0,4,0,75,0 (0%),75,0%,854,0
liberia,76,17,7,1,7,3,62,0 (0%),62,9%,0,0
barbados,75,0,5,0,15,0,55,4 (7%),55,7%,965,65
sudan,66,33,10,4,6,2,50,0 (0%),50,15%,0,0
sint-maarten,64,7,9,0,12,0,43,6 (14%),43,14%,163,0
guyana,63,8,6,0,9,1,48,4 (8%),48,10%,283,70
cayman-islands,61,1,1,0,7,1,53,3 (6%),53,2%,690,54
cabo-verde,58,2,1,0,1,0,56,0 (0%),56,2%,0,0
zambia,57,5,2,0,33,3,22,1 (5%),22,4%,"2,191",0
uganda,55,0,0,0,22,2,33,0 (0%),33,0%,"11,101","1,126"
bahamas,55,1,9,0,10,4,36,1 (3%),36,16%,0,0
libya,49,0,1,0,11,0,37,0 (0%),37,2%,699,0
macau,45,0,0,0,16,0,29,1 (3%),29,0%,0,0
haiti,44,1,3,0,0,0,41,0 (0%),41,7%,498,133
