Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,430,348",575,"85,197",25,"310,259","2,031","1,034,892","16,349 (2%)","1,034,892",6%,"10,269,996","15,109"
spain,"271,095","1,575","27,104",184,"183,227","2,757","60,764","1,534 (3%)","60,764",10%,"2,467,761",0
russia,"252,245","9,974","2,305",93,"53,530","5,527","196,410","2,300 (1%)","196,410",1%,"6,188,102","205,544"
united-kingdom,"230,853","3,243","33,259",494,937,0,"196,657","1,559 (1%)","196,657",14%,"2,094,209","87,063"
italy,"222,104",888,"31,106",195,"112,541","3,502","78,457",893 (1%),"78,457",14%,"2,735,628","61,973"
brazil,"190,137",980,"13,240",82,"78,424",0,"98,473","8,318 (8%)","98,473",7%,"735,224",0
france,"178,060",0,"27,074",83,"58,673",888,"92,313","2,428 (3%)","92,313",15%,"1,384,633",0
germany,"174,098",927,"7,861",123,"148,700","1,500","17,537","1,465 (8%)","17,537",5%,"3,147,771","392,001"
turkey,"143,114","1,639","3,952",58,"101,715","2,826","37,447",998 (3%),"37,447",3%,"1,474,003","33,332"
iran,"112,725","1,958","6,783",50,"89,428","1,071","16,514","2,735 (17%)","16,514",6%,"629,534","14,057"
china,"83,809",3,"4,634",0,"79,041",9,134,9 (7%),134,6%,0,0
india,"78,810",755,"2,564",13,"26,675",275,"49,571",0 (0%),"49,571",3%,"1,947,041","92,791"
peru,"76,306","4,247","2,169",112,"24,324","1,000","49,813",806 (2%),"49,813",3%,"553,302","21,133"
canada,"73,511",5,"5,424",0,"35,164",0,"32,923",502 (2%),"32,923",7%,"1,169,380","5,564"
belgium,"54,288",307,"8,903",60,"14,111",174,"31,274",407 (1%),"31,274",16%,"623,628","18,391"
saudi-arabia,"44,830","1,905",273,9,"17,622","2,365","26,935",147 (1%),"26,935",1%,"496,948","14,574"
netherlands,"43,211",227,"5,562",52,0,0,"37,649",432 (1%),"37,649",13%,"275,720","5,369"
mexico,"40,186","1,862","4,220",294,"26,990","1,055","8,976",378 (4%),"8,976",11%,"142,204",0
pakistan,"35,788",490,770,9,"9,695",796,"25,323",111 (0%),"25,323",2%,"330,750","13,051"
chile,"34,381","2,660",346,11,"14,865",740,"19,170",494 (3%),"19,170",1%,"313,750","10,410"
ecuador,"30,486",67,"2,334",7,"3,433",0,"24,719",190 (1%),"24,719",8%,"87,036","1,813"
switzerland,"30,413",33,"1,870",3,"27,100",300,"1,443",79 (5%),"1,443",6%,"322,084","5,232"
portugal,"28,132",219,"1,175",12,"3,182",169,"23,775",103 (0%),"23,775",4%,"566,172","12,317"
sweden,"27,909",637,"3,460",147,"4,971",0,"19,478",351 (2%),"19,478",12%,"177,500",0
qatar,"26,539","1,390",14,0,"3,143",124,"23,382",72 (0%),"23,382",0%,"139,127","3,833"
singapore,"26,098",752,21,0,"4,809",0,"21,268",19 (0%),"21,268",0%,"224,262",0
belarus,"25,825",952,146,4,"7,711",737,"17,968",92 (1%),"17,968",1%,"296,380","11,935"
ireland,"23,401",159,"1,497",9,"19,470","2,360","2,434",69 (3%),"2,434",6%,"258,808",0
united-arab-emirates,"20,386",725,206,3,"6,523",511,"13,657",1 (0%),"13,657",1%,"1,500,000",0
bangladesh,"18,863","1,041",283,14,"3,361",0,"15,219",1 (0%),"15,219",2%,"151,930","7,392"
poland,"17,469",265,869,8,"6,696",286,"9,904",160 (2%),"9,904",5%,"528,122",0
ukraine,"16,847",422,456,17,"4,143",427,"12,248",222 (2%),"12,248",3%,"202,495","10,248"
israel,"16,567",19,264,0,"12,364",132,"3,939",62 (2%),"3,939",2%,"485,922","8,771"
romania,"16,247",245,"1,046",10,"9,053","1,092","6,148",225 (4%),"6,148",6%,"286,217","8,413"
japan,"16,049",81,678,21,"8,920",389,"6,451",243 (4%),"6,451",4%,"223,667",18
indonesia,"16,006",568,"1,043",15,"3,518",231,"11,445",0 (0%),"11,445",7%,"169,195",0
austria,"15,997",36,624,1,"14,304",156,"1,069",55 (5%),"1,069",4%,"336,252","6,938"
colombia,"12,930",658,509,16,"3,133",162,"9,288",130 (1%),"9,288",4%,"165,738","14,342"
south-africa,"12,074",724,219,13,"4,745",388,"7,110",119 (2%),"7,110",2%,"386,352","16,655"
philippines,"11,876",258,790,18,"2,337",86,"8,749",77 (1%),"8,749",7%,"188,649",0
dominican-republic,"11,196",296,409,7,"3,221",0,"7,566",131 (2%),"7,566",4%,"42,615",0
kuwait,"11,028",751,82,7,"3,263",162,"7,683",169 (2%),"7,683",1%,"227,000","30,603"
south-korea,"10,991",29,260,1,"9,762",67,969,55 (6%),969,2%,"711,484","15,564"
denmark,"10,900",46,533,0,"8,850",0,"1,517",37 (2%),"1,517",5%,"357,986","12,274"
egypt,"10,431",338,556,12,"2,486",160,"7,389",41 (1%),"7,389",5%,"90,000",0
serbia,"10,295",52,222,2,"3,824",224,"6,249",22 (0%),"6,249",2%,"156,603","5,299"
panama,"8,944",161,256,4,"6,067",46,"2,621",87 (3%),"2,621",3%,"45,873","1,312"
czechia,"8,275",6,290,0,"5,058",11,"2,927",42 (1%),"2,927",4%,"334,714","7,760"
norway,"8,175",18,229,1,32,0,"7,914",23 (0%),"7,914",3%,"208,874","3,635"
australia,"6,989",9,98,0,"6,297",26,594,18 (3%),594,1%,"938,044","29,019"
argentina,"6,879",316,329,10,"2,266",404,"4,284",170 (4%),"4,284",5%,"90,474","2,927"
malaysia,"6,819",40,112,1,"5,351",70,"1,356",16 (1%),"1,356",2%,"271,721",0
morocco,"6,512",94,188,0,"3,131",140,"3,193",1 (0%),"3,193",3%,"75,870","4,055"
algeria,"6,253",186,522,7,"3,058",60,"2,673",22 (1%),"2,673",8%,"6,500",0
finland,"6,145",91,284,0,"4,300",0,"1,561",35 (2%),"1,561",5%,"133,200",0
bahrain,"5,816",285,10,1,"2,205",13,"3,601",6 (0%),"3,601",0%,"205,570","7,672"
afghanistan,"5,639",413,136,4,691,43,"4,812",7 (0%),"4,812",2%,"19,732","1,008"
kazakhstan,"5,571",154,32,0,"2,408",0,"3,131",31 (1%),"3,131",1%,"459,736","20,241"
ghana,"5,408",281,24,2,514,20,"4,870",5 (0%),"4,870",0%,"164,452","2,268"
moldova,"5,406",252,185,3,"2,176",107,"3,045",251 (8%),"3,045",3%,"20,447",0
nigeria,"4,971",184,164,6,"1,070",111,"3,737",7 (0%),"3,737",3%,"29,408",990
oman,"4,341",322,17,0,"1,303",14,"3,021",27 (1%),"3,021",0%,"50,000",0
luxembourg,"3,904",10,103,1,"3,629",19,172,22 (13%),172,3%,"57,687","1,293"
armenia,"3,860",142,49,1,"1,572",72,"2,239",10 (0%),"2,239",1%,"36,016","1,250"
hungary,"3,380",39,436,6,"1,169",67,"1,775",49 (3%),"1,775",13%,"123,258","4,758"
bolivia,"3,148",184,142,14,339,26,"2,667",3 (0%),"2,667",5%,"7,651",0
iraq,"3,032",119,115,3,"1,966",63,951,0 (0%),951,4%,"136,640","4,183"
