Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,160,840","1,410","67,448",57,"173,725","13,057","919,667","16,475 (2%)","919,667",6%,"6,931,132","6,013"
spain,"245,567","2,579","25,100",276,"146,233","3,783","74,234","2,386 (3%)","74,234",10%,"1,528,833",0
italy,"209,328","1,900","28,710",474,"79,914","1,665","100,704","1,539 (2%)","100,704",14%,"2,108,837","55,412"
united-kingdom,"183,381","4,815","28,201",622,860,4,"154,320","1,559 (1%)","154,320",15%,"1,129,907","106,083"
france,"168,396","1,050","24,760",166,"50,562",350,"93,074","3,827 (4%)","93,074",15%,"1,100,228",0
germany,"164,967",890,"6,812",76,"129,000","2,100","29,155","2,105 (7%)","29,155",4%,"2,547,052",0
russia,"134,687","10,633","1,280",58,"16,639","1,626","116,768","2,300 (2%)","116,768",1%,"4,100,000","154,482"
turkey,"124,375","1,983","3,336",78,"58,259","4,451","62,780","1,445 (2%)","62,780",3%,"1,111,366","36,318"
brazil,"97,100",541,"6,761",11,"40,937",0,"49,402","8,318 (17%)","49,402",7%,"339,552",0
iran,"96,448",802,"6,156",65,"77,350","1,032","12,942","2,787 (22%)","12,942",6%,"484,541","9,518"
china,"83,744",1,"4,634",0,"78,382",17,728,37 (5%),728,6%,0,0
canada,"57,870",1,"3,683",0,"23,801",0,"30,386",557 (2%),"30,386",6%,"832,222",0
belgium,"49,906",389,"7,844",79,"12,309",98,"29,753",674 (2%),"29,753",16%,"266,752","5,756"
peru,"42,534","2,075","1,200",76,"12,434","1,305","28,900",671 (2%),"28,900",3%,"355,604","13,106"
netherlands,"40,336",445,"4,989",94,81,0,"35,266",708 (2%),"35,266",12%,"225,899",0
india,"39,980",281,"1,323",0,"10,819",0,"27,838",0 (0%),"27,838",3%,"1,046,450","70,087"
switzerland,"29,817",112,"1,762",8,"24,200",300,"3,855",141 (4%),"3,855",6%,"276,000","4,500"
ecuador,"27,464","1,128","1,371",308,"2,132",219,"23,961",149 (1%),"23,961",5%,"73,929","1,979"
saudi-arabia,"25,459","1,362",176,7,"3,765",210,"21,518",139 (1%),"21,518",1%,"339,775","12,820"
portugal,"25,190",0,"1,023",16,"1,671",24,"22,496",150 (1%),"22,496",4%,"426,836","16,875"
mexico,"22,088","1,349","2,061",89,"13,447","1,070","6,580",378 (6%),"6,580",9%,"91,188",0
sweden,"22,082",562,"2,669",16,"1,005",0,"18,408",531 (3%),"18,408",12%,"119,500",0
ireland,"21,176",343,"1,286",21,"13,386",0,"6,504",99 (2%),"6,504",6%,"169,377","15,423"
pakistan,"19,103",81,440,3,"4,817",64,"13,846",111 (1%),"13,846",2%,"203,025","9,166"
chile,"18,435","1,427",247,13,"9,572",554,"8,616",425 (5%),"8,616",1%,"199,400","9,967"
singapore,"18,205",657,17,0,"1,347",0,"16,841",24 (0%),"16,841",0%,"143,919",0
israel,"16,193",8,230,1,"9,634",41,"6,329",103 (2%),"6,329",1%,"397,046","7,024"
belarus,"15,828",911,97,4,"3,117",199,"12,614",92 (1%),"12,614",1%,"195,430","9,168"
austria,"15,597",39,598,2,"13,228",48,"1,771",114 (6%),"1,771",4%,"274,355","4,736"
qatar,"14,872",776,12,0,"1,534",98,"13,326",72 (1%),"13,326",0%,"101,728","4,002"
japan,"14,571",266,474,19,"3,205",230,"10,892",324 (3%),"10,892",3%,"181,527","7,377"
united-arab-emirates,"13,599",561,119,8,"2,664",121,"10,816",1 (0%),"10,816",1%,"1,200,000",0
poland,"13,375",270,664,13,"3,762",271,"8,949",160 (2%),"8,949",5%,"366,013","11,385"
romania,"12,732",165,771,27,"4,547",219,"7,414",265 (4%),"7,414",6%,"190,540","6,852"
ukraine,"11,913",502,288,9,"1,548",50,"10,077",158 (2%),"10,077",2%,"129,723","6,971"
indonesia,"11,192",349,845,14,"1,876",211,"8,471",0 (0%),"8,471",8%,"112,965","5,022"
south-korea,"10,793",13,250,0,"9,183",60,"1,360",55 (4%),"1,360",2%,"630,973","7,904"
denmark,"9,594",96,475,15,"7,073",160,"2,046",60 (3%),"2,046",5%,"221,912","15,336"
serbia,"9,362",157,189,4,"1,426",47,"7,747",57 (1%),"7,747",2%,"96,637","5,086"
philippines,"9,223",295,607,4,"1,214",90,"7,402",31 (0%),"7,402",7%,"115,287",275
bangladesh,"8,790",552,175,5,177,3,"8,438",1 (0%),"8,438",2%,"76,066","5,827"
norway,"7,809",26,211,1,32,0,"7,566",37 (0%),"7,566",3%,"172,586",0
czechia,"7,755",18,245,5,"3,461",89,"4,049",67 (2%),"4,049",3%,"253,826","4,192"
dominican-republic,"7,578",290,326,13,"1,481",94,"5,771",144 (2%),"5,771",4%,"30,102","4,734"
colombia,"7,285",279,324,10,"1,666",115,"5,295",118 (2%),"5,295",4%,"108,950","4,293"
panama,"7,090",370,197,5,641,19,"6,252",85 (1%),"6,252",3%,"31,895",0
australia,"6,799",16,95,1,"5,814",25,890,29 (3%),890,1%,"630,681","19,098"
south-africa,"6,336",385,123,7,"2,549",167,"3,664",36 (1%),"3,664",2%,"230,686","13,164"
malaysia,"6,298",122,105,2,"4,413",87,"1,780",27 (2%),"1,780",2%,"184,213",0
egypt,"6,193",298,415,9,"1,522",62,"4,256",0 (0%),"4,256",7%,"90,000",0
finland,"5,176",125,220,2,"3,000",0,"1,956",52 (3%),"1,956",4%,"101,800","4,200"
morocco,"4,729",160,173,2,"1,256",173,"3,300",1 (0%),"3,300",4%,"39,367","2,361"
argentina,"4,681",149,237,8,"1,320",0,"3,124",157 (5%),"3,124",5%,"63,866",0
kuwait,"4,619",242,33,3,"1,703",101,"2,883",69 (2%),"2,883",1%,"179,000",0
algeria,"4,295",141,459,6,"1,872",51,"1,964",22 (1%),"1,964",11%,"6,500",0
moldova,"4,052",72,124,2,"1,334",62,"2,594",237 (9%),"2,594",3%,"11,763",0
kazakhstan,"3,857",260,25,0,985,63,"2,847",41 (1%),"2,847",1%,"282,862","14,328"
luxembourg,"3,812",10,92,0,"3,318",105,402,23 (6%),402,2%,"47,460","2,565"
bahrain,"3,284",114,8,0,"1,568",13,"1,708",1 (0%),"1,708",0%,"139,354","5,272"
hungary,"2,998",56,340,5,629,4,"2,029",51 (3%),"2,029",11%,"82,010","2,459"
thailand,"2,969",3,54,0,"2,739",7,176,61 (35%),176,2%,"178,083",0
afghanistan,"2,704",235,85,13,345,14,"2,274",7 (0%),"2,274",3%,"11,068",0
greece,"2,620",8,143,3,"1,374",0,"1,103",37 (3%),"1,103",5%,"78,207",956
oman,"2,568",85,12,0,750,0,"1,806",17 (1%),"1,806",0%,"40,459",0
nigeria,"2,388",218,85,17,351,0,"1,952",2 (0%),"1,952",4%,"16,588",829
armenia,"2,386",113,35,2,"1,035",25,"1,316",10 (1%),"1,316",1%,"24,177","1,035"
iraq,"2,219",66,95,1,"1,473",59,651,0 (0%),651,4%,"98,253","2,854"
ghana,"2,169",95,18,1,229,17,"1,922",4 (0%),"1,922",1%,"113,497",0
uzbekistan,"2,127",9,9,0,"1,271",0,847,8 (1%),847,0%,"242,536",0
croatia,"2,088",3,77,2,"1,463",42,548,17 (3%),548,4%,"37,557",640
cameroon,"2,077",245,64,3,953,19,"1,060",12 (1%),"1,060",3%,0,0
azerbaijan,"1,894",40,25,0,"1,411",46,458,17 (4%),458,1%,"152,597","5,967"
bosnia-and-herzegovina,"1,839",58,72,2,779,24,988,4 (0%),988,4%,"32,783",605
iceland,"1,798",0,10,0,"1,706",17,82,0 (0%),82,1%,"50,002",867
estonia,"1,700",1,55,2,259,3,"1,386",7 (1%),"1,386",3%,"55,206",742
cuba,"1,611",74,66,2,765,51,780,10 (1%),780,4%,"51,506","2,097"
bulgaria,"1,611",17,72,0,308,21,"1,231",40 (3%),"1,231",4%,"47,636",0
guinea,"1,586",49,7,0,405,63,"1,174",0 (0%),"1,174",0%,0,0
north-macedonia,"1,506",12,82,1,852,45,572,21 (4%),572,5%,"16,997",199
new-zealand,"1,487",2,20,0,"1,266",3,201,0 (0%),201,1%,"150,223","4,634"
bolivia,"1,470",241,71,5,159,25,"1,240",3 (0%),"1,240",5%,"5,791",0
slovenia,"1,439",5,94,2,239,6,"1,106",21 (2%),"1,106",7%,"55,020","2,072"
lithuania,"1,410",4,46,0,635,3,729,17 (2%),729,3%,"141,678","3,408"
slovakia,"1,408",1,24,0,619,11,765,7 (1%),765,2%,"96,220","1,450"
ivory-coast,"1,362",29,15,0,622,25,725,0 (0%),725,1%,"10,508",435
senegal,"1,115",91,9,0,368,12,738,1 (0%),738,1%,466,0
djibouti,"1,112",15,2,0,686,14,424,0 (0%),424,0%,"13,856",105
hong-kong,"1,040",0,4,0,864,5,172,4 (2%),172,0%,"154,989",0
honduras,"1,010",111,76,1,116,4,818,10 (1%),818,8%,"4,669","1,026"
tunisia,"1,009",11,42,1,323,7,644,25 (4%),644,4%,"24,055",529
