Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,322,164","1,310","78,616",39,"223,749",587,"1,019,799","16,978 (2%)","1,019,799",6%,"8,638,846","27,299"
spain,"260,117","3,262","26,299",229,"168,408","4,489","65,410","2,075 (3%)","65,410",10%,"1,932,455",0
italy,"217,185","1,327","30,201",243,"99,023","2,747","87,961","1,168 (1%)","87,961",14%,"2,445,063","63,775"
united-kingdom,"212,502","4,651","31,311",626,919,18,"180,272","1,559 (1%)","180,272",15%,"1,631,561","97,028"
russia,"198,676","10,817","1,827",104,"31,916","5,308","164,933","2,300 (1%)","164,933",1%,"5,221,964","241,964"
france,"176,079","1,288","26,230",243,"55,782",755,"94,067","2,868 (3%)","94,067",15%,"1,384,633",0
germany,"170,588","1,158","7,510",118,"141,700","1,800","21,378","1,712 (8%)","21,378",4%,"2,755,770",0
brazil,"146,894","1,002","10,017",25,"59,297","3,947","77,580","8,318 (11%)","77,580",7%,"339,552",0
turkey,"135,569","1,848","3,689",48,"86,396","3,412","45,484","1,219 (3%)","45,484",3%,"1,298,806","33,687"
iran,"104,691","1,556","6,541",55,"83,837","1,093","14,313","2,711 (19%)","14,313",6%,"558,899","14,197"
china,"83,761",2,"4,634",0,"78,786",49,341,18 (5%),341,6%,0,0
canada,"67,617",48,"4,696",3,"30,406",0,"32,515",502 (2%),"32,515",7%,"1,032,088",0
peru,"61,847","3,321","1,714",87,"19,012",624,"41,121",730 (2%),"41,121",3%,"473,190","25,170"
india,"59,765",72,"1,986",1,"17,897",10,"39,882",0 (0%),"39,882",3%,"1,523,213","85,425"
belgium,"52,596",585,"8,581",60,"13,411",210,"30,604",502 (2%),"30,604",16%,"540,643","25,410"
netherlands,"42,093",218,"5,359",69,0,0,"36,734",564 (2%),"36,734",13%,"249,655",0
saudi-arabia,"35,432","1,701",229,10,"9,120","1,322","26,083",141 (1%),"26,083",1%,"418,722","13,037"
mexico,"31,522","1,906","3,160",199,"20,314","2,533","8,048",378 (5%),"8,048",10%,"123,446","12,530"
switzerland,"30,207",81,"1,823",13,"26,100",200,"2,284",101 (4%),"2,284",6%,"301,675","11,310"
ecuador,"28,818",0,"1,704",0,"3,433",0,"23,681",156 (1%),"23,681",6%,"82,312",0
pakistan,"27,474","1,039",618,19,"7,756",226,"19,100",111 (1%),"19,100",2%,"270,025","12,778"
portugal,"27,268",553,"1,114",9,"2,422",164,"23,732",127 (1%),"23,732",4%,"501,718","15,793"
chile,"25,972","1,391",294,9,"12,160",496,"13,518",508 (4%),"13,518",1%,"255,961","11,735"
sweden,"25,265",642,"3,175",135,"4,971",0,"17,119",425 (2%),"17,119",13%,"148,500",0
ireland,"22,541",156,"1,429",26,"17,110",0,"4,002",76 (2%),"4,002",6%,"214,761",0
singapore,"22,460",753,20,0,"2,040",0,"20,400",22 (0%),"20,400",0%,"175,604",0
belarus,"21,101",933,121,5,"5,484",417,"15,496",92 (1%),"15,496",1%,"240,146","10,680"
qatar,"20,201","1,311",12,0,"2,370",84,"17,819",72 (0%),"17,819",0%,"120,458","3,963"
united-arab-emirates,"16,793",553,174,9,"3,837",265,"12,782",1 (0%),"12,782",1%,"1,200,000",0
israel,"16,444",8,245,0,"11,313",84,"4,886",78 (2%),"4,886",1%,"451,028","8,103"
austria,"15,833",59,615,1,"13,928",92,"1,290",79 (6%),"1,290",4%,"311,690","7,621"
japan,"15,575",98,590,13,"5,146",228,"9,839",300 (3%),"9,839",4%,"202,013","11,983"
poland,"15,510",144,777,1,"5,437",253,"9,296",160 (2%),"9,296",5%,"443,506",0
romania,"14,811",312,923,35,"6,423",279,"7,465",232 (3%),"7,465",6%,"237,280","10,667"
ukraine,"14,710",515,376,15,"2,909",203,"11,425",190 (2%),"11,425",3%,"167,107","7,952"
bangladesh,"13,770",636,214,8,"2,414",313,"11,142",1 (0%),"11,142",2%,"116,919","5,518"
indonesia,"13,645",533,959,16,"2,607",113,"10,079",0 (0%),"10,079",7%,"150,887","7,106"
south-korea,"10,840",18,256,0,"9,568",84,"1,016",55 (5%),"1,016",2%,"660,030","5,167"
philippines,"10,610",147,704,8,"1,842",108,"8,064",31 (0%),"8,064",7%,"151,080",0
