Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,238,040","1,053","72,284",43,"200,669",985,"965,087","16,179 (2%)","965,087",6%,"7,727,938","30,847"
spain,"250,561","2,260","25,613",185,"154,718","3,085","70,230","2,254 (3%)","70,230",10%,"1,932,455",0
italy,"213,013","1,075","29,315",236,"85,231","2,352","98,467","1,427 (1%)","98,467",14%,"2,246,666","55,263"
united-kingdom,"196,120",1,"29,497",0,864,0,"165,759","1,559 (1%)","165,759",15%,"1,383,842",0
france,"170,551","1,089","25,531",330,"52,736","1,365","92,284","3,430 (4%)","92,284",15%,"1,100,228",0
germany,"167,007",855,"6,993",0,"135,100","2,400","24,914","1,937 (8%)","24,914",4%,"2,547,052",0
russia,"165,929","10,559","1,537",86,"21,327","1,462","143,065","2,300 (2%)","143,065",1%,"4,633,731","173,374"
turkey,"129,491","1,832","3,520",59,"73,285","5,119","52,686","1,338 (3%)","52,686",3%,"1,204,421","33,283"
brazil,"115,953","1,238","7,958",37,"48,221",0,"59,774","8,318 (14%)","59,774",7%,"339,552",0
iran,"99,970","1,323","6,340",63,"80,475","1,096","13,155","2,685 (20%)","13,155",6%,"519,543","11,255"
china,"83,753",2,"4,634",0,"78,689",48,430,26 (6%),430,6%,0,0
canada,"63,158",8,"4,189",4,"26,993",55,"31,976",502 (2%),"31,976",7%,"940,567","21,199"
peru,"51,189","3,817","1,444",100,"15,413",986,"34,332",709 (2%),"34,332",3%,"406,579","21,087"
belgium,"50,781",272,"8,339",323,"12,731",290,"29,711",646 (2%),"29,711",16%,"474,176","17,982"
india,"49,436",36,"1,695",2,"14,183",41,"33,558",0 (0%),"33,558",3%,"1,276,781","84,835"
netherlands,"41,188",318,"5,170",86,82,1,"35,936",644 (2%),"35,936",13%,"235,909",0
ecuador,"31,881",0,"1,569",0,"3,433",0,"26,879",159 (1%),"26,879",5%,"80,171",0
saudi-arabia,"30,251","1,595",200,9,"5,431",955,"24,620",143 (1%),"24,620",1%,"376,607","11,514"
switzerland,"30,009",28,"1,795",11,"25,400",200,"2,814",121 (4%),"2,814",6%,"286,403","3,653"
mexico,"26,025","1,120","2,507",236,"16,810",872,"6,708",378 (6%),"6,708",10%,"100,041",0
portugal,"25,702",178,"1,074",11,"1,743",31,"22,885",134 (1%),"22,885",4%,"469,435","19,435"
