Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"763,579","25,714","40,524","1,562","70,938","3,285","652,117","13,566 (2%)","652,117",5%,"3,861,382","143,316"
spain,"198,674","4,258","20,453",0,"77,357","2,560","100,864","7,371 (7%)","100,864",10%,"930,230",0
italy,"178,972","3,047","23,660",433,"47,055","2,128","108,257","2,635 (2%)","108,257",13%,"1,356,541","50,708"
france,"152,894","1,101","19,718",395,"36,578",595,"96,598","5,744 (6%)","96,598",13%,"463,662",0
germany,"145,184","1,709","4,586",109,"88,000","2,600","52,598","2,889 (5%)","52,598",3%,"1,728,357",0
united-kingdom,"121,132","5,858","16,093",596,428,22,"104,611","1,559 (1%)","104,611",13%,"482,063","21,626"
turkey,"86,306","3,977","2,017",127,"11,976","1,523","72,313","1,922 (3%)","72,313",2%,"634,277","35,344"
china,"83,741",18,"4,636",0,"77,651",73,"1,454",85 (6%),"1,454",6%,0,0
iran,"82,211","1,343","5,118",87,"57,023","1,036","20,070","3,456 (17%)","20,070",6%,"341,662","11,525"
russia,"42,853","6,060",361,48,"3,291",234,"39,201",8 (0%),"39,201",1%,"1,940,000","108,108"
brazil,"38,654","1,932","2,462",101,"22,130","8,104","14,062","6,634 (47%)","14,062",6%,"62,985",0
belgium,"38,496","1,313","5,683",230,"8,757",409,"24,056","1,081 (4%)","24,056",15%,"153,778","7,781"
canada,"35,056",753,"1,587",117,"11,843",636,"21,626",557 (3%),"21,626",5%,"536,062","19,846"
netherlands,"32,819","1,070","3,696",84,311,5,"28,812","1,176 (4%)","28,812",11%,"154,911",0
switzerland,"27,740",336,"1,393",25,"17,800",700,"8,547",386 (5%),"8,547",5%,"221,263","4,863"
portugal,"20,206",521,714,27,610,0,"18,882",224 (1%),"18,882",4%,"235,878",0
india,"17,615","1,893",559,38,"2,854",391,"14,202",0 (0%),"14,202",3%,"401,586","66,463"
peru,"15,628","1,208",400,52,"6,811",127,"8,417",167 (2%),"8,417",3%,"143,745","7,850"
ireland,"15,251",493,610,39,77,0,"14,564",294 (2%),"14,564",4%,"90,646",0
austria,"14,749",78,452,9,"10,501",287,"3,796",204 (5%),"3,796",3%,"179,243","3,311"
sweden,"14,385",563,"1,540",29,550,0,"12,295",450 (4%),"12,295",11%,"74,600",0
israel,"13,491",226,172,8,"3,754",298,"9,565",146 (2%),"9,565",1%,"187,250",0
japan,"10,797",501,236,14,"1,159",90,"9,402",217 (2%),"9,402",2%,"112,816","1,491"
south-korea,"10,661",8,234,2,"8,042",105,"2,385",55 (2%),"2,385",2%,"559,109","12,646"
chile,"10,088",358,133,7,"4,338",303,"5,617",360 (6%),"5,617",1%,"113,649","4,758"
ecuador,"9,468",446,474,18,"1,061",53,"7,933",124 (2%),"7,933",5%,"31,809",887
saudi-arabia,"9,362","1,088",97,5,"1,398",69,"7,867",97 (1%),"7,867",1%,"180,000","30,000"
poland,"9,287",545,360,13,"1,040",59,"7,887",160 (2%),"7,887",4%,"204,246","11,286"
romania,"8,746",328,451,30,"1,892",162,"6,403",256 (4%),"6,403",5%,"93,611","2,620"
pakistan,"8,348",710,168,25,"1,868",36,"6,312",46 (1%),"6,312",2%,"98,522","5,974"
denmark,"7,569",143,355,9,"4,317",297,"2,897",84 (3%),"2,897",5%,"94,277","2,840"
mexico,"7,497",622,650,104,"2,627",502,"4,220",207 (5%),"4,220",9%,"49,167",802
norway,"7,078",42,165,1,32,0,"6,881",58 (1%),"6,881",2%,"142,166","2,498"
united-arab-emirates,"6,781",479,41,4,"1,286",98,"5,454",1 (0%),"5,454",1%,"767,000",0
czechia,"6,746",140,186,5,"1,298",71,"5,262",84 (2%),"5,262",3%,"168,096","5,563"
australia,"6,612",26,71,1,"4,230",63,"2,311",48 (2%),"2,311",1%,"420,996","14,486"
singapore,"6,588",596,11,0,768,28,"5,809",22 (0%),"5,809",0%,"94,796",0
indonesia,"6,575",327,582,47,686,55,"5,307",0 (0%),"5,307",9%,"42,219","2,797"
serbia,"6,318",324,122,5,753,116,"5,443",120 (2%),"5,443",2%,"38,701","2,673"
philippines,"6,259",172,409,12,572,56,"5,278",1 (0%),"5,278",7%,"59,928","3,880"
ukraine,"5,449",343,141,8,347,72,"4,961",45 (1%),"4,961",3%,"57,111","4,577"
qatar,"5,448",440,8,0,518,8,"4,922",37 (1%),"4,922",0%,"62,538","2,399"
malaysia,"5,389",84,89,1,"3,197",95,"2,103",46 (2%),"2,103",2%,"103,892","3,098"
belarus,"4,779",0,45,3,342,0,"4,392",65 (1%),"4,392",1%,"86,813",0
dominican-republic,"4,680",345,226,9,363,51,"4,091",114 (3%),"4,091",5%,"15,583","1,210"
panama,"4,273",63,120,4,140,18,"4,013",96 (2%),"4,013",3%,"19,091",532
colombia,"3,792",171,179,13,711,20,"2,902",98 (3%),"2,902",5%,"62,746","3,744"
finland,"3,783",102,94,4,"1,700",0,"1,989",68 (3%),"1,989",2%,"57,300","1,700"
luxembourg,"3,550",13,73,1,627,26,"2,850",31 (1%),"2,850",2%,"33,666",414
south-africa,"3,158",124,54,2,903,0,"2,201",36 (2%),"2,201",2%,"114,711","6,690"
egypt,"3,144",112,239,15,732,31,"2,173",0 (0%),"2,173",8%,"55,000",0
morocco,"2,855",170,141,4,327,13,"2,387",1 (0%),"2,387",5%,"15,123","1,434"
argentina,"2,839",170,132,9,685,19,"2,022",127 (6%),"2,022",5%,"30,942","2,292"
thailand,"2,765",32,47,0,"1,928",141,790,61 (8%),790,2%,"100,498",0
algeria,"2,629",95,375,8,"1,047",153,"1,207",40 (3%),"1,207",14%,"6,500","3,141"
moldova,"2,472",94,67,10,457,66,"1,948",80 (4%),"1,948",3%,"10,488",640
bangladesh,"2,456",312,91,7,75,9,"2,290",1 (0%),"2,290",4%,"23,941","2,634"
greece,"2,235",11,110,2,269,0,"1,856",67 (4%),"1,856",5%,"53,290","2,519"
hungary,"1,916",82,189,17,250,19,"1,477",61 (4%),"1,477",10%,"46,353","2,452"
kuwait,"1,915",164,7,1,305,25,"1,603",38 (2%),"1,603",0%,0,0
bahrain,"1,881",108,7,0,759,4,"1,115",2 (0%),"1,115",0%,"85,126","2,558"
croatia,"1,871",39,47,8,709,94,"1,115",23 (2%),"1,115",3%,"24,186","2,539"
iceland,"1,771",11,9,0,"1,291",0,471,3 (1%),471,1%,"41,091",0
kazakhstan,"1,676",61,17,0,400,23,"1,259",22 (2%),"1,259",1%,"100,878",0
uzbekistan,"1,565",75,5,0,225,31,"1,335",8 (1%),"1,335",0%,"136,000",0
iraq,"1,539",26,82,0,"1,009",56,448,0 (0%),448,5%,"56,147","2,192"
estonia,"1,528",16,40,2,164,2,"1,324",10 (1%),"1,324",3%,"40,333",728
