Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"644,348",840,"30,983","2,477","48,708",29,"564,657","13,487 (2%)","564,657",5%,"3,258,879",455
spain,"180,659","3,015","18,812",104,"70,853",0,"90,994","7,371 (8%)","90,994",10%,"650,755",0
italy,"165,155","2,667","21,645",578,"38,092",962,"105,418","3,079 (3%)","105,418",13%,"1,117,404","43,715"
france,"147,863","4,560","17,167","1,438","30,955","2,150","99,741","6,457 (6%)","99,741",12%,"333,807",0
germany,"134,753","2,543","3,804",309,"72,600","4,400","58,349","4,288 (7%)","58,349",3%,"1,728,357","410,470"
united-kingdom,"99,478",33,"12,893",0,365,2,"86,220","1,559 (2%)","86,220",13%,"398,916",0
china,"83,338",46,"3,346",0,"78,341",65,"1,651",95 (6%),"1,651",4%,0,0
iran,"76,389","1,512","4,777",94,"49,933","1,804","21,679","3,643 (17%)","21,679",6%,"299,204","11,845"
turkey,"69,392","4,281","1,518",115,"5,674",875,"62,200","1,820 (3%)","62,200",2%,"477,716","34,090"
belgium,"34,809","1,236","4,857",417,"7,562",455,"22,390","1,182 (5%)","22,390",14%,"128,132",0
brazil,"28,912",302,"1,760",3,"14,026",0,"13,126",296 (2%),"13,126",6%,"62,985",0
canada,"28,379","1,482","1,010",112,"8,937",765,"18,432",557 (3%),"18,432",4%,"462,353","24,878"
netherlands,"28,299",736,"3,144",190,294,7,"24,861","1,279 (5%)","24,861",11%,"140,845","5,873"
russia,"27,938","3,448",232,34,"2,304",318,"25,402",8 (0%),"25,402",1%,"1,613,413","95,421"
switzerland,"26,336",400,"1,239",65,"15,400","1,700","9,697",386 (4%),"9,697",5%,"199,000",0
portugal,"18,091",643,599,32,383,36,"17,109",208 (1%),"17,109",3%,"208,314","16,634"
austria,"14,412",62,393,0,"8,098",0,"5,921",232 (4%),"5,921",3%,"156,801",0
israel,"12,591",90,140,10,"2,624",61,"9,827",174 (2%),"9,827",1%,"187,250","69,911"
ireland,"12,547","1,068",444,38,77,52,"12,026",158 (1%),"12,026",4%,"90,646",0
india,"12,456",134,423,18,"1,513",81,"10,520",0 (0%),"10,520",3%,"274,599","29,706"
