Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,645,353",707,"97,655",20,"403,228","5,917","1,144,470","17,109 (1%)","1,144,470",6%,"13,920,391","37,743"
russia,"335,882","9,434","3,388",139,"107,936","8,111","224,558","2,300 (1%)","224,558",1%,"8,402,747","276,121"
brazil,"332,382","1,492","21,116",68,"135,430",0,"175,836","8,318 (5%)","175,836",6%,"735,224",0
spain,"281,904","1,787","28,628",688,"196,958",0,"56,318","1,152 (2%)","56,318",10%,"3,037,840",0
united-kingdom,"254,195","3,287","36,393",351,0,0,"217,802","1,559 (1%)","217,802",14%,"3,231,921","141,355"
italy,"228,658",652,"32,616",130,"136,720","2,160","59,322",595 (1%),"59,322",14%,"3,318,778","75,380"
france,"182,219",393,"28,289",74,"64,209",351,"89,721","1,701 (2%)","89,721",16%,"1,384,633",0
germany,"179,713",692,"8,352",43,"159,000","1,000","12,361",965 (8%),"12,361",5%,"3,595,059",0
turkey,"154,500",952,"4,276",27,"116,111","1,121","34,113",800 (2%),"34,113",3%,"1,767,495","37,507"
iran,"131,652","2,311","7,300",51,"102,276","1,712","22,076","2,659 (12%)","22,076",6%,"763,913","17,868"
india,"125,149",355,"3,728",2,"51,824",0,"69,597",0 (0%),"69,597",3%,"2,834,798","115,364"
peru,"111,698","2,929","3,244",96,"44,848","1,261","63,606",886 (1%),"63,606",3%,"750,526","14,026"
china,"82,971",4,"4,634",0,"78,255",6,82,8 (10%),82,6%,0,0
canada,"82,480",0,"6,284",0,"42,594",0,"33,602",502 (1%),"33,602",8%,"1,405,208",0
saudi-arabia,"67,719","2,642",364,13,"39,003","2,963","28,352",302 (1%),"28,352",1%,"667,057","15,899"
mexico,"62,527","2,960","6,989",479,"42,725","2,068","12,813",378 (3%),"12,813",11%,"201,838",0
chile,"61,857","4,276",630,41,"25,342","1,350","35,885",986 (3%),"35,885",1%,"442,093","16,090"
belgium,"56,810",299,"9,237",25,"15,155",32,"32,418",259 (1%),"32,418",16%,"768,706","11,378"
pakistan,"52,437","1,743","1,101",34,"16,653","1,452","34,683",111 (0%),"34,683",2%,"460,692","14,705"
netherlands,"44,888",188,"5,788",13,0,0,"39,100",252 (1%),"39,100",13%,"313,755","11,360"
qatar,"40,481","1,830",19,2,"7,893",605,"32,569",175 (1%),"32,569",0%,"180,642","5,160"
ecuador,"35,828",522,"3,056",117,"3,557",0,"29,215",191 (1%),"29,215",9%,"104,330","2,750"
belarus,"34,303",932,190,5,"12,833",776,"21,280",92 (0%),"21,280",1%,"419,004","15,768"
sweden,"32,809",637,"3,925",54,"4,971",0,"23,913",265 (1%),"23,913",12%,"209,900",0
bangladesh,"32,078","1,873",452,20,"6,486",296,"25,140",1 (0%),"25,140",1%,"234,675","10,834"
singapore,"31,068",642,23,0,"12,995",0,"18,050",8 (0%),"18,050",0%,"294,414",0
switzerland,"30,707",13,"1,903",5,"27,900",0,904,51 (6%),904,6%,"364,321","2,629"
portugal,"30,200",288,"1,289",12,"7,590","1,138","21,321",84 (0%),"21,321",4%,"689,705","15,705"
united-arab-emirates,"27,892",994,241,4,"13,798","1,043","13,853",1 (0%),"13,853",1%,"1,600,923",0
ireland,"24,506",115,"1,592",9,"21,060",0,"1,854",54 (3%),"1,854",7%,"295,626",0
indonesia,"21,745",949,"1,351",25,"5,249",192,"15,145",0 (0%),"15,145",6%,"229,334",0
poland,"20,838",219,990,8,"8,977",246,"10,871",160 (1%),"10,871",5%,"719,571",0
ukraine,"20,580",432,605,17,"6,929",344,"13,046",256 (2%),"13,046",3%,"277,712","10,527"
south-africa,"20,125",988,397,28,"10,104","1,154","9,624",119 (1%),"9,624",2%,"543,032","17,599"
kuwait,"19,564",955,138,9,"5,515",310,"13,911",180 (1%),"13,911",1%,"264,959","3,888"
colombia,"19,131",801,682,30,"4,575",144,"13,874",136 (1%),"13,874",4%,"214,536",0
romania,"17,712",127,"1,166",10,"10,777",196,"5,769",200 (3%),"5,769",7%,"352,647","10,181"
israel,"16,712",22,279,0,"14,085",170,"2,348",47 (2%),"2,348",2%,"536,306","5,182"
japan,"16,513",128,796,25,"13,005",719,"2,712",176 (6%),"2,712",5%,"265,502","7,225"
austria,"16,486",50,639,4,"15,037",32,810,28 (3%),810,4%,"396,363","5,875"
egypt,"15,786",783,707,11,"4,374",157,"10,705",41 (0%),"10,705",4%,"135,000",0
dominican-republic,"13,989",332,456,8,"7,572",206,"5,961",113 (2%),"5,961",3%,"61,330",0
philippines,"13,777",180,863,6,"3,177",85,"9,737",81 (1%),"9,737",6%,"278,041",0
denmark,"11,230",48,561,0,"9,764",121,905,23 (3%),905,5%,"514,765","10,499"
south-korea,"11,165",23,266,2,"10,194",32,705,15 (2%),705,2%,"814,420","12,002"
serbia,"11,024",105,237,0,"5,541",171,"5,246",12 (0%),"5,246",2%,"209,797","5,998"
argentina,"10,649",718,433,17,"3,062",30,"7,154",171 (2%),"7,154",4%,"121,278","4,589"
panama,"10,267",151,295,4,"6,275",30,"3,697",72 (2%),"3,697",3%,"55,018","1,090"
afghanistan,"9,998",782,216,11,"1,040",44,"8,742",19 (0%),"8,742",2%,"29,417","1,528"
czechia,"8,813",59,312,6,"6,025",99,"2,476",29 (1%),"2,476",4%,"387,127","7,377"
bahrain,"8,414",240,12,0,"4,096",223,"4,306",7 (0%),"4,306",0%,"269,179","7,072"
norway,"8,332",23,235,0,"7,727","7,695",370,13 (4%),370,3%,"229,769","6,724"
kazakhstan,"7,919",322,35,0,"4,096",0,"3,788",31 (1%),"3,788",0%,"635,712","22,715"
algeria,"7,918",190,582,7,"4,256",194,"3,080",22 (1%),"3,080",7%,0,0
morocco,"7,332",121,197,1,"4,377",97,"2,758",1 (0%),"2,758",3%,"123,402","10,405"
nigeria,"7,261",245,221,10,"2,007",100,"5,033",7 (0%),"5,033",3%,"41,907","1,864"
oman,"7,257",463,34,0,"1,848",27,"5,375",31 (1%),"5,375",0%,"72,000",0
malaysia,"7,185",48,115,0,"5,912",53,"1,158",9 (1%),"1,158",2%,"500,469","8,740"
australia,"7,111",16,102,1,"6,494",15,515,5 (1%),515,1%,"1,191,127","20,445"
moldova,"6,847",143,237,4,"3,369",416,"3,241",251 (8%),"3,241",3%,"40,565",0
ghana,"6,617",131,31,0,"1,976",25,"4,610",16 (0%),"4,610",0%,"193,705","1,511"
finland,"6,568",31,306,0,"4,800",0,"1,462",21 (1%),"1,462",5%,"165,600","2,600"
armenia,"6,302",374,77,3,"2,936",62,"3,289",10 (0%),"3,289",1%,"49,080","1,426"
bolivia,"5,579",392,230,15,575,14,"4,774",3 (0%),"4,774",4%,"14,803",0
cameroon,"4,400",112,159,3,"1,822",14,"2,419",28 (1%),"2,419",4%,0,0
luxembourg,"3,981",1,109,0,"3,748",7,124,5 (4%),124,3%,"65,724",743
iraq,"3,964",87,147,7,"2,532",49,"1,285",0 (0%),"1,285",4%,"175,830","26,129"
