Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"849,092",0,"47,681",133,"84,050",72,"717,361","14,016 (2%)","717,361",6%,"4,326,648","3,397"
spain,"213,024","4,635","22,157",440,"89,250","3,335","101,617","7,705 (8%)","101,617",10%,"930,230",0
italy,"187,327","3,370","25,085",437,"54,543","2,943","107,699","2,384 (2%)","107,699",13%,"1,513,251","63,101"
france,"159,877","1,827","21,340",544,"40,657","1,476","97,880","5,218 (5%)","97,880",13%,"463,662",0
germany,"150,729",81,"5,315",0,"103,300","3,900","42,114","2,908 (7%)","42,114",4%,"2,072,669",0
united-kingdom,"134,597","4,466","18,149",773,670,41,"115,778","1,559 (1%)","115,778",13%,"559,935","24,593"
turkey,"98,674","3,083","2,376",117,"16,477","1,559","79,821","1,814 (2%)","79,821",2%,"750,944","37,535"
iran,"85,996","1,194","5,391",94,"63,113","2,148","17,492","3,311 (19%)","17,492",6%,"377,396","11,673"
china,"83,812",8,"4,636",0,"77,866",50,"1,310",63 (5%),"1,310",6%,0,0
russia,"62,773","4,774",555,42,"4,891",471,"57,327","2,300 (4%)","57,327",1%,"2,401,616","151,616"
brazil,"46,182",425,"2,924",18,"25,318",0,"17,940","8,318 (46%)","17,940",6%,"291,922",0
belgium,"42,797",908,"6,490",228,"9,800",367,"26,507",993 (4%),"26,507",15%,"171,400",0
canada,"41,608","2,261","2,077",168,"13,986",798,"25,545",557 (2%),"25,545",5%,"569,878","3,947"
netherlands,"35,015",2,"4,068",1,90,0,"30,857","1,050 (3%)","30,857",12%,"171,415",0
switzerland,"28,268",205,"1,509",31,"19,900",500,"6,859",386 (6%),"6,859",5%,"227,554",0
portugal,"21,982",603,785,23,"1,143",226,"20,054",207 (1%),"20,054",4%,"284,741","12,779"
india,"21,797",427,681,0,"4,376",6,"16,740",0 (0%),"16,740",3%,"500,542","37,921"
peru,"19,250","1,413",530,46,"7,027",45,"11,693",396 (3%),"11,693",3%,"170,400","14,676"
ireland,"16,671",631,769,39,"9,233",0,"6,669",147 (2%),"6,669",5%,"111,584",0
sweden,"16,004",682,"1,937",172,550,0,"13,517",515 (4%),"13,517",12%,"94,500",0
austria,"15,002",77,522,12,"11,694",366,"2,786",169 (6%),"2,786",3%,"205,835","4,041"
israel,"14,592",94,191,2,"5,334",119,"9,067",136 (1%),"9,067",1%,"240,303",0
saudi-arabia,"12,772","1,141",114,5,"1,812",172,"10,846",82 (1%),"10,846",1%,"200,000",0
japan,"11,950",438,299,18,"1,424",68,"10,227",241 (2%),"10,227",3%,"130,587","6,037"
chile,"11,296",464,160,13,"5,386",417,"5,750",399 (7%),"5,750",1%,"128,722","6,365"
singapore,"11,178","1,037",12,0,896,0,"10,270",27 (0%),"10,270",0%,"94,796",0
ecuador,"10,850",452,537,17,"1,262",55,"9,051",141 (2%),"9,051",5%,"33,389",0
south-korea,"10,702",8,240,2,"8,411",134,"2,051",55 (3%),"2,051",2%,"583,971","6,012"
mexico,"10,544","1,043",970,113,"2,627",0,"6,947",378 (5%),"6,947",9%,"49,570",0
pakistan,"10,513",437,224,12,"2,337",181,"7,952",60 (1%),"7,952",2%,"124,549","6,529"
poland,"10,346",177,435,9,"1,740",227,"8,171",160 (2%),"8,171",4%,"238,799",0
romania,"9,710",468,524,26,"2,406",253,"6,780",288 (4%),"6,780",5%,"106,357","4,805"
denmark,"8,260",163,384,0,"5,265",0,"2,611",80 (3%),"2,611",5%,"116,621","8,156"
united-arab-emirates,"8,238",483,52,6,"1,546",103,"6,640",1 (0%),"6,640",1%,"790,000",0
indonesia,"7,775",357,647,12,960,47,"6,168",0 (0%),"6,168",8%,"55,732",0
norway,"7,338",147,187,5,32,0,"7,119",54 (1%),"7,119",3%,"148,656","3,377"
belarus,"7,281",558,58,3,769,192,"6,454",92 (1%),"6,454",1%,"114,955","6,410"
ukraine,"7,170",578,187,13,504,80,"6,479",45 (1%),"6,479",3%,"72,296","4,776"
qatar,"7,141",608,10,1,689,75,"6,442",37 (1%),"6,442",0%,"70,012","3,287"
czechia,"7,136",4,210,2,"2,002",13,"4,924",76 (2%),"4,924",3%,"195,725","8,807"
serbia,"7,114",224,134,4,"1,025",48,"5,955",101 (2%),"5,955",2%,"48,636","3,281"
philippines,"6,981",271,462,16,722,29,"5,797",1 (0%),"5,797",7%,"72,346","3,814"
australia,"6,661",12,75,1,"5,045",125,"1,541",45 (3%),"1,541",1%,"466,659","14,218"
malaysia,"5,603",71,95,2,"3,542",90,"1,966",42 (2%),"1,966",2%,"113,755",0
dominican-republic,"5,300",256,260,15,581,118,"4,459",135 (3%),"4,459",5%,"18,261","1,288"
panama,"4,992",171,144,3,255,24,"4,593",97 (2%),"4,593",3%,"22,702",800
colombia,"4,356",207,206,10,870,66,"3,280",98 (3%),"3,280",5%,"71,500","6,331"
finland,"4,284",155,149,0,"2,000",0,"2,135",63 (3%),"2,135",3%,"70,993","2,441"
