Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,457,970","1,822","86,932",41,"318,027",973,"1,053,011","16,240 (2%)","1,053,011",6%,"10,638,893","45,804"
spain,"272,646","1,551","27,321",217,"186,480","3,253","58,845","1,376 (2%)","58,845",10%,"2,467,761",0
russia,"252,245","9,974","2,305",93,"53,530","5,527","196,410","2,300 (1%)","196,410",1%,"6,188,102","205,544"
united-kingdom,"233,700",1,"33,657",0,456,0,"199,587","1,559 (1%)","199,587",14%,"2,219,281",0
italy,"223,096",992,"31,368",262,"115,288","2,747","76,440",855 (1%),"76,440",14%,"2,807,504","71,876"
brazil,"203,165",247,"13,999",6,"79,479",0,"109,687","8,318 (8%)","109,687",7%,"735,224",0
france,"178,362",0,"27,397",0,"59,281",0,"91,684","2,299 (3%)","91,684",15%,"1,384,633",0
germany,"174,975",877,"7,928",67,"150,300","1,600","16,747","1,329 (8%)","16,747",5%,"3,147,771",0
turkey,"144,749","1,635","4,007",55,"104,030","2,315","36,712",963 (3%),"36,712",3%,"1,508,824","34,821"
iran,"114,533","1,808","6,854",71,"90,539","1,111","17,140","2,758 (16%)","17,140",6%,"643,772","14,238"
china,"82,933",4,"4,633",0,"78,211",16,89,11 (12%),89,6%,0,0
india,"82,103",106,"2,649",0,"27,977",8,"51,477",0 (0%),"51,477",3%,"1,947,041",0
peru,"80,604","4,298","2,267",98,"25,151",827,"53,186",842 (2%),"53,186",3%,"587,292","33,990"
canada,"74,055",1,"5,581",0,"36,091",0,"32,383",502 (2%),"32,383",8%,"1,169,380",0
belgium,"54,288",307,"8,903",60,"14,111",174,"31,274",407 (1%),"31,274",16%,"623,628","18,391"
saudi-arabia,"46,869","2,039",283,10,"19,051","1,429","27,535",156 (1%),"27,535",1%,"513,587","16,639"
netherlands,"43,481",270,"5,590",28,0,0,"37,891",410 (1%),"37,891",13%,"282,776","7,056"
mexico,"42,595","2,409","4,477",257,"28,475","1,485","9,643",378 (4%),"9,643",11%,"142,204",0
pakistan,"37,218","1,430",803,33,"10,155",460,"26,260",111 (0%),"26,260",2%,"330,750",0
chile,"37,040","2,659",368,22,"15,655",790,"21,017",663 (3%),"21,017",1%,"325,417","11,667"
ecuador,"30,502",16,"2,338",4,"3,433",0,"24,731",196 (1%),"24,731",8%,"88,923","1,887"
switzerland,"30,463",50,"1,872",2,"27,100",0,"1,491",79 (5%),"1,491",6%,"328,163","6,079"
sweden,"28,582",673,"3,529",69,"4,971",0,"20,082",351 (2%),"20,082",12%,"177,500",0
portugal,"28,319",187,"1,184",9,"3,198",16,"23,937",108 (0%),"23,937",4%,"582,341","16,169"
qatar,"28,272","1,733",14,0,"3,356",213,"24,902",72 (0%),"24,902",0%,"143,938","4,811"
belarus,"26,772",947,151,5,"8,168",457,"18,453",92 (0%),"18,453",1%,"308,156","11,776"
singapore,"26,098",752,21,0,"5,973","1,164","20,104",20 (0%),"20,104",0%,"224,262",0
ireland,"23,827",426,"1,506",9,"19,470",0,"2,851",69 (2%),"2,851",6%,"258,808",0
united-arab-emirates,"21,084",698,208,2,"6,930",407,"13,946",1 (0%),"13,946",1%,"1,560,923","60,923"
bangladesh,"18,863","1,041",283,14,"3,361",0,"15,219",1 (0%),"15,219",2%,"151,930","7,392"
poland,"17,615",411,883,22,"6,696",286,"10,036",160 (2%),"10,036",5%,"554,357","26,235"
ukraine,"17,330",483,476,20,"4,473",330,"12,381",222 (2%),"12,381",3%,"202,495",0
israel,"16,579",31,265,1,"12,521",289,"3,793",62 (2%),"3,793",2%,"485,922","8,771"
romania,"16,247",245,"1,053",17,"9,053","1,092","6,141",225 (4%),"6,141",6%,"286,217","8,413"
japan,"16,120",152,697,40,"9,868","1,337","5,555",259 (5%),"5,555",4%,"233,144","9,495"
austria,"16,058",61,626,2,"14,405",101,"1,027",54 (5%),"1,027",4%,"344,606","8,354"
indonesia,"16,006",568,"1,043",15,"3,518",231,"11,445",0 (0%),"11,445",7%,"173,690","4,495"
colombia,"13,610",680,525,16,"3,358",225,"9,727",130 (1%),"9,727",4%,"165,738",0
south-africa,"12,739",665,238,19,"5,676",931,"6,825",119 (2%),"6,825",2%,"403,018","16,666"
kuwait,"11,975",947,88,6,"3,451",188,"8,436",175 (2%),"8,436",1%,"231,930","4,930"
philippines,"11,876",258,790,18,"2,337",86,"8,749",77 (1%),"8,749",7%,"189,469",820
dominican-republic,"11,320",124,422,13,"3,351",130,"7,547",131 (2%),"7,547",4%,"47,774","5,159"
south-korea,"11,018",27,260,0,"9,821",59,937,55 (6%),937,2%,"726,747","15,263"
egypt,"10,829",398,571,15,"2,626",140,"7,632",41 (1%),"7,632",5%,"105,000","15,000"
denmark,"10,713",0,537,4,"8,805",0,"1,371",35 (3%),"1,371",5%,"357,986","12,274"
serbia,"10,374",79,224,2,"4,084",260,"6,066",22 (0%),"6,066",2%,"162,797","6,194"
panama,"9,118",174,260,4,"6,080",13,"2,778",72 (3%),"2,778",3%,"46,898","1,025"
czechia,"8,351",82,293,3,"5,241",194,"2,817",42 (1%),"2,817",4%,"334,714","7,760"
norway,"8,196",21,232,3,32,0,"7,932",23 (0%),"7,932",3%,"212,655","3,781"
argentina,"7,134",255,353,24,"2,385",119,"4,396",170 (4%),"4,396",5%,"93,673","3,199"
australia,"7,019",30,98,0,"6,335",34,586,18 (3%),586,1%,"978,976","35,496"
malaysia,"6,819",40,112,1,"5,351",70,"1,356",16 (1%),"1,356",2%,"271,721",0
morocco,"6,607",95,190,2,"3,310",179,"3,107",1 (0%),"3,107",3%,"77,922","2,052"
algeria,"6,442",189,529,7,"3,158",100,"2,755",22 (1%),"2,755",8%,"6,500",0
bahrain,"6,198",382,10,0,"2,353",148,"3,835",4 (0%),"3,835",0%,"214,084","8,514"
finland,"6,145",91,287,3,"4,300",0,"1,558",33 (2%),"1,558",5%,"137,000","3,800"
kazakhstan,"5,689",118,34,2,"2,531",0,"3,124",31 (1%),"3,124",1%,"459,736",0
afghanistan,"5,639",413,136,4,691,43,"4,812",7 (0%),"4,812",2%,"19,732","1,008"
moldova,"5,553",147,194,9,"2,228",52,"3,131",251 (8%),"3,131",3%,"20,447",0
ghana,"5,530",122,24,0,674,160,"4,832",5 (0%),"4,832",0%,"167,704","3,252"
nigeria,"5,162",191,167,3,"1,180",110,"3,815",7 (0%),"3,815",3%,"30,657","1,249"
oman,"4,341",322,18,1,"1,303",14,"3,020",31 (1%),"3,020",0%,"61,000","11,000"
luxembourg,"3,915",11,103,0,"3,665",36,147,11 (7%),147,3%,"58,727","1,040"
armenia,"3,860",142,49,1,"1,572",72,"2,239",10 (0%),"2,239",1%,"36,016","1,250"
hungary,"3,417",37,442,6,"1,287",118,"1,688",49 (3%),"1,688",13%,"123,258",0
bolivia,"3,372",224,152,10,356,17,"2,864",3 (0%),"2,864",5%,"7,651",0
iraq,"3,143",111,115,0,"2,028",62,"1,000",0 (0%),"1,000",4%,"140,573","3,933"
thailand,"3,025",7,56,0,"2,854",4,115,61 (53%),115,2%,"286,008",0
cameroon,"2,954",154,139,3,"1,553",10,"1,262",28 (2%),"1,262",5%,0,0
azerbaijan,"2,879",121,35,0,"1,833",44,"1,011",29 (3%),"1,011",1%,"214,291","5,745"
greece,"2,770",10,156,1,"1,374",0,"1,240",24 (2%),"1,240",6%,"116,233","4,191"
uzbekistan,"2,652",7,11,0,"2,136",0,505,8 (2%),505,0%,"325,000",0
guinea,"2,473",99,15,1,895,39,"1,563",18 (1%),"1,563",1%,"10,304","10,304"
honduras,"2,318",63,133,10,253,16,"1,932",10 (1%),"1,932",6%,"5,653",0
croatia,"2,221",8,94,0,"1,850",16,277,7 (3%),277,4%,"50,340","1,603"
bosnia-and-herzegovina,"2,218",37,122,2,"1,272",44,824,4 (0%),824,6%,"45,810","1,430"
senegal,"2,189",84,23,2,842,60,"1,324",6 (0%),"1,324",1%,"24,599",0
bulgaria,"2,138",38,102,3,545,14,"1,491",51 (3%),"1,491",5%,"61,711",0
ivory-coast,"1,971",59,24,0,930,28,"1,017",0 (0%),"1,017",1%,"15,260",0
cuba,"1,830",20,79,0,"1,383",57,368,9 (2%),368,4%,"75,142","2,013"
sudan,"1,818",0,90,0,198,0,"1,530",0 (0%),"1,530",5%,0,0
iceland,"1,802",0,10,0,"1,780",0,12,0 (0%),12,1%,"55,626",551
estonia,"1,758",7,62,1,909,132,787,5 (1%),787,4%,"67,130","1,028"
north-macedonia,"1,723",29,95,0,"1,235",6,393,21 (5%),393,6%,"20,088",349
guatemala,"1,518",176,29,0,129,8,"1,360",5 (0%),"1,360",2%,"7,200",0
