Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"678,210","1,154","34,641",61,"57,844",573,"585,725","13,369 (2%)","585,725",5%,"3,411,394","14,373"
spain,"184,948","7,304","19,315",607,"74,797","3,944","90,836","7,371 (8%)","90,836",10%,"930,230","279,475"
italy,"168,941","3,786","22,170",525,"40,164","2,072","106,607","2,936 (3%)","106,607",13%,"1,178,403","60,999"
france,"165,027","17,164","17,920",753,"32,812","1,857","114,295","6,248 (5%)","114,295",11%,"333,807",0
germany,"138,135",437,"4,093",41,"81,800","4,800","52,242","4,288 (8%)","52,242",3%,"1,728,357",0
united-kingdom,"104,110",4,"13,758",0,374,4,"89,978","1,559 (2%)","89,978",13%,"417,649",0
china,"83,692",353,"4,636","1,290","77,944",0,"1,112",89 (8%),"1,112",6%,0,0
iran,"77,995","1,606","4,869",92,"52,229","2,296","20,897","3,594 (17%)","20,897",6%,"310,340","11,136"
turkey,"74,193","4,801","1,643",125,"7,089","1,415","65,461","1,854 (3%)","65,461",2%,"518,143","40,427"
belgium,"36,138","1,329","5,163",306,"7,961",399,"23,014","1,140 (5%)","23,014",14%,"134,303",0
russia,"32,008","4,070",273,41,"2,590",286,"29,145",8 (0%),"29,145",1%,"1,718,019","104,606"
canada,"30,921",164,"1,231",0,"9,729",55,"19,961",557 (3%),"19,961",4%,"487,625",0
brazil,"30,891",208,"1,952",5,"14,026",0,"14,913","6,634 (44%)","14,913",6%,"62,985",0
netherlands,"29,366","1,067","3,326",182,301,7,"25,739","1,279 (5%)","25,739",11%,"147,948","7,103"
switzerland,"26,732",396,"1,281",42,"15,900",500,"9,551",386 (4%),"9,551",5%,"206,400","7,400"
portugal,"18,841",750,629,30,493,110,"17,719",229 (1%),"17,719",3%,"208,314",0
austria,"14,510",34,410,0,"8,986",0,"5,114",238 (5%),"5,114",3%,"162,816",0
india,"13,495",65,448,0,"1,777",9,"11,270",0 (0%),"11,270",3%,"302,956",0
ireland,"13,271",724,486,42,77,0,"12,708",156 (1%),"12,708",4%,"90,646",0
israel,"12,855",97,148,6,"2,967",149,"9,740",182 (2%),"9,740",1%,"187,250",0
sweden,"12,540",613,"1,333",130,550,169,"10,657",522 (5%),"10,657",11%,"74,600",0
peru,"12,491","1,016",274,20,"6,120","3,012","6,097",169 (3%),"6,097",2%,"121,468","12,083"
south-korea,"10,635",22,230,1,"7,829",72,"2,576",55 (2%),"2,576",2%,"546,463","7,688"
japan,"9,231",605,190,12,935,34,"8,106",193 (2%),"8,106",2%,"100,703","6,467"
chile,"8,807",534,105,11,"3,299",362,"5,403",384 (7%),"5,403",1%,"98,424","6,551"
ecuador,"8,225",367,403,15,838,58,"6,984",168 (2%),"6,984",5%,"27,868","1,775"
poland,"8,214",296,318,4,866,92,"7,030",160 (2%),"7,030",4%,"169,071",0
romania,"7,707",491,392,20,"1,357",140,"5,958",243 (4%),"5,958",5%,"79,629","4,802"
denmark,"7,257",194,321,0,"3,194",2,"3,742",92 (2%),"3,742",4%,"87,024","4,644"
pakistan,"7,025",106,135,7,"1,765",120,"5,125",46 (1%),"5,125",2%,"84,704","5,725"
norway,"6,905",9,157,5,32,0,"6,716",63 (1%),"6,716",2%,"133,707",0
australia,"6,523",55,66,3,"3,819",72,"2,638",60 (2%),"2,638",1%,"391,530","11,527"
