Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"611,745","31,137","25,975","2,365","38,675","2,457","547,095","13,473 (2%)","547,095",4%,"3,065,019","127,081"
spain,"172,541","2,442","18,056",300,"67,504","2,777","86,981","7,371 (8%)","86,981",10%,"600,000",0
italy,"162,488","2,972","21,067",602,"37,130","1,695","104,291","3,186 (3%)","104,291",13%,"1,073,689","26,779"
france,"143,303","6,524","15,729",762,"28,805","1,087","98,769","6,730 (7%)","98,769",11%,"333,807",0
germany,"132,210","2,138","3,495",301,"68,200","3,900","60,515","4,288 (7%)","60,515",3%,"1,317,887",0
united-kingdom,"94,807","5,269","12,128",782,318,19,"82,361","1,559 (2%)","82,361",13%,"382,650","14,983"
china,"83,287",93,"3,345",0,"78,181",161,"1,761",116 (7%),"1,761",4%,0,0
iran,"74,877","1,574","4,683",98,"48,129","2,146","22,065","3,691 (17%)","22,065",6%,"287,359","11,932"
turkey,"65,111","4,062","1,403",107,"4,799",842,"58,909","1,809 (3%)","58,909",2%,"443,626","33,070"
belgium,"31,119",530,"4,157",254,"6,868",161,"20,094","1,223 (6%)","20,094",13%,"102,151",0
netherlands,"27,563",870,"2,954",122,287,0,"24,322","1,358 (6%)","24,322",11%,"134,972","18,980"
canada,"26,897","1,217",898,118,"8,172",416,"17,827",557 (3%),"17,827",3%,"437,475",0
switzerland,"25,936",248,"1,174",36,"13,700",0,"11,062",386 (3%),"11,062",5%,"199,000","5,200"
brazil,"25,262","1,832","1,532",204,"3,046","2,873","20,684",296 (1%),"20,684",6%,"62,985",0
russia,"21,102","2,774",170,22,"1,694",224,"19,238",8 (0%),"19,238",1%,"1,400,000","100,000"
portugal,"17,448",514,567,32,347,70,"16,534",218 (1%),"16,534",3%,"191,680","8,973"
austria,"14,226",185,384,16,"7,633",290,"6,209",243 (4%),"6,209",3%,"151,796","3,384"
israel,"12,046",460,123,7,"2,195",340,"9,728",175 (2%),"9,728",1%,"117,339",0
india,"11,487","1,034",393,35,"1,359",178,"9,735",0 (0%),"9,735",3%,"244,893","55,782"
ireland,"11,479",832,406,41,25,0,"11,048",194 (2%),"11,048",4%,"90,646","18,646"
sweden,"11,445",497,"1,033",114,381,0,"10,031",915 (9%),"10,031",9%,"54,700",0
south-korea,"10,564",27,222,5,"7,534",87,"2,808",55 (2%),"2,808",2%,"527,438","12,817"
peru,"10,303",519,230,14,"2,869",227,"7,204",132 (2%),"7,204",2%,"102,216","15,100"
chile,"7,917",392,92,10,"2,646",279,"5,179",387 (7%),"5,179",1%,"87,794","2,759"
japan,"7,645",27,143,0,799,0,"6,703",135 (2%),"6,703",2%,"78,702","1,321"
ecuador,"7,603",74,369,14,696,99,"6,538",129 (2%),"6,538",5%,"25,347",794
poland,"7,202",268,263,18,618,131,"6,321",160 (3%),"6,321",4%,"148,321","4,691"
romania,"6,879",246,351,20,"1,051",137,"5,477",241 (4%),"5,477",5%,"70,097","2,893"
denmark,"6,695",193,299,14,"2,678",286,"3,718",100 (3%),"3,718",4%,"74,210","2,111"
norway,"6,623",20,139,5,32,0,"6,452",59 (1%),"6,452",2%,"128,569","1,264"
australia,"6,400",41,62,1,"3,598",104,"2,740",80 (3%),"2,740",1%,"366,493","4,357"
czechia,"6,111",52,161,18,642,123,"5,308",92 (2%),"5,308",3%,"131,542","3,183"
pakistan,"5,837",341,96,3,"1,378",283,"4,363",46 (1%),"4,363",2%,"69,928","4,814"
saudi-arabia,"5,369",435,73,8,889,84,"4,407",59 (1%),"4,407",1%,"150,000","34,415"
philippines,"5,223",291,335,20,295,53,"4,593",1 (0%),"4,593",6%,"43,500","9,686"
mexico,"5,014",353,332,36,"1,964",121,"2,718",207 (8%),"2,718",7%,"37,395",801
malaysia,"4,987",170,82,5,"2,478",202,"2,427",60 (2%),"2,427",2%,"84,791","3,061"
