Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,527,951",599,"90,980",7,"346,389","1,437","1,090,582","16,355 (1%)","1,090,582",6%,"11,875,580","43,310"
russia,"290,678","8,926","2,722",91,"70,209","2,836","217,747","2,300 (1%)","217,747",1%,"7,147,014","230,926"
spain,"277,719","1,214","27,650",87,"195,945","3,692","54,124","1,152 (2%)","54,124",10%,"3,037,840",0
united-kingdom,"244,249","3,534","34,679",170,458,0,"209,112","1,559 (1%)","209,112",14%,"2,580,769","91,206"
brazil,"241,080","7,938","16,118",485,"94,122","4,450","130,840","8,318 (6%)","130,840",7%,"735,224",0
italy,"225,435",675,"31,908",145,"125,176","2,366","68,351",762 (1%),"68,351",14%,"3,004,960","60,101"
france,"179,569",204,"28,108",483,"61,213",147,"90,248","2,087 (2%)","90,248",16%,"1,384,633",0
germany,"176,651",404,"8,049",22,"154,011","1,411","14,591","1,166 (8%)","14,591",5%,"3,147,771",0
turkey,"149,435","1,368","4,140",44,"109,962","1,825","35,333",914 (3%),"35,333",3%,"1,624,994","35,369"
iran,"120,198","1,806","6,988",51,"94,464","1,317","18,746","2,705 (14%)","18,746",6%,"686,935","14,256"
india,"96,169",471,"3,029",4,"36,824",29,"56,316",0 (0%),"56,316",3%,"2,302,792","75,150"
peru,"92,273","3,732","2,648",125,"28,621",349,"61,004",850 (1%),"61,004",3%,"650,613","20,131"
china,"82,954",7,"4,634",1,"78,238",11,82,8 (10%),82,6%,0,0
canada,"77,606",3,"5,892",0,"38,550",0,"33,164",502 (2%),"33,164",8%,"1,300,729",0
belgium,"55,559",279,"9,080",28,"14,657",27,"31,822",342 (1%),"31,822",16%,"696,840","13,860"
saudi-arabia,"54,752","2,736",312,10,"25,722","2,056","28,718",202 (1%),"28,718",1%,"586,405","38,382"
mexico,"49,219","2,075","5,177",132,"33,329","1,481","10,713",378 (4%),"10,713",11%,"172,294","8,603"
netherlands,"43,995",125,"5,680",10,0,0,"38,315",349 (1%),"38,315",13%,"287,943",0
chile,"43,781","2,353",450,29,"19,213","1,199","24,118",769 (3%),"24,118",1%,"363,496","13,171"
pakistan,"42,125","1,974",903,30,"11,922",581,"29,300",111 (0%),"29,300",2%,"387,335","13,925"
ecuador,"33,182",419,"2,736",48,"3,433",0,"27,013",189 (1%),"27,013",8%,"95,047","1,703"
qatar,"32,604","1,632",15,0,"4,370",582,"28,219",165 (1%),"28,219",0%,"157,570","4,866"
switzerland,"30,587",15,"1,881",2,"27,500",100,"1,206",69 (6%),"1,206",6%,"343,359","3,995"
sweden,"30,143",466,"3,679",5,"4,971",0,"21,493",287 (1%),"21,493",12%,"177,500",0
belarus,"29,650",969,165,5,"9,932",434,"19,553",92 (0%),"19,553",1%,"350,515","15,458"
portugal,"29,036",226,"1,218",15,"4,636",814,"23,182",108 (0%),"23,182",4%,"618,066","18,005"
singapore,"28,343",305,22,0,"9,340",0,"18,981",16 (0%),"18,981",0%,"246,254",0
ireland,"24,112",64,"1,543",10,"19,470",0,"3,099",54 (2%),"3,099",6%,"258,808",0
bangladesh,"23,870","1,602",349,21,"4,585",212,"18,936",1 (0%),"18,936",1%,"185,086","9,858"
united-arab-emirates,"23,358",731,220,6,"8,512",581,"14,626",1 (0%),"14,626",1%,"1,600,923","40,000"
poland,"18,746",217,929,4,"7,628",177,"10,189",160 (2%),"10,189",5%,"620,249",0
ukraine,"18,616",325,535,21,"5,276",160,"12,805",240 (2%),"12,805",3%,"232,899","5,098"
indonesia,"18,010",496,"1,191",43,"4,324",195,"12,495",0 (0%),"12,495",7%,"187,965",0
romania,"16,871",167,"1,107",13,"9,890",316,"5,874",205 (3%),"5,874",7%,"310,407","6,673"
israel,"16,621",4,272,0,"13,014",72,"3,335",57 (2%),"3,335",2%,"505,702","6,991"
japan,"16,285",82,744,31,"11,153",815,"4,388",230 (5%),"4,388",5%,"244,452","11,308"
austria,"16,269",27,629,0,"14,614",51,"1,026",45 (4%),"1,026",4%,"366,069","3,560"
colombia,"15,574",635,574,12,"3,751",164,"11,249",136 (1%),"11,249",4%,"190,114",0
south-africa,"15,515","1,160",264,3,"7,006",528,"8,245",119 (1%),"8,245",2%,"460,873","21,314"
kuwait,"14,850","1,048",112,5,"4,093",250,"10,645",168 (2%),"10,645",1%,"244,476","3,760"
philippines,"12,718",205,831,7,"2,729",94,"9,158",79 (1%),"9,158",7%,"215,060",0
dominican-republic,"12,314",204,428,0,"5,847","2,121","6,039",127 (2%),"6,039",3%,"50,108",0
egypt,"12,229",510,630,18,"3,172",222,"8,427",41 (0%),"8,427",5%,"135,000",0
south-korea,"11,065",15,263,1,"9,904",16,898,55 (6%),898,2%,"753,211","5,558"
denmark,"10,968",41,547,0,"9,227",0,"1,194",27 (2%),"1,194",5%,"463,016","7,403"
serbia,"10,610",114,230,2,"4,713",234,"5,667",18 (0%),"5,667",2%,"181,272","6,526"
panama,"9,606",157,275,6,"6,081",1,"3,250",72 (2%),"3,250",3%,"50,348","1,244"
czechia,"8,480",5,298,0,"5,468",6,"2,714",36 (1%),"2,714",4%,"356,515","3,329"
norway,"8,249",12,232,0,32,0,"7,985",20 (0%),"7,985",3%,"216,350",0
argentina,"8,068",263,373,10,"2,569",35,"5,126",154 (3%),"5,126",5%,"103,220","2,858"
afghanistan,"7,072",408,173,4,801,23,"6,098",19 (0%),"6,098",2%,"23,497",858
australia,"7,054",9,99,1,"6,392",25,563,12 (2%),563,1%,"1,059,801","17,675"
algeria,"7,019",198,548,6,"3,507",98,"2,964",22 (1%),"2,964",8%,"6,500",0
bahrain,"6,956",209,12,0,"2,910",157,"4,034",8 (0%),"4,034",0%,"236,828","8,255"
malaysia,"6,941",47,113,0,"5,615",44,"1,213",13 (1%),"1,213",2%,"443,263",0
morocco,"6,870",129,192,0,"3,660",173,"3,018",1 (0%),"3,018",3%,"89,957","4,953"
kazakhstan,"6,440",283,34,0,"3,256",0,"3,150",31 (1%),"3,150",1%,"540,708","35,492"
finland,"6,380",33,298,0,"5,000",0,"1,082",30 (3%),"1,082",5%,"146,800",0
moldova,"6,060",126,211,4,"2,344",0,"3,505",251 (7%),"3,505",3%,"20,447",0
nigeria,"5,959",338,182,6,"1,594",122,"4,183",7 (0%),"4,183",3%,"33,970","1,028"
ghana,"5,735",0,29,0,"1,754",0,"3,952",5 (0%),"3,952",1%,"173,096","1,454"
oman,"5,379",193,23,1,"1,496",31,"3,860",31 (1%),"3,860",0%,"61,000",0
armenia,"4,823",351,61,1,"2,019",94,"2,743",10 (0%),"2,743",1%,"41,850","1,620"
bolivia,"4,088",262,169,4,493,20,"3,426",3 (0%),"3,426",4%,"14,803",0
luxembourg,"3,945",15,107,3,"3,702",3,136,14 (10%),136,3%,"62,153","1,907"
hungary,"3,535",26,462,11,"1,400",4,"1,673",46 (3%),"1,673",13%,"137,243","2,106"
iraq,"3,404",144,123,2,"2,218",92,"1,063",0 (0%),"1,063",4%,"149,701","9,128"
azerbaijan,"3,274",136,39,3,"2,015",71,"1,220",37 (3%),"1,220",1%,"232,077","6,072"
cameroon,"3,105",0,140,0,"1,567",0,"1,398",28 (2%),"1,398",5%,0,0
thailand,"3,031",3,56,0,"2,857",1,118,61 (52%),118,2%,"286,008",0
greece,"2,834",15,163,1,"1,374",0,"1,297",22 (2%),"1,297",6%,"128,525","2,242"
uzbekistan,"2,762",9,12,0,"2,247",0,503,8 (2%),503,0%,"460,000",0
guinea,"2,658",0,16,0,"1,133",0,"1,509",18 (1%),"1,509",1%,"10,304",0
honduras,"2,646",81,142,4,319,41,"2,185",14 (1%),"2,185",5%,"5,653",0
sudan,"2,591",302,105,8,247,25,"2,239",0 (0%),"2,239",4%,0,0
senegal,"2,480",51,25,0,973,24,"1,482",6 (0%),"1,482",1%,"24,599",0
bosnia-and-herzegovina,"2,290",23,133,4,"1,436",81,721,4 (1%),721,6%,"49,832","1,304"
bulgaria,"2,235",24,110,2,612,14,"1,513",45 (3%),"1,513",5%,"65,936",362
croatia,"2,226",2,95,0,"1,936",23,195,10 (5%),195,4%,"53,877","1,452"
ivory-coast,"2,109",48,27,2,"1,004",17,"1,078",0 (0%),"1,078",1%,"18,303","3,043"
guatemala,"1,912",149,35,2,138,0,"1,739",5 (0%),"1,739",2%,"20,820","13,620"
cuba,"1,872",10,79,0,"1,495",35,298,10 (3%),298,4%,"81,917","2,083"
iceland,"1,802",0,10,0,"1,786",0,6,0 (0%),6,1%,"56,875",133
north-macedonia,"1,792",30,101,3,"1,293",26,398,21 (5%),398,6%,"21,436",426
estonia,"1,784",10,64,1,938,0,782,4 (1%),782,4%,"69,520",0
lithuania,"1,547",6,59,3,997,0,491,17 (3%),491,4%,"231,104","2,378"
tajikistan,"1,524",202,39,3,0,0,"1,485",0 (0%),"1,485",3%,0,0
new-zealand,"1,499",1,21,0,"1,433",5,45,0 (0%),45,1%,"228,148","4,211"
slovakia,"1,495",1,28,0,"1,185",22,282,3 (1%),282,2%,"143,433",971
slovenia,"1,466",1,104,1,273,1,"1,089",5 (0%),"1,089",7%,"69,363",511
congo-kinshasa,"1,455",85,61,0,270,41,"1,124",0 (0%),"1,124",4%,0,0
somalia,"1,421",64,56,1,152,4,"1,213",2 (0%),"1,213",4%,0,0
el-salvador,"1,413",75,30,3,474,12,909,21 (2%),909,2%,"57,883","2,189"
djibouti,"1,401",70,4,0,972,22,425,0 (0%),425,0%,"17,532",426
mayotte,"1,342",30,18,0,627,0,697,10 (1%),697,1%,"5,200",0
gabon,"1,320",0,11,0,244,0,"1,065",10 (1%),"1,065",1%,"7,445",395
kyrgyzstan,"1,216",78,14,0,827,23,375,5 (1%),375,1%,"59,490",0
maldives,"1,094",16,4,0,58,0,"1,032",9 (1%),"1,032",0%,"11,775",0
hong-kong,"1,056",3,4,0,"1,024",2,28,1 (4%),28,0%,"168,291",0
tunisia,"1,037",2,45,0,807,5,185,3 (2%),185,4%,"39,778","1,916"
latvia,"1,009",1,19,0,662,0,328,3 (1%),328,2%,"89,123",718
guinea-bissau,990,21,4,0,26,0,960,0 (0%),960,0%,"1,500",0
sri-lanka,981,24,9,0,538,18,434,1 (0%),434,1%,"43,137","1,081"
kosovo,955,11,29,0,691,1,235,0 (0%),235,3%,0,0
albania,948,2,31,0,727,12,190,1 (1%),190,3%,"12,192",168
cyprus,916,2,17,0,515,0,384,10 (3%),384,2%,"87,549","2,248"
lebanon,911,9,26,0,247,0,638,3 (0%),638,3%,"61,479","1,891"
niger,904,15,54,3,698,9,152,0 (0%),152,6%,"5,816",0
kenya,887,57,50,0,313,12,524,1 (0%),524,6%,"43,712","6,794"
costa-rica,863,10,10,0,565,14,288,3 (1%),288,1%,"20,115",714
mali,860,25,52,4,494,15,314,0 (0%),314,6%,"3,383",119
burkina-faso,796,14,51,0,644,40,101,0 (0%),101,6%,0,0
paraguay,786,8,11,0,202,4,573,0 (0%),573,1%,"20,124",816
andorra,761,0,51,0,617,2,93,3 (3%),93,7%,"3,750",0
zambia,753,74,7,0,188,5,558,1 (0%),558,1%,"17,354","1,543"
uruguay,734,1,20,1,564,6,150,4 (3%),150,3%,"33,861",825
cruise-ship,712,0,13,0,651,0,48,4 (8%),48,2%,0,0
georgia,701,6,12,0,432,7,257,6 (2%),257,2%,"39,573",612
san-marino,654,1,41,0,201,3,412,1 (0%),412,6%,"3,499",39
jordan,613,6,9,0,408,4,196,5 (3%),196,1%,"144,356","4,134"
equatorial-guinea,594,0,7,0,22,0,565,0 (0%),565,1%,854,0
channel-islands,554,0,43,0,458,0,53,0 (0%),53,8%,"5,342",0
malta,553,7,6,0,454,4,93,1 (1%),93,1%,"50,616","1,385"
venezuela,541,82,10,0,241,12,290,1 (0%),290,2%,"575,374","35,138"
jamaica,520,9,9,0,127,6,384,0 (0%),384,2%,"8,515",569
tanzania,509,0,21,0,183,0,305,7 (2%),305,4%,0,0
sierra-leone,505,43,32,3,141,35,332,0 (0%),332,6%,0,0
chad,503,29,53,3,117,6,333,0 (0%),333,11%,0,0
haiti,456,98,20,0,21,0,415,0 (0%),415,4%,"1,669",0
réunion,443,0,0,0,354,0,89,4 (4%),89,0%,"17,200",0
taiwan,440,0,7,0,395,6,38,0 (0%),38,2%,"69,206",218
congo-brazzaville,391,0,15,0,87,0,289,0 (0%),289,4%,0,0
palestine,381,5,2,0,335,6,44,0 (0%),44,1%,"44,876",0
benin,339,0,2,0,83,0,254,0 (0%),254,1%,"25,471",0
