Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"791,625","28,031","42,458","1,931","71,895",957,"677,272","13,908 (2%)","677,272",5%,"4,017,261","155,879"
spain,"200,210","1,536","20,852",399,"80,587","3,230","98,771","7,371 (7%)","98,771",10%,"930,230",0
italy,"181,228","2,256","24,114",454,"48,877","1,822","108,237","2,573 (2%)","108,237",13%,"1,398,024","41,483"
france,"155,383","2,489","20,265",547,"37,409",831,"97,709","5,683 (6%)","97,709",13%,"463,662",0
germany,"147,065","1,881","4,862",276,"91,500","3,500","50,703","2,889 (6%)","50,703",3%,"1,728,357",0
united-kingdom,"125,815","4,683","16,548",455,435,7,"108,832","1,559 (1%)","108,832",13%,"501,379","19,316"
turkey,"90,980","4,674","2,140",123,"13,430","1,454","75,410","1,909 (3%)","75,410",2%,"673,980","39,703"
china,"83,753",12,"4,636",0,"77,704",53,"1,413",81 (6%),"1,413",6%,0,0
iran,"83,505","1,294","5,209",91,"59,273","2,250","19,023","3,389 (18%)","19,023",6%,"353,012","11,350"
russia,"47,121","4,268",405,44,"3,446",155,"43,270",700 (2%),"43,270",1%,"2,053,319","113,319"
brazil,"40,743","2,089","2,587",125,"22,130",0,"16,026","7,919 (49%)","16,026",6%,"291,922","228,937"
belgium,"39,983","1,487","5,828",145,"8,895",138,"25,260","1,071 (4%)","25,260",15%,"161,896","8,118"
canada,"37,603","2,547","1,726",139,"12,586",743,"23,291",557 (2%),"23,291",5%,"559,578","23,516"
netherlands,"33,569",750,"3,763",67,311,0,"29,495","1,158 (4%)","29,495",11%,"171,415","16,504"
switzerland,"27,944",204,"1,429",36,"18,600",800,"7,915",386 (5%),"7,915",5%,"224,442","3,179"
portugal,"20,863",657,735,21,610,0,"19,518",215 (1%),"19,518",4%,"235,878",0
india,"18,539",924,592,33,"3,273",419,"14,674",0 (0%),"14,674",3%,"401,586",0
peru,"16,325",697,445,45,"6,968",157,"8,912",385 (4%),"8,912",3%,"148,011","4,266"
ireland,"15,652",401,687,77,77,0,"14,888",294 (2%),"14,888",4%,"90,646",0
austria,"14,795",46,470,18,"10,631",130,"3,694",194 (5%),"3,694",3%,"182,949","3,706"
sweden,"14,777",392,"1,580",40,550,0,"12,647",521 (4%),"12,647",11%,"74,600",0
israel,"13,713",222,177,5,"4,049",295,"9,487",149 (2%),"9,487",1%,"240,303","53,053"
japan,"10,797",501,236,14,"1,159",90,"9,402",217 (2%),"9,402",2%,"112,816","1,491"
south-korea,"10,674",13,236,2,"8,114",72,"2,324",55 (2%),"2,324",2%,"563,035","3,926"
chile,"10,507",419,139,6,"4,676",338,"5,692",377 (7%),"5,692",1%,"118,827","5,178"
saudi-arabia,"10,484","1,122",103,6,"1,490",92,"8,891",88 (1%),"8,891",1%,"180,000",0
ecuador,"10,128",660,507,33,"1,150",89,"8,471",124 (1%),"8,471",5%,"32,453",644
poland,"9,593",306,380,20,"1,133",93,"8,080",160 (2%),"8,080",4%,"214,236","9,990"
romania,"8,936",190,478,27,"2,017",125,"6,441",261 (4%),"6,441",5%,"98,491","4,880"
pakistan,"8,418",70,176,8,"1,970",102,"6,272",46 (1%),"6,272",2%,"104,302","5,780"
mexico,"8,261",764,686,36,"2,627",0,"4,948",207 (4%),"4,948",8%,"49,570",403
singapore,"8,014","1,426",11,0,801,33,"7,202",23 (0%),"7,202",0%,"94,796",0
denmark,"7,700",131,364,9,"4,488",171,"2,848",84 (3%),"2,848",5%,"96,244","1,967"
united-arab-emirates,"7,265",484,43,2,"1,360",74,"5,862",1 (0%),"5,862",1%,"790,000","23,000"
norway,"7,156",78,181,16,32,0,"6,943",58 (1%),"6,943",3%,"143,255","1,089"
czechia,"6,900",154,194,8,"1,559",261,"5,147",84 (2%),"5,147",3%,"172,123","4,027"
indonesia,"6,760",185,590,8,747,61,"5,423",0 (0%),"5,423",9%,"43,749","1,530"
serbia,"6,630",312,125,3,870,117,"5,635",108 (2%),"5,635",2%,"41,812","3,111"
australia,"6,625",13,71,0,"4,258",28,"2,296",49 (2%),"2,296",1%,"431,734","10,738"
philippines,"6,459",200,428,19,613,41,"5,418",1 (0%),"5,418",7%,"59,928",0
belarus,"6,264","1,485",51,4,514,20,"5,699",92 (2%),"5,699",1%,"102,556","4,325"
qatar,"6,015",567,9,1,555,37,"5,451",37 (1%),"5,451",0%,"64,620","2,082"
ukraine,"5,710",261,151,10,359,12,"5,200",45 (1%),"5,200",3%,"58,093",982
malaysia,"5,425",36,89,0,"3,295",98,"2,041",45 (2%),"2,041",2%,"108,216","4,324"
dominican-republic,"4,964",284,235,9,416,53,"4,313",128 (3%),"4,313",5%,"57,809","42,226"
panama,"4,467",194,126,6,165,25,"4,176",98 (2%),"4,176",3%,"19,091",0
colombia,"3,977",185,189,10,804,93,"2,984",98 (3%),"2,984",5%,"62,746",0
finland,"3,868",85,98,4,"2,000",300,"1,770",67 (4%),"1,770",3%,"59,200","1,900"
luxembourg,"3,558",8,75,2,637,10,"2,846",32 (1%),"2,846",2%,"33,798",132
egypt,"3,333",189,250,11,821,89,"2,262",0 (0%),"2,262",8%,"55,000",0
south-africa,"3,300",142,58,4,"1,055",152,"2,187",36 (2%),"2,187",2%,"121,510","6,799"
morocco,"3,046",191,143,2,350,23,"2,553",1 (0%),"2,553",5%,"16,386","1,263"
bangladesh,"2,948",492,101,10,85,10,"2,762",1 (0%),"2,762",3%,"26,604","2,663"
argentina,"2,941",102,136,4,737,28,"2,068",123 (6%),"2,068",5%,"34,568","1,856"
thailand,"2,792",27,47,0,"1,999",71,746,61 (8%),746,2%,"142,589","42,091"
algeria,"2,718",89,384,9,"1,099",52,"1,235",40 (3%),"1,235",14%,"6,500",0
