Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"710,272","1,071","37,175",40,"63,510","3,513","609,587","13,509 (2%)","609,587",5%,"3,579,797","7,540"
spain,"190,839","5,891","20,002",687,"74,797",0,"96,040","7,371 (8%)","96,040",10%,"930,230",0
italy,"172,434","3,493","22,745",575,"42,727","2,563","106,962","2,812 (3%)","106,962",13%,"1,244,108","65,705"
france,"147,969",0,"18,681",761,"34,420","1,608","94,868","6,027 (6%)","94,868",13%,"463,662","129,855"
germany,"141,397","3,699","4,352",300,"83,114","6,114","53,931","5,013 (9%)","53,931",3%,"1,728,357",0
united-kingdom,"109,729","5,623","14,606",848,389,19,"94,734","1,559 (2%)","94,734",13%,"438,991","21,342"
china,"83,720",24,"4,636",0,"77,542",0,"1,542",85 (6%),"1,542",6%,0,0
iran,"79,494","1,499","4,958",89,"54,064","1,835","20,472","3,563 (17%)","20,472",6%,"319,879","9,539"
turkey,"78,546","4,353","1,769",126,"8,631","1,542","68,146","1,845 (3%)","68,146",2%,"558,413","40,270"
belgium,"37,183","1,045","5,453",290,"8,348",387,"23,382","1,119 (5%)","23,382",15%,"139,387",0
russia,"36,793","4,785",313,40,"3,057",467,"33,423",8 (0%),"33,423",1%,"1,810,000","91,981"
brazil,"34,221",539,"2,171",30,"14,026",0,"18,024","6,634 (37%)","18,024",6%,"62,985",0
canada,"32,805",43,"1,356",1,"10,543",215,"20,906",557 (3%),"20,906",4%,"507,701","4,698"
netherlands,"30,602","1,236","3,470",144,305,4,"26,827","1,279 (5%)","26,827",11%,"154,911","6,963"
switzerland,"27,078",346,"1,327",46,"16,400",500,"9,351",386 (4%),"9,351",5%,"206,400",0
portugal,"19,022",181,657,28,519,26,"17,846",222 (1%),"17,846",3%,"221,049","12,735"
austria,"14,619",24,431,0,"10,214",510,"3,974",208 (5%),"3,974",3%,"169,272",0
india,"14,425",73,488,2,"2,045",4,"11,892",0 (0%),"11,892",3%,"335,123",0
ireland,"13,980",709,530,44,77,0,"13,373",156 (1%),"13,373",4%,"90,646",0
peru,"13,489",998,300,26,"6,541",421,"6,648",137 (2%),"6,648",2%,"127,513","6,045"
