Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,211,745","24,457","69,703","1,135","187,008","8,745","955,034","16,043 (2%)","955,034",6%,"7,457,986","269,448"
spain,"248,301","1,179","25,428",164,"151,633","3,075","71,240","2,254 (3%)","71,240",10%,"1,932,455",0
italy,"211,938","1,221","29,079",195,"82,879","1,225","99,980","1,479 (1%)","99,980",14%,"2,191,403","37,631"
united-kingdom,"191,712","3,990","28,805",289,864,4,"162,043","1,559 (1%)","162,043",15%,"1,291,591","85,186"
france,"169,462",769,"25,201",306,"51,371",587,"92,890","3,696 (4%)","92,890",15%,"1,100,228",0
germany,"166,152",488,"6,993",127,"132,700","2,100","26,459","1,949 (7%)","26,459",4%,"2,547,052",0
russia,"145,268","10,581","1,356",76,"18,095","1,456","125,817","2,300 (2%)","125,817",1%,"4,300,000","200,000"
turkey,"127,659","1,614","3,461",64,"68,166","5,015","56,032","1,384 (2%)","56,032",3%,"1,171,138","35,771"
brazil,"107,844","6,697","7,328",303,"45,815","2,824","54,701","8,318 (15%)","54,701",7%,"339,552",0
iran,"98,647","1,223","6,277",74,"79,379",957,"12,991","2,676 (21%)","12,991",6%,"508,288","12,015"
china,"83,750",6,"4,634",0,"78,503",121,613,33 (5%),613,6%,0,0
canada,"61,897","1,451","4,002",208,"25,422",514,"32,473",557 (2%),"32,473",6%,"919,368","25,878"
belgium,"50,267",361,"7,924",80,"12,378",69,"29,965",655 (2%),"29,965",16%,"440,700","16,729"
peru,"47,372","1,444","1,344",58,"14,427",877,"31,601",694 (2%),"31,601",3%,"385,492","10,396"
india,"46,437","3,932","1,566",175,"12,847","1,072","32,024",0 (0%),"32,024",3%,"1,107,233","60,783"
netherlands,"40,870",199,"5,084",26,81,0,"35,705",683 (2%),"35,705",12%,"235,909","10,010"
ecuador,"31,881","2,343","1,569",5,"3,433",133,"26,879",159 (1%),"26,879",5%,"80,171","1,512"
switzerland,"29,981",76,"1,784",22,"25,200",700,"2,997",141 (5%),"2,997",6%,"282,750","2,530"
saudi-arabia,"28,656","1,645",191,7,"4,476",342,"23,989",143 (1%),"23,989",1%,"365,093","12,538"
portugal,"25,524",242,"1,063",20,"1,712",23,"22,749",143 (1%),"22,749",4%,"450,000","23,164"
mexico,"23,471","1,383","2,154",93,"13,447",0,"7,870",378 (5%),"7,870",9%,"93,791",0
sweden,"22,721",404,"2,769",90,"4,074","3,069","15,878",455 (3%),"15,878",12%,"119,500",0
ireland,"21,772",266,"1,319",16,"13,386",0,"7,067",93 (1%),"7,067",6%,"169,377",0
pakistan,"20,941",857,476,19,"5,635",521,"14,830",111 (1%),"14,830",2%,"212,511","9,486"
chile,"20,643",980,270,10,"10,415",374,"9,958",464 (5%),"9,958",1%,"214,131","7,913"
singapore,"18,778",573,18,0,"1,457",49,"17,303",22 (0%),"17,303",0%,"143,919",0
belarus,"17,489",784,103,4,"3,259",63,"14,127",92 (1%),"14,127",1%,"211,369","7,130"
israel,"16,246",38,235,3,"10,064",315,"5,947",70 (1%),"5,947",1%,"404,285","7,239"
qatar,"16,191",640,12,0,"1,810",146,"14,369",72 (1%),"14,369",0%,"106,795","2,360"
austria,"15,621",24,600,2,"13,316",88,"1,705",111 (7%),"1,705",4%,"279,071","4,716"
japan,"14,877",306,487,13,"3,981",776,"10,409",321 (3%),"10,409",3%,"183,251","1,724"
united-arab-emirates,"14,730",567,137,11,"2,966",203,"11,627",1 (0%),"11,627",1%,"1,200,000",0
poland,"14,006",313,698,20,"4,095",150,"9,213",160 (2%),"9,213",5%,"383,804","7,856"
romania,"13,512",349,818,28,"5,269",400,"7,425",243 (3%),"7,425",6%,"199,068","3,560"
ukraine,"12,331",418,303,15,"1,619",71,"10,409",160 (2%),"10,409",2%,"134,592","4,869"
indonesia,"11,587",395,864,19,"1,954",78,"8,769",0 (0%),"8,769",7%,"116,861","3,896"
south-korea,"10,801",8,252,2,"9,217",34,"1,332",55 (4%),"1,332",2%,"633,921","2,948"
