Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,236,880","25,042","72,222","2,513","199,684","12,648","964,974","16,175 (2%)","964,974",6%,"7,697,091","238,975"
spain,"250,561","2,260","25,613",185,"154,718","3,085","70,230","2,254 (3%)","70,230",10%,"1,932,455",0
italy,"213,013","1,075","29,315",236,"85,231","2,352","98,467","1,427 (1%)","98,467",14%,"2,246,666","55,263"
united-kingdom,"196,119","4,407","29,498",693,864,0,"165,757","1,559 (1%)","165,757",15%,"1,383,842","92,251"
france,"170,551","1,089","25,531",330,"52,736","1,365","92,284","3,430 (4%)","92,284",15%,"1,100,228",0
germany,"167,007",855,"6,993",0,"135,100","2,400","24,914","1,937 (8%)","24,914",4%,"2,547,052",0
russia,"155,370","10,102","1,451",95,"19,865","1,770","134,054","2,300 (2%)","134,054",1%,"4,460,357","160,357"
turkey,"129,491","1,832","3,520",59,"73,285","5,119","52,686","1,338 (3%)","52,686",3%,"1,204,421","33,283"
brazil,"114,715","6,871","7,921",593,"48,221","2,406","58,573","8,318 (14%)","58,573",7%,"339,552",0
iran,"99,970","1,323","6,340",63,"80,475","1,096","13,155","2,685 (20%)","13,155",6%,"519,543","11,255"
china,"83,751",1,"4,634",0,"78,641",138,476,29 (6%),476,6%,0,0
canada,"63,150","1,253","4,185",183,"26,938","1,516","32,027",557 (2%),"32,027",7%,"919,368",0
peru,"51,189","3,817","1,444",100,"15,413",986,"34,332",709 (2%),"34,332",3%,"406,579","21,087"
belgium,"50,509",242,"8,016",92,"12,441",63,"30,052",646 (2%),"30,052",16%,"456,194","15,494"
india,"49,400","2,963","1,693",127,"14,142","1,295","33,565",0 (0%),"33,565",3%,"1,191,946","84,713"
netherlands,"41,188",318,"5,170",86,82,1,"35,936",644 (2%),"35,936",13%,"235,909",0
ecuador,"31,881","2,343","1,569",5,"3,433",133,"26,879",159 (1%),"26,879",5%,"80,171","1,512"
saudi-arabia,"30,251","1,595",200,9,"5,431",955,"24,620",143 (1%),"24,620",1%,"376,607","11,514"
switzerland,"30,009",28,"1,795",11,"25,400",200,"2,814",121 (4%),"2,814",6%,"286,403","3,653"
portugal,"25,702",178,"1,074",11,"1,743",31,"22,885",134 (1%),"22,885",4%,"469,435","19,435"
mexico,"24,905","1,434","2,271",117,"15,938","2,491","6,696",378 (6%),"6,696",9%,"100,041","6,250"
sweden,"23,216",495,"2,854",85,"4,074",0,"16,288",435 (3%),"16,288",12%,"148,500","29,000"
pakistan,"22,049","1,108",514,38,"5,801",166,"15,734",111 (1%),"15,734",2%,"222,404","9,893"
chile,"22,016","1,373",275,5,"10,710",295,"11,031",470 (4%),"11,031",1%,"222,095","7,964"
ireland,"21,983",211,"1,339",20,"13,386",0,"7,258",93 (1%),"7,258",6%,"214,761","45,384"
singapore,"19,410",632,18,0,"1,519",62,"17,873",24 (0%),"17,873",0%,"143,919",0
belarus,"18,350",861,107,4,"3,771",512,"14,472",92 (1%),"14,472",1%,"211,369",0
qatar,"17,142",951,12,0,"1,924",114,"15,206",72 (0%),"15,206",0%,"109,762","2,967"
israel,"16,289",43,238,3,"10,465",401,"5,586",89 (2%),"5,586",1%,"417,100","12,815"
austria,"15,650",29,606,6,"13,462",146,"1,582",104 (7%),"1,582",4%,"285,883","6,812"
united-arab-emirates,"15,192",462,146,9,"3,153",187,"11,893",1 (0%),"11,893",1%,"1,200,000",0
japan,"15,078",201,536,49,"4,156",175,"10,386",328 (3%),"10,386",4%,"184,586","1,335"
poland,"14,431",425,716,18,"4,280",185,"9,435",160 (2%),"9,435",5%,"394,270","10,466"
romania,"13,837",325,841,23,"5,454",185,"7,542",244 (3%),"7,542",6%,"205,842","6,774"
ukraine,"12,697",366,316,13,"1,875",256,"10,506",167 (2%),"10,506",2%,"139,759","5,167"
indonesia,"12,071",484,872,8,"2,197",243,"9,002",0 (0%),"9,002",7%,"121,547","4,686"
bangladesh,"10,929",786,183,1,"1,403",194,"9,343",1 (0%),"9,343",2%,"93,405","5,711"
south-korea,"10,804",3,254,2,"9,283",66,"1,267",55 (4%),"1,267",2%,"640,237","6,316"
denmark,"10,008",151,503,10,"7,481",208,"2,024",49 (2%),"2,024",5%,"257,738","12,947"
philippines,"9,684",199,637,14,"1,408",93,"7,639",31 (0%),"7,639",7%,"130,889","4,725"
serbia,"9,677",120,200,3,"1,723",149,"7,754",51 (1%),"7,754",2%,"111,278","4,817"
colombia,"8,613",640,378,20,"2,013",206,"6,222",120 (2%),"6,222",4%,"123,029","4,228"
dominican-republic,"8,480",245,354,8,"1,905",134,"6,221",144 (2%),"6,221",4%,"33,377",0
norway,"7,955",71,215,1,32,0,"7,708",27 (0%),"7,708",3%,"189,657","7,372"
czechia,"7,896",77,257,5,"4,006",199,"3,633",59 (2%),"3,633",3%,"269,093","7,545"
south-africa,"7,572",352,148,10,"2,746",0,"4,678",36 (1%),"4,678",2%,"268,064","10,523"
panama,"7,387",190,203,3,726,85,"6,458",93 (1%),"6,458",3%,"35,556","1,097"
egypt,"7,201",388,452,16,"1,730",98,"5,019",0 (0%),"5,019",6%,"90,000",0
australia,"6,849",24,97,1,"5,949",90,803,27 (3%),803,1%,"664,756","14,542"
malaysia,"6,383",30,106,1,"4,567",83,"1,710",24 (1%),"1,710",2%,"213,220","7,622"
kuwait,"5,804",526,40,0,"2,032",85,"3,732",90 (2%),"3,732",1%,"196,397",0
finland,"5,412",85,246,6,"3,500",0,"1,666",48 (3%),"1,666",5%,"106,300","2,800"
morocco,"5,219",166,181,2,"1,838",185,"3,200",1 (0%),"3,200",3%,"49,570","4,268"
argentina,"4,887",206,260,19,"1,442",88,"3,185",157 (5%),"3,185",5%,"67,920","2,107"
algeria,"4,838",190,470,5,"2,067",69,"2,301",22 (1%),"2,301",10%,"6,500",0
moldova,"4,363",115,136,4,"1,544",121,"2,683",237 (9%),"2,683",3%,"20,447",0
kazakhstan,"4,205",156,29,0,"1,279",106,"2,897",40 (1%),"2,897",1%,"320,411","13,550"
luxembourg,"3,840",12,96,0,"3,412",7,332,22 (7%),332,3%,"49,299",960
bahrain,"3,720",187,8,0,"1,762",18,"1,950",1 (0%),"1,950",0%,"155,501","5,915"
afghanistan,"3,224",330,95,5,421,24,"2,708",7 (0%),"2,708",3%,"13,076","2,008"
hungary,"3,065",30,363,12,709,79,"1,993",55 (3%),"1,993",12%,"85,557","1,599"
thailand,"2,988",1,54,0,"2,747",7,187,61 (33%),187,2%,"227,860",0
nigeria,"2,950",392,98,11,481,81,"2,371",4 (0%),"2,371",3%,"19,512",976
oman,"2,735",98,13,1,858,42,"1,864",17 (1%),"1,864",0%,"40,459",0
ghana,"2,719",550,18,0,294,65,"2,407",4 (0%),"2,407",1%,"129,461","12,412"
greece,"2,642",10,146,0,"1,374",0,"1,122",35 (3%),"1,122",6%,"83,750","2,799"
armenia,"2,619",112,40,1,"1,111",40,"1,468",10 (1%),"1,468",2%,"25,846",904
iraq,"2,431",85,102,4,"1,571",27,758,0 (0%),758,4%,"113,484","5,898"
uzbekistan,"2,207",18,10,0,"1,501",96,696,8 (1%),696,0%,"325,000",0
croatia,"2,112",11,83,3,"1,560",38,469,14 (3%),469,4%,"39,973",933
cameroon,"2,104",27,64,0,953,0,"1,087",12 (1%),"1,087",3%,0,0
azerbaijan,"2,060",76,26,0,"1,508",28,526,18 (3%),526,1%,"164,481","6,549"
bosnia-and-herzegovina,"1,946",20,79,1,911,56,956,4 (0%),956,4%,"35,296",918
guinea,"1,811",101,10,1,498,48,"1,303",0 (0%),"1,303",1%,0,0
iceland,"1,799",0,10,0,"1,723",6,66,0 (0%),66,1%,"50,477",71
estonia,"1,711",8,55,0,261,2,"1,395",6 (0%),"1,395",3%,"57,423","1,639"
bulgaria,"1,704",52,80,2,342,21,"1,282",37 (3%),"1,282",5%,"50,303","1,158"
cuba,"1,685",17,69,0,954,78,662,8 (1%),662,4%,"57,711","2,169"
bolivia,"1,681",87,82,6,174,8,"1,425",3 (0%),"1,425",5%,"7,651",0
north-macedonia,"1,526",8,86,1,"1,013",21,427,21 (5%),427,6%,"17,359",0
new-zealand,"1,486",0,20,0,"1,302",26,164,0 (0%),164,1%,"155,928","3,232"
ivory-coast,"1,464",32,18,1,701,8,745,0 (0%),745,1%,"11,448",670
slovenia,"1,445",6,98,1,244,3,"1,103",17 (2%),"1,103",7%,"57,504",0
lithuania,"1,423",4,46,0,678,40,699,17 (2%),699,3%,"149,106","5,077"
slovakia,"1,421",8,25,0,741,98,655,6 (1%),655,2%,"99,864","2,060"
senegal,"1,329",58,11,1,470,55,848,6 (1%),848,1%,"17,787",0
honduras,"1,178",123,83,1,122,4,973,10 (1%),973,7%,"5,243",433
djibouti,"1,120",4,2,0,745,32,373,0 (0%),373,0%,"14,378",156
hong-kong,"1,041",1,4,0,900,21,137,1 (1%),137,0%,"154,989",0
tunisia,"1,022",4,43,0,482,76,497,17 (3%),497,4%,"25,165",312
latvia,896,17,16,0,348,0,532,4 (1%),532,2%,"65,464","1,219"
cyprus,878,4,15,0,296,0,567,15 (3%),567,2%,"66,975","1,250"
kosovo,856,1,26,0,490,87,340,0 (0%),340,3%,0,0
kyrgyzstan,843,13,11,1,600,25,232,13 (6%),232,1%,"56,488",0
somalia,835,79,38,3,75,14,722,2 (0%),722,5%,0,0
albania,820,17,31,0,570,27,219,7 (3%),219,4%,"9,276",270
sudan,778,100,45,4,70,9,663,0 (0%),663,6%,0,0
sri-lanka,771,20,9,1,213,19,549,1 (0%),549,1%,"26,842",0
niger,763,8,38,1,543,9,182,0 (0%),182,5%,"5,375",66
costa-rica,755,13,6,0,413,14,336,5 (1%),336,1%,"14,121",133
andorra,751,1,46,1,514,15,191,16 (8%),191,6%,"1,673",0
lebanon,741,1,25,0,206,6,510,43 (8%),510,3%,"42,488","1,474"
mayotte,739,53,9,3,352,0,378,6 (2%),378,1%,"3,400",0
guatemala,730,27,19,2,79,7,632,5 (1%),632,3%,"7,200",0
cruise-ship,712,0,13,0,645,0,54,4 (7%),54,2%,0,0
congo-kinshasa,705,23,34,0,90,10,581,0 (0%),581,5%,0,0
burkina-faso,688,16,48,2,548,3,92,0 (0%),92,7%,0,0
uruguay,670,13,17,0,468,21,185,10 (5%),185,3%,"23,811","1,006"
mali,612,32,32,3,228,5,352,0 (0%),352,5%,"2,172",0
georgia,604,11,9,0,240,17,355,6 (2%),355,1%,"20,579","4,675"
san-marino,589,7,41,0,92,6,456,5 (1%),456,7%,"2,538",81
el-salvador,587,32,13,0,201,21,373,3 (1%),373,2%,"30,387",0
maldives,573,32,2,1,20,2,551,2 (0%),551,0%,"9,863","1,536"
channel-islands,544,0,41,0,406,0,97,0 (0%),97,8%,"5,342",0
kenya,535,45,24,0,182,9,329,2 (1%),329,4%,"24,784",0
malta,482,2,5,1,403,4,74,1 (1%),74,1%,"36,945",741
tanzania,480,0,16,0,167,0,297,7 (2%),297,3%,0,0
jamaica,471,2,9,0,49,11,413,2 (0%),413,2%,"5,830",197
jordan,471,6,9,0,375,5,87,5 (6%),87,2%,"91,666","4,048"
taiwan,438,6,6,0,334,2,98,0 (0%),98,1%,"64,436",342
paraguay,431,35,10,0,135,9,286,7 (2%),286,2%,"11,913","1,147"
réunion,424,1,0,0,300,0,124,2 (2%),124,0%,0,0
guinea-bissau,413,156,1,0,19,0,393,0 (0%),393,0%,"1,500",0
gabon,397,30,6,0,93,0,298,1 (0%),298,2%,724,0
west-bank-and-gaza,371,9,2,0,127,25,242,0 (0%),242,1%,0,0
palestine,371,9,2,0,127,25,242,0 (0%),242,1%,"32,200",0
venezuela,361,4,10,0,158,0,193,1 (1%),193,3%,"482,953",0
mauritius,332,0,10,0,316,1,6,3 (50%),6,3%,"18,398","2,370"
isle-of-man,326,1,23,0,271,0,32,19 (59%),32,7%,"3,459",120
montenegro,324,1,8,0,253,0,63,2 (3%),63,2%,"7,816",0
equatorial-guinea,315,0,3,2,13,4,299,0 (0%),299,1%,854,0
tajikistan,293,63,5,2,0,0,288,0 (0%),288,2%,0,0
vietnam,271,0,0,0,219,0,52,8 (15%),52,0%,"261,004",0
rwanda,261,2,0,0,128,4,133,0 (0%),133,0%,"35,096",746
congo-brazzaville,236,7,10,1,26,1,200,0 (0%),200,4%,0,0
sierra-leone,199,21,11,2,43,6,145,0 (0%),145,6%,0,0
faroe-islands,187,0,0,0,185,0,2,0 (0%),2,0%,"8,066",0
cabo-verde,186,11,2,0,37,0,147,0 (0%),147,1%,791,0
martinique,181,2,14,0,83,0,84,5 (6%),84,8%,0,0
sao-tome-and-principe,174,151,3,0,4,0,167,0 (0%),167,2%,175,0
liberia,170,4,20,2,58,0,92,0 (0%),92,12%,0,0
chad,170,53,17,7,43,4,110,0 (0%),110,10%,0,0
myanmar,161,6,6,0,49,6,106,0 (0%),106,4%,"9,025",322
burma,161,6,6,0,49,6,106,0 (0%),106,4%,0,0
guadeloupe,152,0,12,0,98,3,42,5 (12%),42,8%,0,0
madagascar,151,2,0,0,101,2,50,1 (2%),50,0%,"3,861",89
ethiopia,145,5,4,1,91,16,50,0 (0%),50,3%,"25,135","1,047"
gibraltar,144,0,0,0,133,1,11,0 (0%),11,0%,"2,931",220
zambia,138,1,3,0,92,14,43,1 (2%),43,2%,"7,277",0
brunei,138,0,1,0,130,2,7,2 (29%),7,1%,"14,476",214
french-guiana,133,5,1,0,100,2,32,2 (6%),32,1%,0,0
togo,128,2,9,0,74,0,45,0 (0%),45,7%,"7,896",5
cambodia,122,0,0,0,120,0,2,1 (50%),2,0%,"12,378",74
eswatini,119,3,1,0,12,0,106,0 (0%),106,1%,714,0
trinidad-and-tobago,116,0,8,0,99,11,9,0 (0%),9,7%,"2,012",105
bermuda,115,0,7,0,54,3,54,4 (7%),54,6%,"3,270",126
aruba,101,1,2,0,82,1,17,4 (24%),17,2%,"1,780",22
haiti,101,1,12,1,10,0,79,0 (0%),79,12%,"1,037",11
uganda,98,1,0,0,55,0,43,0 (0%),43,0%,"41,478",0
benin,96,6,2,0,50,8,44,0 (0%),44,2%,0,0
monaco,95,0,4,0,78,0,13,1 (8%),13,4%,0,0
guyana,92,10,9,0,27,5,56,3 (5%),56,10%,579,0
bahamas,89,6,11,0,26,1,52,1 (2%),52,12%,"1,485",94
car,85,13,0,0,10,0,75,0 (0%),75,0%,"3,498","3,498"
barbados,82,1,7,0,46,2,29,4 (14%),29,9%,"2,458",89
nepal,82,7,0,0,16,0,66,0 (0%),66,0%,"64,492","1,390"
liechtenstein,82,0,1,0,55,0,26,0 (0%),26,1%,900,0
mozambique,81,1,0,0,19,0,62,0 (0%),62,0%,"2,867",401
sint-maarten,76,0,13,0,44,0,19,7 (37%),19,17%,329,0
cayman-islands,75,1,1,0,14,4,60,3 (5%),60,1%,"2,528",601
libya,63,0,3,0,23,1,37,0 (0%),37,5%,"2,338",183
south-sudan,52,6,0,0,0,0,52,0 (0%),52,0%,"1,247",0
macau,45,0,0,0,39,0,6,1 (17%),6,0%,0,0
syria,44,0,3,0,27,0,14,0 (0%),14,7%,0,0
malawi,41,2,3,0,9,0,29,1 (3%),29,7%,907,15
mongolia,41,1,0,0,13,1,28,0 (0%),28,0%,"8,889",639
eritrea,39,0,0,0,26,0,13,0 (0%),13,0%,0,0
saint-martin,38,0,3,0,29,2,6,1 (17%),6,8%,0,0
angola,36,1,2,0,11,0,23,0 (0%),23,6%,"3,000",0
zimbabwe,34,0,4,0,5,0,25,0 (0%),25,12%,"7,642",0
antigua-and-barbuda,25,0,3,0,15,0,7,1 (14%),7,12%,151,0
timor-leste,24,0,0,0,20,4,4,0 (0%),4,0%,664,342
botswana,23,0,1,0,8,0,14,0 (0%),14,4%,"8,636",961
yemen,22,10,4,2,1,0,17,0 (0%),17,18%,120,0
grenada,21,0,0,0,13,0,8,4 (50%),8,0%,"1,406",0
laos,19,0,0,0,9,0,10,0 (0%),10,0%,"2,223",39
belize,18,0,2,0,13,0,3,1 (33%),3,11%,"1,043",0
saint-lucia,18,0,0,0,15,0,3,0 (0%),3,0%,446,0
fiji,18,0,0,0,14,0,4,0 (0%),4,0%,"1,007",0
new-caledonia,18,0,0,0,17,0,1,1 (100%),1,0%,"4,947",0
st-vincent-grenadines,17,1,0,0,9,1,8,0 (0%),8,0%,137,29
gambia,17,0,1,0,9,0,7,0 (0%),7,6%,401,0
namibia,16,0,0,0,8,0,8,0 (0%),8,0%,"1,122",0
curaçao,16,0,1,0,13,0,2,0 (0%),2,6%,351,0
nicaragua,16,1,5,0,7,0,4,0 (0%),4,31%,0,0
dominica,16,0,0,0,13,0,3,0 (0%),3,0%,383,0
burundi,15,0,1,0,7,0,7,0 (0%),7,7%,284,0
saint-kitts-and-nevis,15,0,0,0,8,0,7,0 (0%),7,0%,294,0
falkland-islands,13,0,0,0,13,0,0,0 (nan%),0,0%,388,0
turks-and-caicos,12,0,1,0,6,1,5,0 (0%),5,8%,107,24
montserrat,11,0,1,0,7,0,3,1 (33%),3,9%,36,0
seychelles,11,0,0,0,6,0,5,0 (0%),5,0%,0,0
greenland,11,0,0,0,11,0,0,0 (nan%),0,0%,"1,294",5
vatican-city,11,0,0,0,2,0,9,0 (0%),9,0%,0,0
suriname,10,0,1,0,9,0,0,0 (nan%),0,10%,404,0
ms-zaandam,9,0,2,0,0,0,7,0 (0%),7,22%,0,0
papua-new-guinea,8,0,0,0,6,6,2,0 (0%),2,0%,"2,402","1,798"
mauritania,8,0,1,0,6,0,1,0 (0%),1,13%,"1,032",0
bhutan,7,0,0,0,5,0,2,0 (0%),2,0%,"10,980",219
western-sahara,6,0,0,0,5,0,1,0 (0%),1,0%,0,0
caribbean-netherlands,6,0,0,0,0,0,6,0 (0%),6,0%,110,0
st-barth,6,0,0,0,6,0,0,0 (nan%),0,0%,0,0
british-virgin-islands,6,0,1,0,3,0,2,0 (0%),2,17%,0,0
anguilla,3,0,0,0,3,0,0,0 (nan%),0,0%,0,0
comoros,3,0,0,0,0,0,3,0 (0%),3,0%,0,0
saint-pierre-miquelon,1,0,0,0,0,0,1,0 (0%),1,0%,0,0
