Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,484,287","1,296","88,507",30,"327,751","1,654","1,068,029","16,139 (2%)","1,068,029",6%,"11,090,900","7,209"
spain,"274,367","1,721","27,459",138,"188,967","2,487","57,941","1,320 (2%)","57,941",10%,"2,467,761",0
russia,"272,043","9,200","2,537",119,"63,166","4,940","206,340","2,300 (1%)","206,340",1%,"6,600,000","186,052"
united-kingdom,"237,260","3,561","34,041",384,457,1,"202,762","1,559 (1%)","202,762",14%,"2,353,078","133,797"
italy,"223,885",789,"31,610",242,"120,205","4,917","72,070",808 (1%),"72,070",14%,"2,875,680","68,176"
brazil,"220,291","2,068","14,962",145,"84,970",0,"120,359","8,318 (7%)","120,359",7%,"735,224",0
france,"179,506",636,"27,529",104,"60,448",843,"91,529","2,203 (2%)","91,529",15%,"1,384,633",0
germany,"175,699",724,"8,001",73,"151,700","1,400","15,998","1,294 (8%)","15,998",5%,"3,147,771",0
turkey,"146,457","1,708","4,055",48,"106,133","2,103","36,269",944 (3%),"36,269",3%,"1,547,389","38,565"
iran,"116,635","2,102","6,902",48,"91,836","1,297","17,897","2,727 (15%)","17,897",6%,"658,604","14,832"
india,"86,508",724,"2,760",7,"30,773",539,"52,975",0 (0%),"52,975",3%,"2,134,277","94,325"
peru,"84,495","3,891","2,392",125,"27,147","1,996","54,956",851 (2%),"54,956",3%,"605,383","18,091"
china,"82,941",8,"4,633",0,"78,219",10,89,11 (12%),89,6%,0,0
canada,"75,237",202,"5,669",22,"36,895",0,"32,673",502 (2%),"32,673",8%,"1,225,049",0
belgium,"54,989",345,"9,005",46,"14,460",159,"31,524",364 (1%),"31,524",16%,"663,755","18,441"
saudi-arabia,"49,176","2,307",292,9,"21,869","2,818","27,015",167 (1%),"27,015",1%,"530,265","16,678"
mexico,"45,032","2,437","4,767",290,"30,451","1,976","9,814",378 (4%),"9,814",11%,"163,691","7,759"
netherlands,"43,681",200,"5,643",53,0,0,"38,038",378 (1%),"38,038",13%,"287,943","5,167"
chile,"39,542","2,502",394,26,"16,614",959,"22,534",584 (3%),"22,534",1%,"341,347","15,930"
pakistan,"38,799","1,581",834,31,"10,880",725,"27,085",111 (0%),"27,085",2%,"359,264","14,814"
ecuador,"31,467",965,"2,594",256,"3,433",0,"25,440",197 (1%),"25,440",8%,"89,817",894
switzerland,"30,514",51,"1,878",6,"27,100",0,"1,536",69 (4%),"1,536",6%,"334,274","6,111"
qatar,"29,425","1,153",14,0,"3,546",190,"25,865",72 (0%),"25,865",0%,"148,173","4,235"
sweden,"29,207",625,"3,646",117,"4,971",0,"20,590",351 (2%),"20,590",12%,"177,500",0
