Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,506,213","23,222","89,538","1,061","338,872","12,775","1,077,803","16,247 (2%)","1,077,803",6%,"11,831,043","747,352"
spain,"276,505","2,138","27,563",104,"192,253","3,286","56,689","1,208 (2%)","56,689",10%,"3,037,840","570,079"
russia,"272,043","9,200","2,537",119,"63,166","4,940","206,340","2,300 (1%)","206,340",1%,"6,656,340","242,392"
united-kingdom,"240,715","3,455","34,509",468,458,1,"205,748","1,559 (1%)","205,748",14%,"2,489,563","136,485"
brazil,"233,142","14,919","15,633",816,"89,672","4,702","127,837","8,318 (7%)","127,837",7%,"735,224",0
italy,"224,760",875,"31,763",153,"122,810","2,605","70,187",775 (1%),"70,187",14%,"2,944,859","69,179"
france,"179,365",0,"27,625",96,"61,066",618,"90,674","2,132 (2%)","90,674",15%,"1,384,633",0
germany,"176,247",548,"8,027",26,"152,600",900,"15,620","1,203 (8%)","15,620",5%,"3,147,771",0
turkey,"148,067","1,610","4,096",41,"108,137","2,004","35,834",906 (3%),"35,834",3%,"1,589,625","42,236"
iran,"118,392","1,757","6,937",35,"93,147","1,311","18,308","2,716 (15%)","18,308",6%,"672,679","14,075"
india,"90,648","4,864","2,871",118,"34,224","3,990","53,553",0 (0%),"53,553",3%,"2,134,277","94,325"
peru,"88,541","4,046","2,523",131,"28,272","1,125","57,746",840 (1%),"57,746",3%,"630,482","25,099"
china,"82,941",8,"4,633",0,"78,219",10,89,11 (12%),89,6%,0,0
canada,"76,475","1,440","5,788",141,"37,819",924,"32,868",502 (2%),"32,868",8%,"1,265,502","40,453"
belgium,"54,989",345,"9,005",46,"14,460",159,"31,524",364 (1%),"31,524",16%,"663,755","18,441"
saudi-arabia,"52,016","2,840",302,10,"23,666","1,797","28,048",166 (1%),"28,048",1%,"548,023","17,758"
mexico,"45,032","2,437","4,767",290,"30,451","1,976","9,814",378 (4%),"9,814",11%,"163,691","7,759"
netherlands,"43,870",189,"5,670",27,0,0,"38,200",346 (1%),"38,200",13%,"287,943",0
chile,"41,428","1,886",421,27,"18,014","1,400","22,993",751 (3%),"22,993",1%,"350,325","8,978"
pakistan,"38,799","1,581",834,31,"10,880",725,"27,085",111 (0%),"27,085",2%,"359,264","14,814"
ecuador,"32,763","1,296","2,688",94,"3,433",0,"26,642",197 (1%),"26,642",8%,"93,344","3,527"
qatar,"30,972","1,547",15,1,"3,788",242,"27,169",158 (1%),"27,169",0%,"152,704","4,531"
switzerland,"30,572",58,"1,879",1,"27,400",300,"1,293",69 (5%),"1,293",6%,"339,364","5,090"
sweden,"29,677",470,"3,674",28,"4,971",0,"21,032",278 (1%),"21,032",12%,"177,500",0
portugal,"28,810",227,"1,203",13,"3,822",494,"23,785",115 (0%),"23,785",4%,"600,061",0
belarus,"28,681",951,160,4,"9,498",691,"19,023",92 (0%),"19,023",1%,"335,057","13,352"
singapore,"27,356",465,22,1,"8,342","1,094","18,992",16 (0%),"18,992",0%,"224,262",0
ireland,"24,048",92,"1,533",15,"19,470",0,"3,045",69 (2%),"3,045",6%,"258,808",0
united-arab-emirates,"22,627",796,214,4,"7,931",603,"14,482",1 (0%),"14,482",1%,"1,560,923",0
bangladesh,"20,995",930,314,16,"4,117",235,"16,564",1 (0%),"16,564",2%,"167,114","6,602"
poland,"18,257",241,915,8,"7,175",257,"10,167",160 (2%),"10,167",5%,"601,394","25,118"
ukraine,"17,858",528,497,21,"4,906",433,"12,455",231 (2%),"12,455",3%,"220,638","9,024"
indonesia,"17,025",529,"1,089",13,"3,911",108,"12,025",0 (0%),"12,025",6%,"182,818","4,216"
romania,"16,704",267,"1,094",24,"9,574",204,"6,036",206 (3%),"6,036",7%,"303,734","9,133"
israel,"16,608",19,268,2,"12,855",268,"3,485",59 (2%),"3,485",2%,"498,711","12,789"
