Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,094,721","31,370","63,840","2,222","151,818","4,704","879,063","15,226 (2%)","879,063",6%,"6,370,285","242,273"
spain,"239,639","2,740","24,543",268,"137,984","5,055","77,112","2,676 (3%)","77,112",10%,"1,455,306","40,829"
italy,"205,463","1,872","27,967",285,"75,945","4,693","101,551","1,694 (2%)","101,551",14%,"1,979,217","68,456"
united-kingdom,"172,360","6,037","26,838",676,825,2,"144,697","1,559 (1%)","144,697",16%,"901,905","83,366"
france,"167,178",758,"24,376",289,"49,476","1,248","93,326","4,019 (4%)","93,326",15%,"724,574","260,912"
germany,"163,009","1,812","6,623",218,"123,500","3,100","32,886","2,415 (7%)","32,886",4%,"2,547,052",0
turkey,"120,204","2,615","3,174",93,"48,886","4,846","68,144","1,514 (2%)","68,144",3%,"1,033,617","42,004"
russia,"106,498","7,099","1,073",101,"11,619","1,333","93,806","2,300 (2%)","93,806",1%,"3,490,000","186,283"
iran,"94,640",983,"6,028",71,"75,103","1,312","13,509","2,976 (22%)","13,509",6%,"463,295","9,909"
brazil,"85,380","6,019","5,901",390,"35,935","1,803","43,544","8,318 (19%)","43,544",7%,"339,552",0
china,"83,805",4,"4,637",0,"78,364",37,804,41 (5%),804,6%,0,0
canada,"54,374","1,599","3,303",152,"21,423","1,096","29,648",557 (2%),"29,648",6%,"788,283","33,483"
belgium,"48,519",660,"7,594",93,"11,576",293,"29,349",769 (3%),"29,349",16%,"237,963","11,239"
netherlands,"39,416",514,"4,797",84,79,6,"34,540",783 (2%),"34,540",12%,"219,744","6,372"
peru,"36,976","3,045","1,051",108,"10,405",368,"25,520",651 (3%),"25,520",3%,"318,252","21,990"
india,"34,862","1,800","1,154",75,"9,068",631,"24,640",0 (0%),"24,640",3%,"830,201","59,437"
switzerland,"29,586",179,"1,737",21,"23,400",800,"4,449",167 (4%),"4,449",6%,"266,200","5,700"
portugal,"25,045",540,989,16,"1,519",49,"22,537",172 (1%),"22,537",4%,"395,771","16,220"
ecuador,"24,934",259,900,17,"1,558",1,"22,476",146 (1%),"22,476",4%,"69,054","7,525"
saudi-arabia,"22,753","1,351",162,5,"3,163",210,"19,428",123 (1%),"19,428",1%,"200,000",0
sweden,"21,092",790,"2,586",124,"1,005",0,"17,501",531 (3%),"17,501",12%,"119,500",0
ireland,"20,612",359,"1,232",42,"13,386",0,"5,994",123 (2%),"5,994",6%,"153,954",0
mexico,"17,799","1,047","1,732",163,"11,423",0,"4,644",378 (8%),"4,644",10%,"81,912","4,907"
pakistan,"16,473",948,361,18,"4,105",680,"12,007",111 (1%),"12,007",2%,"174,160","8,249"
singapore,"16,169",528,15,1,"1,244",56,"14,910",22 (0%),"14,910",0%,"143,919",0
chile,"16,023","1,138",227,11,"8,580",523,"7,216",392 (5%),"7,216",1%,"180,517","7,898"
israel,"15,946",112,222,7,"8,561",328,"7,163",105 (1%),"7,163",1%,"364,467",0
austria,"15,452",50,584,4,"12,907",128,"1,961",128 (7%),"1,961",4%,"256,399","8,645"
belarus,"14,027",846,89,5,"2,386",314,"11,552",92 (1%),"11,552",1%,"176,625","7,639"
japan,"13,965",229,425,31,"2,368",469,"11,172",306 (3%),"11,172",3%,"164,255","3,709"
qatar,"13,409",845,10,0,"1,372",129,"12,027",72 (1%),"12,027",0%,"94,500","3,085"
poland,"12,877",237,644,20,"3,236",211,"8,997",160 (2%),"8,997",5%,"338,027","13,500"
united-arab-emirates,"12,481",552,105,7,"2,429",100,"9,947",1 (0%),"9,947",1%,"1,122,000",0
romania,"12,240",262,717,24,"4,017",448,"7,506",221 (3%),"7,506",6%,"175,374","8,381"
south-korea,"10,765",4,247,1,"9,059",137,"1,459",55 (4%),"1,459",2%,"619,881","5,684"
ukraine,"10,406",540,261,11,"1,238",135,"8,907",138 (2%),"8,907",3%,"111,859","7,315"
indonesia,"10,118",347,792,8,"1,522",131,"7,804",0 (0%),"7,804",8%,"94,599","7,614"
denmark,"9,345",150,452,9,"6,730",183,"2,163",62 (3%),"2,163",5%,"193,165","13,103"
serbia,"9,009",285,179,6,"1,343",51,"7,487",71 (1%),"7,487",2%,"85,645","6,703"
philippines,"8,488",276,568,10,"1,043",20,"6,877",31 (0%),"6,877",7%,"104,146","5,205"
norway,"7,738",28,210,3,32,0,"7,496",37 (0%),"7,496",3%,"172,586","3,462"
czechia,"7,682",103,236,9,"3,314",206,"4,132",68 (2%),"4,132",3%,"242,088","7,103"
bangladesh,"7,667",564,168,5,160,10,"7,339",1 (0%),"7,339",2%,"64,666","4,965"
dominican-republic,"6,972",320,301,8,"1,301",73,"5,370",144 (3%),"5,370",4%,"25,368",0
australia,"6,753",7,93,2,"5,715",36,945,34 (4%),945,1%,"563,641","19,231"
colombia,"6,507",300,293,15,"1,439",28,"4,775",118 (2%),"4,775",5%,"104,657","9,572"
panama,"6,378",178,178,2,527,43,"5,673",92 (2%),"5,673",3%,"29,837","1,042"
malaysia,"6,002",57,102,2,"4,171",84,"1,729",40 (2%),"1,729",2%,"160,296",0
south-africa,"5,647",297,103,0,"2,073",0,"3,471",36 (1%),"3,471",2%,"207,530","10,403"
egypt,"5,537",269,392,12,"1,381",46,"3,764",0 (0%),"3,764",7%,"90,000",0
finland,"4,995",89,211,5,"3,000",200,"1,784",48 (3%),"1,784",4%,"93,900","4,100"
argentina,"4,428",143,218,4,"1,256",64,"2,954",157 (5%),"2,954",5%,"56,058",0
morocco,"4,423",102,170,2,984,56,"3,269",1 (0%),"3,269",4%,"34,841","1,911"
kuwait,"4,024",284,26,2,"1,539",150,"2,459",66 (3%),"2,459",1%,"179,000",0
algeria,"4,006",158,450,6,"1,779",77,"1,777",22 (1%),"1,777",11%,"6,500",0
moldova,"3,897",126,116,9,"1,182",68,"2,599",237 (9%),"2,599",3%,"11,763",0
luxembourg,"3,784",15,90,1,"3,213",79,481,23 (5%),481,2%,"42,643",885
kazakhstan,"3,402",264,25,0,866,47,"2,511",41 (2%),"2,511",1%,"249,527","17,112"
bahrain,"3,040",119,8,0,"1,500",45,"1,532",1 (0%),"1,532",0%,"129,694","2,789"
thailand,"2,954",7,54,0,"2,684",19,216,61 (28%),216,2%,"178,083",0
hungary,"2,775",48,312,12,581,45,"1,882",54 (3%),"1,882",11%,"72,951","2,651"
greece,"2,591",15,140,1,"1,374",797,"1,077",38 (4%),"1,077",5%,"75,170","3,040"
oman,"2,348",74,11,1,495,131,"1,842",17 (1%),"1,842",0%,"40,459","40,459"
afghanistan,"2,171",232,64,4,260,8,"1,847",7 (0%),"1,847",3%,"10,022","1,022"
iraq,"2,085",82,93,1,"1,375",29,617,0 (0%),617,4%,"92,061","5,353"
croatia,"2,076",14,69,2,"1,348",60,659,20 (3%),659,3%,"36,221","1,745"
ghana,"2,074",403,17,1,212,24,"1,845",4 (0%),"1,845",1%,"113,497","12,875"
armenia,"2,066",134,32,2,929,29,"1,105",10 (1%),"1,105",2%,"21,125",936
uzbekistan,"2,039",37,9,0,"1,133",37,897,8 (1%),897,0%,"242,536",0
nigeria,"1,932",204,58,7,319,12,"1,555",2 (0%),"1,555",3%,"12,828",0
