Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,455,866","26,093","86,887","1,715","317,015","8,787","1,051,964","16,240 (2%)","1,051,964",6%,"10,592,913","338,026"
spain,"272,646","1,551","27,321",217,"186,480","3,253","58,845","1,376 (2%)","58,845",10%,"2,467,761",0
russia,"252,245","9,974","2,305",93,"53,530","5,527","196,410","2,300 (1%)","196,410",1%,"6,188,102","205,544"
united-kingdom,"233,699","2,846","33,657",398,456,0,"199,586","1,559 (1%)","199,586",14%,"2,219,281","125,072"
italy,"223,096",992,"31,368",262,"115,288","2,747","76,440",855 (1%),"76,440",14%,"2,807,504","71,876"
brazil,"202,918","13,761","13,993",835,"79,479","1,055","109,446","8,318 (8%)","109,446",7%,"735,224",0
france,"178,870",810,"27,425",351,"59,605",932,"91,840","2,299 (3%)","91,840",15%,"1,384,633",0
germany,"174,975",877,"7,928",67,"150,300","1,600","16,747","1,329 (8%)","16,747",5%,"3,147,771",0
turkey,"144,749","1,635","4,007",55,"104,030","2,315","36,712",963 (3%),"36,712",3%,"1,508,824","34,821"
iran,"114,533","1,808","6,854",71,"90,539","1,111","17,140","2,758 (16%)","17,140",6%,"643,772","14,238"
china,"82,929",0,"4,633",0,"78,195",0,101,9 (9%),101,6%,0,0
india,"81,997","3,942","2,649",98,"27,969","1,569","51,379",0 (0%),"51,379",3%,"1,947,041","92,791"
peru,"80,604","4,298","2,267",98,"25,151",827,"53,186",842 (2%),"53,186",3%,"587,292","33,990"
canada,"74,054",548,"5,581",157,"36,091",927,"32,382",502 (2%),"32,382",8%,"1,169,380","5,564"
belgium,"54,288",307,"8,903",60,"14,111",174,"31,274",407 (1%),"31,274",16%,"623,628","18,391"
saudi-arabia,"46,869","2,039",283,10,"19,051","1,429","27,535",156 (1%),"27,535",1%,"513,587","16,639"
netherlands,"43,481",270,"5,590",28,0,0,"37,891",410 (1%),"37,891",13%,"282,776","7,056"
mexico,"40,186","1,862","4,220",294,"26,990","1,055","8,976",378 (4%),"8,976",11%,"142,204",0
