Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,131,492",641,"65,776",47,"161,563",12,"904,153","16,481 (2%)","904,153",6%,"6,699,878","7,946"
spain,"242,988","3,349","24,824",281,"142,450","4,466","75,714","2,500 (3%)","75,714",10%,"1,528,833","73,527"
italy,"207,428","1,965","28,236",269,"78,249","2,304","100,943","1,578 (2%)","100,943",14%,"2,053,425","74,208"
united-kingdom,"178,566","6,206","27,579",741,856,31,"150,131","1,559 (1%)","150,131",15%,"1,023,824","121,919"
france,"167,346",168,"24,594",218,"50,212",736,"92,540","3,878 (4%)","92,540",15%,"1,100,228","375,654"
germany,"164,077","1,068","6,736",113,"126,900","3,400","30,441","2,189 (7%)","30,441",4%,"2,547,052",0
russia,"124,054","9,623","1,222",53,"15,013","1,793","107,819","2,300 (2%)","107,819",1%,"3,945,518","245,518"
turkey,"122,392","2,188","3,258",84,"53,808","4,922","65,326","1,480 (2%)","65,326",3%,"1,075,048","41,431"
iran,"95,646","1,006","6,091",63,"76,318","1,215","13,237","2,899 (22%)","13,237",6%,"475,023","11,728"
brazil,"92,202",93,"6,412",2,"38,039",0,"47,751","8,318 (17%)","47,751",7%,"339,552",0
china,"83,744",1,"4,634",0,"78,377",12,733,37 (5%),733,6%,0,0
canada,"56,286",4,"3,536",0,"22,751",0,"29,999",557 (2%),"29,999",6%,"832,222",0
belgium,"49,517",485,"7,765",62,"12,211",319,"29,541",689 (2%),"29,541",16%,"260,996","7,798"
peru,"40,459","3,483","1,124",73,"11,129",724,"28,206",658 (2%),"28,206",3%,"342,498","24,246"
netherlands,"39,891",475,"4,895",98,81,2,"34,915",735 (2%),"34,915",12%,"225,899","6,155"
india,"37,336",79,"1,223",0,"10,007",0,"26,106",0 (0%),"26,106",3%,"976,363","73,709"
switzerland,"29,817",112,"1,754",0,"23,900",0,"4,163",167 (4%),"4,163",6%,"276,000","4,500"
ecuador,"26,336","1,402","1,063",163,"1,913",355,"23,360",149 (1%),"23,360",4%,"71,950","2,896"
