Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,035,765",369,"59,266",20,"142,238",287,"834,261","15,298 (2%)","834,261",6%,"5,919,847","58,681"
spain,"232,128","2,706","23,822",301,"123,903","3,071","84,403","7,764 (9%)","84,403",10%,"1,345,560",0
italy,"201,505","2,091","27,359",382,"68,941","2,317","105,205","1,863 (2%)","105,205",14%,"1,846,934","57,272"
france,"165,911",69,"23,660",367,"46,886","1,373","95,365","4,387 (5%)","95,365",14%,"463,662",0
united-kingdom,"162,235","4,002","21,741",588,779,4,"139,715","1,559 (1%)","139,715",13%,"763,387","43,477"
germany,"159,934",22,"6,314",0,"120,400","3,000","33,220","2,409 (7%)","33,220",4%,"2,072,669",0
turkey,"114,653","2,392","2,992",92,"38,809","5,018","72,852","1,621 (2%)","72,852",3%,"948,115","29,230"
russia,"99,399","5,841",972,105,"10,286","1,830","88,141","2,300 (3%)","88,141",1%,"3,303,717","164,459"
iran,"92,584","1,112","5,877",71,"72,439","1,506","14,268","2,983 (21%)","14,268",6%,"442,590","10,261"
china,"83,801",2,"4,637",0,"78,308",31,856,50 (6%),856,6%,0,0
brazil,"73,235",336,"5,083",20,"32,544",0,"35,608","8,318 (23%)","35,608",7%,"339,552",0
canada,"51,094",4,"2,982",2,"19,190",0,"28,922",557 (2%),"28,922",6%,"754,800","13,941"
belgium,"47,859",525,"7,501",170,"11,283",340,"29,075",797 (3%),"29,075",16%,"226,724","6,520"
netherlands,"38,516",171,"4,568",48,73,0,"33,875",861 (3%),"33,875",12%,"209,726","15,776"
india,"31,332",0,"1,008",0,"7,747",0,"22,577",0 (0%),"22,577",3%,"770,764","54,031"
peru,"31,190","2,491",854,72,"9,179",754,"21,157",600 (3%),"21,157",3%,"267,612","28,049"
switzerland,"29,264",100,"1,699",34,"22,600",400,"4,965",185 (4%),"4,965",6%,"256,500","11,200"
portugal,"24,322",295,948,20,"1,389",32,"21,985",172 (1%),"21,985",4%,"379,551","19,396"
ecuador,"24,258","1,018",871,208,"1,557",0,"21,830",146 (1%),"21,830",4%,"61,529",0
saudi-arabia,"20,077","1,266",152,8,"2,784",253,"17,141",118 (1%),"17,141",1%,"200,000",0
ireland,"19,877",229,"1,159",57,"9,233",0,"9,485",146 (2%),"9,485",6%,"153,954","26,635"
sweden,"19,621",695,"2,355",81,"1,005",0,"16,261",524 (3%),"16,261",12%,"119,500","25,000"
mexico,"16,752","1,223","1,569",135,"11,423","2,337","3,760",378 (10%),"3,760",9%,"77,005","5,902"
israel,"15,782",54,212,2,"7,929",183,"7,641",120 (2%),"7,641",1%,"313,135",0
singapore,"15,641",690,14,0,"1,128",0,"14,499",20 (0%),"14,499",0%,"121,774",0
austria,"15,357",83,569,20,"12,580",218,"2,208",136 (6%),"2,208",4%,"239,578","7,041"
pakistan,"14,885",273,327,15,"3,425",192,"11,133",111 (1%),"11,133",2%,"165,911","8,688"
chile,"14,365",552,207,9,"7,710",383,"6,448",426 (7%),"6,448",1%,"166,165","4,930"
japan,"13,736",122,394,9,"1,899",0,"11,443",300 (3%),"11,443",3%,"160,546","9,854"
poland,"12,415",197,606,10,"3,025",370,"8,784",160 (2%),"8,784",5%,"310,744",0
belarus,"12,208",919,79,4,"1,993",253,"10,136",92 (1%),"10,136",1%,"161,028","7,183"
qatar,"11,921",677,10,0,"1,134",68,"10,777",72 (1%),"10,777",0%,"88,607","2,898"
romania,"11,616",277,663,22,"3,404",263,"7,549",243 (3%),"7,549",6%,"150,309","6,475"
united-arab-emirates,"11,380",541,89,7,"2,181",91,"9,110",1 (0%),"9,110",1%,"1,057,326",0
south-korea,"10,761",9,246,2,"8,922",68,"1,593",55 (3%),"1,593",2%,"614,197","5,683"
ukraine,"9,866",456,250,11,"1,103",111,"8,513",129 (2%),"8,513",3%,"104,544","5,825"
indonesia,"9,771",260,784,11,"1,391",137,"7,596",0 (0%),"7,596",8%,"79,618",0
denmark,"9,195",157,434,0,"6,302",0,"2,459",66 (3%),"2,459",5%,"180,062","13,216"
serbia,"8,497",222,168,6,"1,260",51,"7,069",79 (1%),"7,069",2%,"73,363","5,446"
philippines,"8,212",254,558,28,"1,023",48,"6,631",31 (0%),"6,631",7%,"95,032","5,143"
norway,"7,660",106,206,1,32,0,"7,422",44 (1%),"7,422",3%,"165,951","1,635"
czechia,"7,504",59,227,4,"2,948",122,"4,329",73 (2%),"4,329",3%,"226,255","7,781"
bangladesh,"7,103",641,163,8,150,11,"6,790",1 (0%),"6,790",2%,"59,701","4,968"
australia,"6,738",18,88,5,"5,630",44,"1,020",42 (4%),"1,020",1%,"536,000","18,937"
dominican-republic,"6,416",123,286,4,"1,165",172,"4,965",144 (3%),"4,965",4%,"23,979","1,481"
panama,"6,200",179,176,9,484,29,"5,540",89 (2%),"5,540",3%,"28,795",961
colombia,"5,949",570,269,25,"1,268",135,"4,412",118 (3%),"4,412",5%,"90,899","3,700"
malaysia,"5,945",94,100,0,"4,087",55,"1,758",40 (2%),"1,758",2%,"152,142",0
egypt,"5,042",260,359,22,"1,304",68,"3,379",0 (0%),"3,379",7%,"90,000",0
south-africa,"4,996",203,93,3,"2,073",600,"2,830",36 (1%),"2,830",2%,"185,000","6,530"
finland,"4,906",166,199,0,"2,800",0,"1,907",56 (3%),"1,907",4%,"89,784","3,984"
morocco,"4,252",132,165,3,778,83,"3,309",1 (0%),"3,309",4%,"32,250","2,996"
argentina,"4,127",235,207,15,"1,162",22,"2,758",144 (5%),"2,758",5%,"53,600","3,695"
luxembourg,"3,741",12,89,1,"3,123",0,529,19 (4%),529,2%,"39,741",639
algeria,"3,649",132,437,5,"1,651",93,"1,561",22 (1%),"1,561",12%,"6,500",0
moldova,"3,638",157,103,1,975,50,"2,560",212 (8%),"2,560",3%,"11,763",0
kuwait,"3,440",152,23,1,"1,176",164,"2,241",67 (3%),"2,241",1%,"179,000","179,000"
kazakhstan,"3,079",52,25,0,774,0,"2,280",41 (2%),"2,280",1%,"232,415","16,139"
thailand,"2,947",9,54,0,"2,665",13,228,61 (27%),228,2%,"178,083",0
bahrain,"2,811",88,8,0,"1,310",92,"1,493",2 (0%),"1,493",0%,"121,706","4,332"
hungary,"2,727",78,300,9,536,20,"1,891",50 (3%),"1,891",11%,"70,300","3,128"
greece,"2,566",32,138,2,577,0,"1,851",40 (2%),"1,851",5%,"69,833","3,739"
oman,"2,274",143,10,0,364,0,"1,900",3 (0%),"1,900",0%,0,0
croatia,"2,047",8,63,4,"1,232",66,752,21 (3%),752,3%,"33,577",760
uzbekistan,"1,955",16,8,0,994,2,953,8 (1%),953,0%,"242,536",0
armenia,"1,932",65,30,0,900,34,"1,002",10 (1%),"1,002",2%,"20,189",893
iraq,"1,928",81,90,2,"1,319",33,519,0 (0%),519,5%,"73,782",0
afghanistan,"1,828",125,58,1,228,8,"1,542",7 (0%),"1,542",3%,"9,000",306
cameroon,"1,806",101,59,1,915,0,832,12 (1%),832,3%,0,0
iceland,"1,795",3,10,0,"1,636",12,149,1 (1%),149,1%,"46,377",0
azerbaijan,"1,717",39,22,0,"1,221",59,474,15 (3%),474,1%,"132,640","3,833"
ghana,"1,671",121,16,5,188,33,"1,467",4 (0%),"1,467",1%,"100,622",0
estonia,"1,666",6,50,0,236,0,"1,380",10 (1%),"1,380",3%,"51,188","1,661"
bosnia-and-herzegovina,"1,585",20,63,3,682,23,840,4 (0%),840,4%,"27,603",781
nigeria,"1,532",259,44,4,255,16,"1,233",2 (0%),"1,233",3%,"10,918",0
new-zealand,"1,474",2,19,0,"1,229",15,226,1 (0%),226,1%,"128,703","2,637"
cuba,"1,437",48,58,2,575,50,804,12 (1%),804,4%,"43,508","3,680"
bulgaria,"1,437",38,61,3,243,21,"1,133",39 (3%),"1,133",4%,"45,208","18,208"
north-macedonia,"1,421",22,71,6,589,36,761,13 (2%),761,5%,"15,771",651
slovenia,"1,418",10,89,3,230,7,"1,099",25 (2%),"1,099",6%,"51,607","1,317"
slovakia,"1,391",7,22,2,484,61,885,8 (1%),885,2%,"81,338","5,472"
lithuania,"1,375",31,45,1,563,27,767,17 (2%),767,3%,"118,201","6,392"
guinea,"1,240",77,7,0,269,23,964,0 (0%),964,1%,0,0
ivory-coast,"1,183",19,14,0,525,26,644,0 (0%),644,1%,0,0
djibouti,"1,072",37,2,0,498,21,572,0 (0%),572,0%,"12,571",321
bolivia,"1,053",39,55,2,110,12,888,3 (0%),888,5%,"5,791",0
hong-kong,"1,038",0,4,0,811,24,223,4 (2%),223,0%,"145,640",0
tunisia,975,8,40,1,279,0,656,18 (3%),656,4%,"21,477",396
latvia,849,13,15,2,348,81,486,4 (1%),486,2%,"54,811","3,250"
cyprus,837,15,15,0,148,0,674,15 (2%),674,2%,"53,219","2,999"
senegal,823,87,9,0,296,12,518,1 (0%),518,1%,466,0
albania,750,14,30,2,431,9,289,4 (1%),289,4%,"7,758",267
andorra,743,5,41,1,398,54,304,17 (6%),304,6%,"1,673",0
honduras,738,36,66,2,73,0,599,10 (2%),599,9%,"3,643",0
kyrgyzstan,729,21,8,0,437,21,284,10 (4%),284,1%,"50,775","5,148"
lebanon,717,7,24,0,145,0,548,44 (8%),548,3%,"30,879","1,512"
cruise-ship,712,0,13,0,645,0,54,4 (7%),54,2%,0,0
niger,709,8,31,2,403,18,275,0 (0%),275,4%,"5,116",103
costa-rica,705,8,6,0,306,19,393,8 (2%),393,1%,"12,729",59
burkina-faso,638,6,42,0,476,23,120,0 (0%),120,7%,0,0
uruguay,625,5,15,0,394,8,216,11 (5%),216,2%,"18,140",635
sri-lanka,622,3,7,0,134,0,481,2 (0%),481,1%,"17,715",0
guatemala,557,27,16,1,62,13,479,5 (1%),479,3%,"7,200",0
san-marino,553,15,41,0,64,0,448,5 (1%),448,7%,"2,170",88
channel-islands,530,5,36,1,352,0,142,0 (0%),142,7%,"5,342",0
somalia,528,48,28,2,19,9,481,2 (0%),481,5%,0,0
georgia,517,6,6,0,168,0,343,6 (2%),343,1%,"11,504",0
kosovo,510,0,12,0,93,0,405,0 (0%),405,2%,0,0
