Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,644,638","24,653","97,635","1,355","397,292","15,175","1,149,711","17,100 (1%)","1,149,711",6%,"13,882,648","464,155"
brazil,"330,890","20,803","21,048","1,001","135,430","9,470","174,412","8,318 (5%)","174,412",6%,"735,224",0
russia,"326,448","8,894","3,249",150,"99,825","7,144","223,374","2,300 (1%)","223,374",1%,"8,126,626","285,746"
spain,"281,904","1,787","28,628",688,"196,958",0,"56,318","1,152 (2%)","56,318",10%,"3,037,840",0
united-kingdom,"254,195","3,287","36,393",351,0,0,"217,802","1,559 (1%)","217,802",14%,"3,231,921","141,355"
italy,"228,658",652,"32,616",130,"136,720","2,160","59,322",595 (1%),"59,322",14%,"3,318,778","75,380"
france,"182,219",393,"28,289",74,"64,209",351,"89,721","1,701 (2%)","89,721",16%,"1,384,633",0
germany,"179,713",692,"8,352",43,"159,000","1,000","12,361",965 (8%),"12,361",5%,"3,595,059",0
turkey,"154,500",952,"4,276",27,"116,111","1,121","34,113",800 (2%),"34,113",3%,"1,767,495","37,507"
iran,"131,652","2,311","7,300",51,"102,276","1,712","22,076","2,659 (12%)","22,076",6%,"763,913","17,868"
india,"124,794","6,568","3,726",142,"51,824","3,271","69,244",0 (0%),"69,244",3%,"2,719,434","103,514"
peru,"111,698","2,929","3,244",96,"44,848","1,261","63,606",886 (1%),"63,606",3%,"750,526","14,026"
china,"82,971",4,"4,634",0,"78,255",6,82,8 (10%),82,6%,0,0
canada,"82,558","1,178","6,338",92,"42,481",766,"33,739",502 (1%),"33,739",8%,"1,405,208","28,062"
saudi-arabia,"67,719","2,642",364,13,"39,003","2,963","28,352",302 (1%),"28,352",1%,"667,057","15,899"
chile,"61,857","4,276",630,41,"25,342","1,350","35,885",986 (3%),"35,885",1%,"442,093","16,090"
mexico,"59,567","2,973","6,510",420,"40,657","1,781","12,400",378 (3%),"12,400",11%,"201,838","16,083"
belgium,"56,511",276,"9,212",26,"15,123",135,"32,176",268 (1%),"32,176",16%,"757,328","18,182"
pakistan,"50,694","2,603","1,067",50,"15,201","1,046","34,426",111 (0%),"34,426",2%,"445,987","16,387"
netherlands,"44,888",188,"5,788",13,0,0,"39,100",252 (1%),"39,100",13%,"313,755","11,360"
qatar,"40,481","1,830",19,2,"7,893",605,"32,569",175 (1%),"32,569",0%,"180,642","5,160"
ecuador,"35,828",522,"3,056",117,"3,557",0,"29,215",191 (1%),"29,215",9%,"104,330","2,750"
belarus,"34,303",932,190,5,"12,833",776,"21,280",92 (0%),"21,280",1%,"419,004","15,768"
sweden,"32,809",637,"3,925",54,"4,971",0,"23,913",265 (1%),"23,913",12%,"209,900",0
switzerland,"30,707",13,"1,903",5,"27,900",0,904,51 (6%),904,6%,"364,321","2,629"
singapore,"30,426",614,23,0,"12,995",878,"17,408",8 (0%),"17,408",0%,"294,414",0
bangladesh,"30,205","1,694",432,24,"6,190",588,"23,583",1 (0%),"23,583",1%,"223,841","9,727"
portugal,"30,200",288,"1,289",12,"7,590","1,138","21,321",84 (0%),"21,321",4%,"689,705","15,705"
united-arab-emirates,"27,892",994,241,4,"13,798","1,043","13,853",1 (0%),"13,853",1%,"1,600,923",0
ireland,"24,506",115,"1,592",9,"21,060",0,"1,854",54 (3%),"1,854",7%,"295,626",0
indonesia,"20,796",634,"1,326",48,"5,057",219,"14,413",0 (0%),"14,413",6%,"229,334","9,359"
poland,"20,619",476,982,10,"8,731",279,"10,906",160 (1%),"10,906",5%,"719,571","22,341"
ukraine,"20,148",442,588,9,"6,585",358,"12,975",256 (2%),"12,975",3%,"267,185","9,295"
south-africa,"20,125",988,397,28,"10,104","1,154","9,624",119 (1%),"9,624",2%,"543,032","17,599"
kuwait,"19,564",955,138,9,"5,515",310,"13,911",180 (1%),"13,911",1%,"264,959","3,888"
colombia,"19,131",801,682,30,"4,575",144,"13,874",136 (1%),"13,874",4%,"214,536",0
romania,"17,712",127,"1,166",10,"10,777",196,"5,769",200 (3%),"5,769",7%,"352,647","10,181"
israel,"16,690",7,279,0,"13,915",191,"2,496",47 (2%),"2,496",2%,"531,124","6,540"
austria,"16,436",32,635,2,"15,005",54,796,31 (4%),796,4%,"390,488","4,851"
japan,"16,513",128,796,25,"13,005",719,"2,712",176 (6%),"2,712",5%,"265,502","7,225"
egypt,"15,786",783,707,11,"4,374",157,"10,705",41 (0%),"10,705",4%,"135,000",0
dominican-republic,"13,989",332,456,8,"7,572",206,"5,961",113 (2%),"5,961",3%,"61,330",0
philippines,"13,597",163,857,11,"3,092",92,"9,648",81 (1%),"9,648",6%,"278,041","10,624"
denmark,"11,230",48,561,0,"9,764",121,905,23 (3%),905,5%,"514,765","10,499"
south-korea,"11,142",20,264,0,"10,162",27,716,15 (2%),716,2%,"802,418","13,734"
serbia,"11,024",105,237,0,"5,541",171,"5,246",12 (0%),"5,246",2%,"209,797","5,998"
argentina,"10,649",718,433,17,"3,062",30,"7,154",171 (2%),"7,154",4%,"121,278","4,589"
panama,"10,267",151,295,4,"6,275",30,"3,697",72 (2%),"3,697",3%,"55,018","1,090"
afghanistan,"9,216",540,205,12,996,58,"8,015",19 (0%),"8,015",2%,"27,889","1,182"
czechia,"8,813",59,312,6,"6,025",99,"2,476",29 (1%),"2,476",4%,"387,127","7,377"
bahrain,"8,414",240,12,0,"4,096",223,"4,306",7 (0%),"4,306",0%,"269,179","7,072"
norway,"8,332",23,235,0,"7,727","7,695",370,13 (4%),370,3%,"229,769","6,724"
algeria,"7,918",190,582,7,"4,256",194,"3,080",22 (1%),"3,080",7%,0,0
kazakhstan,"7,597",363,35,0,"4,096",319,"3,466",31 (1%),"3,466",0%,"612,997","21,495"
morocco,"7,332",121,197,1,"4,377",97,"2,758",1 (0%),"2,758",3%,"123,402","10,405"
nigeria,"7,261",245,221,10,"2,007",100,"5,033",7 (0%),"5,033",3%,"41,907","1,864"
malaysia,"7,137",78,115,1,"5,859",63,"1,163",9 (1%),"1,163",2%,"491,729","10,318"
australia,"7,095",14,101,1,"6,479",7,515,7 (1%),515,1%,"1,170,682","32,998"
moldova,"6,847",143,237,4,"3,369",416,"3,241",251 (8%),"3,241",3%,"40,565",0
oman,"6,794",424,34,3,"1,821",0,"4,939",31 (1%),"4,939",1%,"72,000",0
finland,"6,537",44,306,0,"4,800",0,"1,431",21 (1%),"1,431",5%,"163,000","2,823"
ghana,"6,486",217,31,0,"1,951",53,"4,504",12 (0%),"4,504",0%,"192,194","4,265"
armenia,"5,928",322,74,4,"2,874",293,"2,980",10 (0%),"2,980",1%,"47,654","1,832"
bolivia,"5,187",268,215,16,561,8,"4,411",3 (0%),"4,411",4%,"14,803",0
cameroon,"4,400",112,159,3,"1,822",14,"2,419",28 (1%),"2,419",4%,0,0
luxembourg,"3,981",1,109,0,"3,748",7,124,5 (4%),124,3%,"65,724",743
iraq,"3,964",87,147,7,"2,532",49,"1,285",0 (0%),"1,285",4%,"175,830","26,129"
azerbaijan,"3,855",106,46,2,"2,399",59,"1,410",42 (3%),"1,410",1%,"252,496",0
hungary,"3,678",37,476,3,"1,587",78,"1,615",23 (1%),"1,615",13%,"155,801","8,290"
sudan,"3,378",240,137,16,372,63,"2,869",0 (0%),"2,869",4%,394,113
honduras,"3,204",104,156,5,397,42,"2,651",13 (0%),"2,651",5%,"11,820",505
guinea,"3,067",204,18,0,"1,575",50,"1,474",18 (1%),"1,474",1%,"10,304",0
thailand,"3,037",3,56,0,"2,897",9,84,61 (73%),84,2%,"328,073",0
uzbekistan,"3,028",64,13,0,"2,492",85,523,4 (1%),523,0%,"460,000",0
senegal,"2,909",97,33,0,"1,311",60,"1,565",6 (0%),"1,565",1%,"32,883","8,284"
greece,"2,874",21,169,1,"1,374",0,"1,331",19 (1%),"1,331",6%,"147,958","3,880"
tajikistan,"2,551",201,44,0,"1,089",619,"1,418",0 (0%),"1,418",2%,0,0
guatemala,"2,512",247,48,3,222,63,"2,242",5 (0%),"2,242",2%,"25,464","4,644"
bosnia-and-herzegovina,"2,372",22,141,1,"1,614",18,617,4 (1%),617,6%,"57,507",510
bulgaria,"2,372",41,125,5,769,42,"1,478",29 (2%),"1,478",5%,"71,605","1,450"
ivory-coast,"2,341",40,29,0,"1,146",46,"1,166",0 (0%),"1,166",1%,"22,233","1,164"
djibouti,"2,270",223,10,0,"1,064",9,"1,196",0 (0%),"1,196",0%,"22,097",941
croatia,"2,243",6,99,2,"2,011",33,133,5 (4%),133,4%,"59,911","1,820"
congo-kinshasa,"1,945",110,63,2,312,9,"1,570",0 (0%),"1,570",3%,0,0
north-macedonia,"1,921",23,112,1,"1,387",9,422,21 (5%),422,6%,"24,018",702
cuba,"1,916",8,81,1,"1,631",28,204,4 (2%),204,4%,"90,911","1,880"
estonia,"1,807",7,64,0,"1,508",20,235,2 (1%),235,4%,"74,604",872
iceland,"1,803",0,10,0,"1,790",1,3,0 (0%),3,1%,"58,225",597
gabon,"1,728",161,12,0,402,37,"1,314",6 (0%),"1,314",1%,"8,622",0
el-salvador,"1,725",85,33,1,562,22,"1,130",26 (2%),"1,130",2%,"67,663","2,437"
lithuania,"1,604",11,61,0,"1,111",62,432,17 (4%),432,4%,"259,043","6,039"
somalia,"1,594",21,61,0,204,16,"1,329",2 (0%),"1,329",4%,0,0
mayotte,"1,521",46,19,0,894,0,608,11 (2%),608,1%,"5,200",0
new-zealand,"1,504",1,21,0,"1,455",3,28,1 (4%),28,1%,"250,246","5,408"
slovakia,"1,503",1,28,0,"1,256",11,219,2 (1%),219,2%,"154,529","2,751"
slovenia,"1,468",0,106,1,"1,340",0,22,3 (14%),22,7%,"74,228",909
kyrgyzstan,"1,350",37,14,0,939,16,397,5 (1%),397,1%,"98,281","3,840"
maldives,"1,274",58,4,0,109,18,"1,161",9 (1%),"1,161",0%,"11,775",0
kenya,"1,161",52,50,0,380,5,731,1 (0%),731,4%,"55,074","2,567"
guinea-bissau,"1,114",5,6,0,42,0,"1,066",0 (0%),"1,066",1%,"1,500",0
lebanon,"1,086",62,26,0,663,0,397,3 (1%),397,2%,"69,610","2,100"
sri-lanka,"1,068",20,9,0,620,16,439,1 (0%),439,1%,"49,124","1,603"
hong-kong,"1,066",2,4,0,"1,029",0,33,1 (3%),33,0%,"168,291",0
tunisia,"1,046",1,47,0,883,21,116,3 (3%),116,4%,"45,308","1,585"
latvia,"1,030",5,22,0,712,18,296,2 (1%),296,2%,"96,366","1,745"
albania,981,12,31,0,777,6,173,3 (2%),173,3%,"12,933",174
mali,969,22,62,2,560,2,347,0 (0%),347,6%,"3,483",0
equatorial-guinea,960,57,11,1,165,143,784,0 (0%),784,1%,854,0
niger,937,13,60,0,764,11,113,0 (0%),113,6%,"5,971",22
cyprus,927,4,17,0,561,0,349,10 (3%),349,2%,"95,349",0
zambia,920,54,7,0,336,34,577,1 (0%),577,1%,"20,011",579
costa-rica,911,8,10,0,600,8,301,4 (1%),301,1%,"22,554",625
venezuela,882,58,10,0,262,0,610,2 (0%),610,1%,"697,691","81,129"
paraguay,838,2,11,0,264,8,563,0 (0%),563,1%,"21,987",0
burkina-faso,814,2,52,0,672,3,90,0 (0%),90,6%,0,0
andorra,762,0,51,0,639,0,72,3 (4%),72,7%,"3,750",0
uruguay,753,4,20,0,603,9,130,5 (4%),130,3%,"37,178",641
haiti,734,71,25,3,21,0,688,0 (0%),688,3%,"2,519",249
georgia,723,2,12,0,495,10,216,6 (3%),216,2%,"45,707","1,609"
cruise-ship,712,0,13,0,651,0,48,4 (8%),48,2%,0,0
jordan,700,16,9,0,461,4,230,5 (2%),230,1%,"159,320","6,705"
san-marino,661,3,41,0,254,19,366,1 (0%),366,6%,"3,873",94
chad,611,23,58,0,196,10,357,0 (0%),357,9%,0,0
sierra-leone,606,21,38,3,230,25,338,0 (0%),338,6%,0,0
malta,600,1,6,0,469,1,125,1 (1%),125,1%,"57,784","1,560"
south-sudan,563,82,6,2,6,2,551,0 (0%),551,1%,"3,356",0
channel-islands,558,0,45,0,508,16,5,0 (0%),5,8%,"5,342",0
jamaica,534,5,9,0,181,10,344,0 (0%),344,2%,"9,178",157
nepal,516,59,3,0,70,21,443,1 (0%),443,1%,"124,604","7,173"
tanzania,509,0,21,0,183,0,305,7 (2%),305,4%,0,0
car,479,43,0,0,18,0,461,0 (0%),461,0%,"11,570",276
congo-brazzaville,469,49,16,1,137,5,316,0 (0%),316,3%,0,0
réunion,449,2,1,0,411,0,37,2 (5%),37,0%,"17,200",0
madagascar,448,43,2,0,135,4,311,2 (1%),311,0%,"5,670",0
taiwan,441,1,7,0,407,5,27,0 (0%),27,2%,"70,338",462
ethiopia,433,34,5,0,128,5,300,0 (0%),300,1%,"73,205","3,686"
palestine,423,25,2,0,346,0,75,0 (0%),75,0%,"44,876",0
togo,363,9,12,0,121,3,230,0 (0%),230,3%,"14,767",0
cabo-verde,362,6,3,0,95,0,264,0 (0%),264,1%,892,0
isle-of-man,336,0,24,0,303,1,9,2 (22%),9,7%,"4,353",91
mauritius,332,0,10,0,322,0,0,0 (nan%),0,3%,"98,075","2,409"
montenegro,324,0,9,0,314,2,1,2 (200%),1,3%,"10,167",0
vietnam,324,0,0,0,264,1,60,2 (3%),60,0%,"275,000",0
