Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,159,430","28,579","67,391","1,662","160,668",0,"931,371","16,475 (2%)","931,371",6%,"6,925,119","233,187"
spain,"245,567","2,579","25,100",276,"146,233","3,783","74,234","2,386 (3%)","74,234",10%,"1,528,833",0
italy,"209,328","1,900","28,710",474,"79,914","1,665","100,704","1,539 (2%)","100,704",14%,"2,108,837","55,412"
united-kingdom,"183,381","4,815","28,201",622,860,4,"154,320","1,559 (1%)","154,320",15%,"1,129,907","106,083"
france,"168,396","1,050","24,760",166,"50,562",350,"93,074","3,827 (4%)","93,074",15%,"1,100,228",0
germany,"164,967",890,"6,812",76,"129,000","2,100","29,155","2,105 (7%)","29,155",4%,"2,547,052",0
turkey,"124,375","1,983","3,336",78,"58,259","4,451","62,780","1,445 (2%)","62,780",3%,"1,111,366","36,318"
russia,"124,054","9,623","1,222",53,"15,013","1,793","107,819","2,300 (2%)","107,819",1%,"3,945,518","245,518"
brazil,"96,559","4,450","6,750",340,"40,937","2,898","48,872","8,318 (17%)","48,872",7%,"339,552",0
iran,"96,448",802,"6,156",65,"77,350","1,032","12,942","2,787 (22%)","12,942",6%,"484,541","9,518"
china,"83,744",1,"4,634",0,"78,382",17,728,37 (5%),728,6%,0,0
canada,"57,869","1,587","3,683",147,"23,801","1,050","30,385",557 (2%),"30,385",6%,"832,222",0
belgium,"49,517",485,"7,765",62,"12,211",319,"29,541",689 (2%),"29,541",16%,"260,996","7,798"
peru,"42,534","2,075","1,200",76,"12,434","1,305","28,900",671 (2%),"28,900",3%,"355,604","13,106"
netherlands,"40,336",445,"4,989",94,81,0,"35,266",708 (2%),"35,266",12%,"225,899",0
india,"39,699","2,442","1,323",100,"10,819",812,"27,557",0 (0%),"27,557",3%,"976,363","73,709"
switzerland,"29,817",112,"1,762",8,"24,200",300,"3,855",141 (4%),"3,855",6%,"276,000","4,500"
ecuador,"27,464","1,128","1,371",308,"2,132",219,"23,961",149 (1%),"23,961",5%,"73,929","1,979"
saudi-arabia,"25,459","1,362",176,7,"3,765",210,"21,518",139 (1%),"21,518",1%,"339,775","12,820"
portugal,"25,190",0,"1,023",16,"1,671",24,"22,496",150 (1%),"22,496",4%,"426,836","16,875"
sweden,"22,082",562,"2,669",16,"1,005",0,"18,408",531 (3%),"18,408",12%,"119,500",0
ireland,"21,176",343,"1,286",21,"13,386",0,"6,504",99 (2%),"6,504",6%,"169,377","15,423"
mexico,"20,739","1,515","1,972",113,"12,377",954,"6,390",378 (6%),"6,390",10%,"91,188","9,276"
pakistan,"19,022",930,437,20,"4,753",402,"13,832",111 (1%),"13,832",2%,"193,859","11,728"
