Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,212,955","1,117","69,925",216,"188,068","1,032","954,962","16,050 (2%)","954,962",6%,"7,462,597","4,481"
spain,"248,301","1,179","25,428",164,"151,633","3,075","71,240","2,254 (3%)","71,240",10%,"1,932,455",0
italy,"211,938","1,221","29,079",195,"82,879","1,225","99,980","1,479 (1%)","99,980",14%,"2,191,403","37,631"
united-kingdom,"191,712","3,990","28,805",289,864,4,"162,043","1,559 (1%)","162,043",15%,"1,291,591","85,186"
france,"169,462",769,"25,201",306,"51,371",587,"92,890","3,696 (4%)","92,890",15%,"1,100,228",0
germany,"166,152",488,"6,993",127,"132,700","2,100","26,459","1,949 (7%)","26,459",4%,"2,547,052",0
russia,"155,370","10,102","1,451",95,"19,865","1,770","134,054","2,300 (2%)","134,054",1%,"4,460,357","160,357"
turkey,"127,659","1,614","3,461",64,"68,166","5,015","56,032","1,384 (2%)","56,032",3%,"1,171,138","35,771"
brazil,"108,620",776,"7,367",39,"45,815",0,"55,438","8,318 (15%)","55,438",7%,"339,552",0
iran,"98,647","1,223","6,277",74,"79,379",957,"12,991","2,676 (21%)","12,991",6%,"508,288","12,015"
china,"83,751",1,"4,634",0,"78,586",83,531,29 (5%),531,6%,0,0
canada,"61,900",3,"4,002",0,"26,017",595,"31,881",557 (2%),"31,881",6%,"919,368",0
belgium,"50,509",242,"8,016",92,"12,441",63,"30,052",646 (2%),"30,052",16%,"456,194","15,494"
peru,"47,372","1,444","1,344",58,"14,427",877,"31,601",694 (2%),"31,601",3%,"385,492","10,396"
india,"46,476",39,"1,571",5,"12,849",2,"32,056",0 (0%),"32,056",3%,"1,191,946","84,713"
netherlands,"40,870",199,"5,084",26,81,0,"35,705",683 (2%),"35,705",12%,"235,909","10,010"
ecuador,"31,881","2,343","1,569",5,"3,433",133,"26,879",159 (1%),"26,879",5%,"80,171","1,512"
switzerland,"30,009",28,"1,784",0,"25,200",0,"3,025",141 (5%),"3,025",6%,"282,750",0
saudi-arabia,"28,656","1,645",191,7,"4,476",342,"23,989",143 (1%),"23,989",1%,"365,093","12,538"
portugal,"25,524",242,"1,063",20,"1,712",23,"22,749",143 (1%),"22,749",4%,"450,000","23,164"
mexico,"24,905","1,434","2,271",117,"15,938","2,491","6,696",378 (6%),"6,696",9%,"100,041","6,250"
sweden,"22,721",404,"2,769",90,"4,074","3,069","15,878",455 (3%),"15,878",12%,"119,500",0
ireland,"21,772",266,"1,319",16,"13,386",0,"7,067",93 (1%),"7,067",6%,"169,377",0
pakistan,"21,501",560,486,10,"5,782",147,"15,233",111 (1%),"15,233",2%,"222,404","9,893"
chile,"20,643",980,270,10,"10,415",374,"9,958",464 (5%),"9,958",1%,"214,131","7,913"
singapore,"19,410",632,18,0,"1,457",0,"17,935",22 (0%),"17,935",0%,"143,919",0
belarus,"17,489",784,103,4,"3,259",63,"14,127",92 (1%),"14,127",1%,"211,369","7,130"
israel,"16,268",22,237,2,"10,223",159,"5,808",89 (2%),"5,808",1%,"414,349","10,064"
qatar,"16,191",640,12,0,"1,810",146,"14,369",72 (1%),"14,369",0%,"106,795","2,360"
austria,"15,650",29,606,6,"13,462",146,"1,582",104 (7%),"1,582",4%,"285,883","6,812"
japan,"15,078",201,536,49,"4,156",175,"10,386",328 (3%),"10,386",4%,"184,586","1,335"
united-arab-emirates,"14,730",567,137,11,"2,966",203,"11,627",1 (0%),"11,627",1%,"1,200,000",0
poland,"14,242",236,700,2,"4,280",185,"9,262",160 (2%),"9,262",5%,"383,804",0
romania,"13,512",349,818,28,"5,269",400,"7,425",243 (3%),"7,425",6%,"199,068","3,560"
ukraine,"12,697",366,316,13,"1,875",256,"10,506",167 (2%),"10,506",2%,"139,759","5,167"
indonesia,"12,071",484,872,8,"2,197",243,"9,002",0 (0%),"9,002",7%,"121,547","4,686"
bangladesh,"10,929",786,183,1,"1,403",194,"9,343",1 (0%),"9,343",2%,"93,405","5,711"
south-korea,"10,804",3,254,2,"9,283",66,"1,267",55 (4%),"1,267",2%,"640,237","6,316"
denmark,"10,008",151,493,0,"7,273",0,"2,242",57 (3%),"2,242",5%,"257,738","12,947"
philippines,"9,684",199,637,14,"1,408",93,"7,639",31 (0%),"7,639",7%,"130,889","4,725"
serbia,"9,557",93,197,4,"1,574",23,"7,786",53 (1%),"7,786",2%,"106,461","4,550"
dominican-republic,"8,235",281,346,13,"1,771",165,"6,118",144 (2%),"6,118",4%,"33,377","3,275"
colombia,"7,973",305,358,18,"1,807",85,"5,808",122 (2%),"5,808",4%,"118,801","4,199"
norway,"7,904",20,214,0,32,0,"7,658",27 (0%),"7,658",3%,"182,285",0
czechia,"7,841",22,252,0,"3,816",9,"3,773",59 (2%),"3,773",3%,"269,093","7,545"
panama,"7,387",190,203,3,726,85,"6,458",93 (1%),"6,458",3%,"35,556","1,097"
