Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,385,262","18,468","81,759","1,002","260,624","4,970","1,042,879","16,481 (2%)","1,042,879",6%,"9,711,947","293,896"
spain,"268,143","3,480","26,744",123,"177,846","1,407","63,553","1,650 (3%)","63,553",10%,"2,467,761",0
united-kingdom,"224,202","3,880","32,137",211,932,7,"191,133","1,559 (1%)","191,133",14%,"1,921,770","100,490"
russia,"221,344","11,656","2,009",94,"39,801","5,495","179,534","2,300 (1%)","179,534",1%,"5,636,763","188,300"
italy,"219,814",744,"30,739",179,"106,587","1,401","82,488",999 (1%),"82,488",14%,"2,606,652","40,740"
france,"177,423",453,"26,643",263,"56,724",507,"94,056","2,712 (3%)","94,056",15%,"1,384,633",0
germany,"172,576",697,"7,661",92,"145,617","1,217","19,298","1,576 (8%)","19,298",4%,"2,755,770",0
brazil,"168,331","5,632","11,519",396,"67,384","2,427","89,428","8,318 (9%)","89,428",7%,"339,552",0
turkey,"139,771","1,114","3,841",55,"95,780","3,089","40,150","1,126 (3%)","40,150",3%,"1,403,320","32,722"
iran,"109,286","1,683","6,685",45,"87,422","1,279","15,179","2,703 (18%)","15,179",6%,"601,324","14,625"
china,"83,795",16,"4,634",0,"78,962",26,199,9 (5%),199,6%,0,0
canada,"71,207","1,173","5,114",124,"32,994",898,"33,099",502 (2%),"33,099",7%,"1,135,984",0
india,"70,768","3,607","2,294",82,"22,549","1,580","45,925",0 (0%),"45,925",3%,"1,673,688","64,651"
peru,"68,822","1,515","1,961",72,"22,406","1,057","44,455",785 (2%),"44,455",3%,"512,869","7,939"
belgium,"53,449",368,"8,707",51,"13,697",55,"31,045",478 (2%),"31,045",16%,"584,707","18,606"
netherlands,"42,788",161,"5,456",16,0,0,"37,332",498 (1%),"37,332",13%,"265,156","10,583"
saudi-arabia,"41,014","1,966",255,9,"12,737","1,280","28,022",149 (1%),"28,022",1%,"467,369","17,725"
mexico,"35,022","1,562","3,465",112,"23,100","1,276","8,457",378 (4%),"8,457",10%,"130,956","2,808"
pakistan,"30,941",607,667,8,"8,212",149,"22,062",111 (1%),"22,062",2%,"294,894","11,377"
switzerland,"30,344",39,"1,845",12,"26,800",200,"1,699",89 (5%),"1,699",6%,"312,813","3,218"
chile,"30,063","1,197",323,11,"13,605",493,"16,135",574 (4%),"16,135",1%,"294,057","13,373"
ecuador,"29,509",0,"2,145",18,"3,433",0,"23,931",181 (1%),"23,931",7%,"84,287",0
