Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"792,938",498,"42,518",29,"72,389",442,"678,031","13,951 (2%)","678,031",5%,"4,027,367","9,389"
spain,"204,178","3,968","21,282",430,"82,514","1,927","100,382","7,371 (7%)","100,382",10%,"930,230",0
italy,"181,228","2,256","24,114",454,"48,877","1,822","108,237","2,573 (2%)","108,237",13%,"1,398,024","41,483"
france,"155,383","2,489","20,265",547,"37,409",831,"97,709","5,683 (6%)","97,709",13%,"463,662",0
germany,"147,065","1,881","4,862",276,"91,500","3,500","50,703","2,889 (6%)","50,703",3%,"1,728,357",0
united-kingdom,"125,815","4,683","16,548",455,435,7,"108,832","1,559 (1%)","108,832",13%,"501,379","19,316"
turkey,"90,980","4,674","2,140",123,"13,430","1,454","75,410","1,909 (3%)","75,410",2%,"673,980","39,703"
china,"83,785",32,"4,636",0,"77,734",30,"1,415",82 (6%),"1,415",6%,0,0
iran,"83,505","1,294","5,209",91,"59,273","2,250","19,023","3,389 (18%)","19,023",6%,"353,012","11,350"
russia,"52,763","5,642",456,51,"3,873",427,"48,434",700 (1%),"48,434",1%,"2,142,604","89,285"
belgium,"40,956",973,"5,998",170,"9,002",107,"25,956","1,079 (4%)","25,956",15%,"167,110","5,214"
brazil,"40,814",71,"2,588",1,"22,991",861,"15,235","8,318 (55%)","15,235",6%,"291,922",0
canada,"37,878",275,"1,753",27,"12,586",0,"23,539",557 (2%),"23,539",5%,"559,578",0
netherlands,"33,569",750,"3,763",67,311,0,"29,495","1,158 (4%)","29,495",11%,"171,415","16,504"
switzerland,"27,944",204,"1,429",36,"18,600",800,"7,915",386 (5%),"7,915",5%,"224,442","3,179"
portugal,"20,863",657,735,21,610,0,"19,518",215 (1%),"19,518",4%,"235,878",0
india,"18,658",119,592,0,"3,273",0,"14,793",0 (0%),"14,793",3%,"401,586",0
peru,"16,325",697,445,45,"6,968",157,"8,912",385 (4%),"8,912",3%,"148,011","4,266"
ireland,"15,652",401,687,77,77,0,"14,888",294 (2%),"14,888",4%,"90,646",0
austria,"14,873",78,491,21,"10,971",340,"3,411",196 (6%),"3,411",3%,"189,018","6,069"
