Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"1,346,771","25,917","80,031","1,454","237,022","13,860","1,029,718","16,817 (2%)","1,029,718",6%,"8,917,762","306,215"
spain,"262,783","2,666","26,478",179,"173,157","4,749","63,148","1,741 (3%)","63,148",10%,"2,467,761","535,306"
italy,"218,268","1,083","30,395",194,"103,031","4,008","84,842","1,034 (1%)","84,842",14%,"2,514,234","69,171"
united-kingdom,"216,398","3,896","31,658",347,924,5,"183,816","1,559 (1%)","183,816",15%,"1,728,443","96,882"
russia,"198,676","10,817","1,827",104,"31,916","5,308","164,933","2,300 (1%)","164,933",1%,"5,221,964","241,964"
france,"176,658",579,"26,310",80,"56,038",256,"94,310","2,812 (3%)","94,310",15%,"1,384,633",0
germany,"171,324",736,"7,549",39,"143,300","1,600","20,475","1,650 (8%)","20,475",4%,"2,755,770",0
brazil,"155,939","10,047","10,627",635,"61,685","6,335","83,627","8,318 (10%)","83,627",7%,"339,552",0
turkey,"137,115","1,546","3,739",50,"89,480","3,084","43,896","1,168 (3%)","43,896",3%,"1,334,411","35,605"
iran,"106,220","1,529","6,589",48,"85,064","1,227","14,567","2,696 (19%)","14,567",6%,"573,220","14,321"
china,"83,761",2,"4,634",0,"78,786",49,341,18 (5%),341,6%,0,0
canada,"68,861","1,292","4,822",129,"31,249",843,"32,790",502 (2%),"32,790",7%,"1,068,000","35,912"
peru,"65,015","3,168","1,814",100,"20,246","1,234","42,955",748 (2%),"42,955",3%,"494,250","21,060"
india,"62,808","3,115","2,101",116,"19,301","1,414","41,406",0 (0%),"41,406",3%,"1,523,213","85,425"
belgium,"52,596",585,"8,581",60,"13,411",210,"30,604",502 (2%),"30,604",16%,"540,643","25,410"
netherlands,"42,382",289,"5,422",63,0,0,"36,960",541 (1%),"36,960",13%,"249,655",0
saudi-arabia,"37,136","1,704",239,10,"10,144","1,024","26,753",140 (1%),"26,753",1%,"433,500","14,778"
mexico,"31,522","1,906","3,160",199,"20,314","2,533","8,048",378 (5%),"8,048",10%,"123,446","12,530"
switzerland,"30,251",44,"1,830",7,"26,400",300,"2,021",101 (5%),"2,021",6%,"306,223","4,548"
ecuador,"29,071",0,"1,717",13,"3,433",0,"23,921",181 (1%),"23,921",6%,"83,657","1,345"
pakistan,"28,736","2,301",636,37,"7,809",279,"20,291",111 (1%),"20,291",2%,"270,025","12,778"
portugal,"27,406",138,"1,126",12,"2,499",77,"23,781",120 (1%),"23,781",4%,"517,660","15,942"
chile,"27,219","1,247",304,10,"12,667",507,"14,248",544 (4%),"14,248",1%,"267,904","11,943"
sweden,"25,921",656,"3,220",45,"4,971",0,"17,730",425 (2%),"17,730",12%,"148,500",0
ireland,"22,760",219,"1,446",17,"17,110",0,"4,204",72 (2%),"4,204",6%,"214,761",0
singapore,"22,460",753,20,0,"2,296",256,"20,144",23 (0%),"20,144",0%,"175,604",0
belarus,"22,052",951,126,5,"6,050",566,"15,876",92 (1%),"15,876",1%,"251,771","11,625"
qatar,"21,331","1,130",13,1,"2,449",79,"18,869",72 (0%),"18,869",0%,"124,554","4,096"
united-arab-emirates,"17,417",624,185,11,"4,295",458,"12,937",1 (0%),"12,937",1%,"1,200,000",0
israel,"16,454",18,247,2,"11,376",147,"4,831",78 (2%),"4,831",2%,"451,028","8,103"
austria,"15,833",59,615,1,"13,928",92,"1,290",79 (6%),"1,290",4%,"311,690","7,621"
poland,"15,651",285,785,9,"5,437",253,"9,429",160 (2%),"9,429",5%,"460,686","17,180"
japan,"15,575",98,590,13,"5,146",228,"9,839",300 (3%),"9,839",4%,"202,013","11,983"
