Country,Total confirmed,Total_confirmed_today,Total_deaths,Total_deaths_today,Total_Recoveries,Total_Recoveries_today,Active_confirmed,Critical,Mortality_close,Mortality_confirmed,Total_tests,Total_tests_today
united-states,"587,173","6,565","23,647",37,"36,948",730,"526,578","12,772 (2%)","526,578",4%,"2,943,955","6,017"
spain,"172,541","2,442","18,056",300,"67,504","2,777","86,981","7,371 (8%)","86,981",10%,"600,000",0
italy,"159,516","3,153","20,465",566,"35,435","1,224","103,616","3,260 (3%)","103,616",13%,"1,046,910","36,717"
france,"136,779","4,188","14,967",574,"27,718",532,"94,094","6,821 (7%)","94,094",11%,"333,807",0
germany,"130,072","2,218","3,194",172,"64,300","4,000","62,578","4,895 (8%)","62,578",2%,"1,317,887",0
united-kingdom,"89,539",1,"11,346",0,308,9,"77,885","1,559 (2%)","77,885",13%,"367,667",0
china,"83,284",90,"3,345",0,"78,129",109,"1,810",116 (6%),"1,810",4%,0,0
iran,"73,303","1,617","4,585",111,"45,983","2,089","22,735","3,877 (17%)","22,735",6%,"275,427","12,039"
turkey,"61,049","4,093","1,296",98,"3,957",511,"55,796","1,786 (3%)","55,796",2%,"410,556","34,456"
belgium,"31,119",530,"4,157",254,"6,868",161,"20,094","1,223 (6%)","20,094",13%,"102,151",0
netherlands,"26,695",2,"2,832",0,287,0,"23,576","1,358 (6%)","23,576",11%,"115,992",0
switzerland,"25,688",273,"1,138",32,"13,700","1,000","10,850",386 (4%),"10,850",4%,"193,800",0
canada,"25,680","1,297",780,63,"7,756",584,"17,144",557 (3%),"17,144",3%,"437,475","32,824"
brazil,"23,723",293,"1,355",27,"2,979","2,806","19,389",296 (2%),"19,389",6%,"62,985",0
russia,"21,102","2,774",170,22,"1,694",224,"19,238",8 (0%),"19,238",1%,"1,400,000","100,000"
portugal,"16,934",349,535,31,277,0,"16,122",188 (1%),"16,122",3%,"182,707","19,091"
austria,"14,106",65,384,16,"7,633",290,"6,089",243 (4%),"6,089",3%,"151,796","3,384"
israel,"11,868",282,117,1,"2,000",145,"9,751",181 (2%),"9,751",1%,"117,339",0
sweden,"10,948",465,919,20,381,0,"9,648",859 (9%),"9,648",8%,"54,700",0
ireland,"10,647",992,365,31,25,0,"10,257",194 (2%),"10,257",3%,"72,000","19,000"
south-korea,"10,564",27,222,5,"7,534",87,"2,808",55 (2%),"2,808",2%,"527,438","12,817"
india,"10,541",88,358,0,"1,205",24,"8,978",0 (0%),"8,978",3%,"206,212","17,101"
peru,"9,784","2,265",216,23,"2,642",844,"6,926",143 (2%),"6,926",2%,"87,116","10,610"
japan,"7,645",27,143,0,799,0,"6,703",135 (2%),"6,703",2%,"78,702","1,321"
ecuador,"7,529",63,355,22,597,96,"6,577",121 (2%),"6,577",5%,"24,553",918
chile,"7,525",312,82,2,"2,367",308,"5,076",387 (8%),"5,076",1%,"85,035","2,764"
poland,"7,049",115,251,6,618,131,"6,180",160 (3%),"6,180",4%,"143,630",0
denmark,"6,680",178,285,0,"2,398",6,"3,997",100 (3%),"3,997",4%,"73,919","1,820"
romania,"6,633",333,331,15,914,62,"5,388",231 (4%),"5,388",5%,"67,204","4,876"
norway,"6,605",2,134,0,32,0,"6,439",59 (1%),"6,439",2%,"127,305",0
australia,"6,466",107,61,0,"3,598",104,"2,807",80 (3%),"2,807",1%,"366,493","4,357"
czechia,"6,059",68,143,5,519,55,"5,397",100 (2%),"5,397",2%,"128,359","3,233"
pakistan,"5,716",220,96,3,"1,378",283,"4,242",46 (1%),"4,242",2%,"69,928","4,814"
philippines,"5,223",291,335,20,295,53,"4,593",1 (0%),"4,593",6%,"38,103","4,289"
mexico,"5,014",353,332,36,"1,964",121,"2,718",207 (8%),"2,718",7%,"37,395",801
malaysia,"4,987",170,82,5,"2,478",202,"2,427",60 (2%),"2,427",2%,"81,730",0
saudi-arabia,"4,934",472,65,6,805,44,"4,064",59 (1%),"4,064",1%,"115,585",0
indonesia,"4,839",282,459,60,426,46,"3,954",0 (0%),"3,954",9%,"27,953",878
united-arab-emirates,"4,521",398,25,3,852,172,"3,644",1 (0%),"3,644",1%,"648,195",0
serbia,"4,054",424,85,5,400,0,"3,569",138 (4%),"3,569",2%,"20,958","2,646"
panama,"3,472",72,94,7,61,32,"3,317",106 (3%),"3,317",3%,"15,567",420
ukraine,"3,372",270,98,5,119,22,"3,155",45 (1%),"3,155",3%,"35,153","2,657"
luxembourg,"3,292",11,69,3,500,0,"2,723",30 (1%),"2,723",2%,"29,315",150
belarus,"3,281",362,33,4,203,0,"3,045",57 (2%),"3,045",1%,"71,875","3,875"
qatar,"3,231",252,7,0,334,59,"2,890",37 (1%),"2,890",0%,"50,828","1,726"
dominican-republic,"3,167",200,177,4,152,21,"2,838",147 (5%),"2,838",6%,"9,275",0
finland,"3,161",97,59,0,300,0,"2,802",74 (3%),"2,802",2%,"46,000",0
singapore,"2,918",386,9,1,586,26,"2,323",29 (1%),"2,323",0%,"72,680",0
colombia,"2,852",76,112,3,319,49,"2,421",92 (4%),"2,421",4%,"41,765",0
thailand,"2,613",34,41,1,"1,405",117,"1,167",61 (5%),"1,167",2%,"100,498","28,638"
argentina,"2,277",135,98,8,515,47,"1,664",83 (5%),"1,664",4%,"19,758",0
